epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1646673174179,2022-03-07T12:12:54.179,0.000,-0.454,-0.926,0.175
1646673174189,2022-03-07T12:12:54.189,0.010,-0.462,-0.933,0.175
1646673174199,2022-03-07T12:12:54.199,0.020,-0.461,-0.934,0.173
1646673174209,2022-03-07T12:12:54.209,0.030,-0.458,-0.937,0.177
1646673174219,2022-03-07T12:12:54.219,0.040,-0.460,-0.932,0.175
1646673174229,2022-03-07T12:12:54.229,0.050,-0.456,-0.928,0.174
1646673174239,2022-03-07T12:12:54.239,0.060,-0.458,-0.926,0.173
1646673174249,2022-03-07T12:12:54.249,0.070,-0.459,-0.927,0.175
1646673174259,2022-03-07T12:12:54.259,0.080,-0.459,-0.926,0.172
1646673174269,2022-03-07T12:12:54.269,0.090,-0.460,-0.923,0.175
1646673174279,2022-03-07T12:12:54.279,0.100,-0.459,-0.925,0.175
1646673174289,2022-03-07T12:12:54.289,0.110,-0.460,-0.930,0.177
1646673174299,2022-03-07T12:12:54.299,0.120,-0.461,-0.926,0.175
1646673174309,2022-03-07T12:12:54.309,0.130,-0.458,-0.928,0.173
1646673174319,2022-03-07T12:12:54.319,0.140,-0.461,-0.929,0.174
1646673174329,2022-03-07T12:12:54.329,0.150,-0.459,-0.927,0.178
1646673174339,2022-03-07T12:12:54.339,0.160,-0.459,-0.927,0.177
1646673174349,2022-03-07T12:12:54.349,0.170,-0.460,-0.928,0.178
1646673174359,2022-03-07T12:12:54.359,0.180,-0.463,-0.932,0.179
1646673174369,2022-03-07T12:12:54.369,0.190,-0.460,-0.938,0.179
1646673174379,2022-03-07T12:12:54.379,0.200,-0.459,-0.934,0.178
1646673174389,2022-03-07T12:12:54.389,0.210,-0.458,-0.933,0.179
1646673174399,2022-03-07T12:12:54.399,0.220,-0.459,-0.932,0.181
1646673174409,2022-03-07T12:12:54.409,0.230,-0.457,-0.929,0.179
1646673174419,2022-03-07T12:12:54.419,0.240,-0.458,-0.928,0.179
1646673174429,2022-03-07T12:12:54.429,0.250,-0.458,-0.928,0.178
1646673174439,2022-03-07T12:12:54.439,0.260,-0.458,-0.930,0.180
1646673174449,2022-03-07T12:12:54.449,0.270,-0.456,-0.921,0.180
1646673174459,2022-03-07T12:12:54.459,0.280,-0.457,-0.912,0.176
1646673174469,2022-03-07T12:12:54.469,0.290,-0.454,-0.915,0.177
1646673174479,2022-03-07T12:12:54.479,0.300,-0.450,-0.925,0.177
1646673174489,2022-03-07T12:12:54.489,0.310,-0.458,-0.936,0.179
1646673174499,2022-03-07T12:12:54.499,0.320,-0.465,-0.934,0.179
1646673174509,2022-03-07T12:12:54.509,0.330,-0.463,-0.922,0.172
1646673174519,2022-03-07T12:12:54.519,0.340,-0.465,-0.921,0.174
1646673174529,2022-03-07T12:12:54.529,0.350,-0.468,-0.935,0.177
1646673174539,2022-03-07T12:12:54.539,0.360,-0.465,-0.941,0.177
1646673174549,2022-03-07T12:12:54.549,0.370,-0.464,-0.933,0.174
1646673174559,2022-03-07T12:12:54.559,0.380,-0.463,-0.921,0.177
1646673174569,2022-03-07T12:12:54.569,0.390,-0.457,-0.919,0.179
1646673174579,2022-03-07T12:12:54.579,0.400,-0.458,-0.927,0.184
1646673174589,2022-03-07T12:12:54.589,0.410,-0.459,-0.933,0.189
1646673174599,2022-03-07T12:12:54.599,0.420,-0.455,-0.929,0.183
1646673174609,2022-03-07T12:12:54.609,0.430,-0.456,-0.928,0.188
1646673174619,2022-03-07T12:12:54.619,0.440,-0.457,-0.931,0.188
1646673174629,2022-03-07T12:12:54.629,0.450,-0.461,-0.933,0.187
1646673174639,2022-03-07T12:12:54.639,0.460,-0.461,-0.932,0.183
1646673174649,2022-03-07T12:12:54.649,0.470,-0.460,-0.930,0.184
1646673174659,2022-03-07T12:12:54.659,0.480,-0.460,-0.931,0.187
1646673174669,2022-03-07T12:12:54.669,0.490,-0.458,-0.933,0.185
1646673174679,2022-03-07T12:12:54.679,0.500,-0.458,-0.932,0.181
1646673174689,2022-03-07T12:12:54.689,0.510,-0.463,-0.929,0.183
1646673174699,2022-03-07T12:12:54.699,0.520,-0.460,-0.924,0.178
1646673174709,2022-03-07T12:12:54.709,0.530,-0.459,-0.932,0.175
1646673174719,2022-03-07T12:12:54.719,0.540,-0.463,-0.941,0.182
1646673174729,2022-03-07T12:12:54.729,0.550,-0.467,-0.939,0.178
1646673174739,2022-03-07T12:12:54.739,0.560,-0.471,-0.931,0.172
1646673174749,2022-03-07T12:12:54.749,0.570,-0.468,-0.928,0.170
1646673174759,2022-03-07T12:12:54.759,0.580,-0.468,-0.932,0.172
1646673174769,2022-03-07T12:12:54.769,0.590,-0.468,-0.933,0.174
1646673174779,2022-03-07T12:12:54.779,0.600,-0.464,-0.927,0.171
1646673174789,2022-03-07T12:12:54.789,0.610,-0.459,-0.923,0.172
1646673174799,2022-03-07T12:12:54.799,0.620,-0.458,-0.927,0.175
1646673174809,2022-03-07T12:12:54.809,0.630,-0.458,-0.928,0.176
1646673174819,2022-03-07T12:12:54.819,0.640,-0.460,-0.920,0.167
1646673174829,2022-03-07T12:12:54.829,0.650,-0.464,-0.925,0.167
