epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1646069543937,2022-02-28T12:32:23.937,0.000,99046.047
1646069544073,2022-02-28T12:32:24.073,0.136,99045.461
1646069544208,2022-02-28T12:32:24.208,0.271,99039.891
1646069544344,2022-02-28T12:32:24.344,0.407,99042.781
1646069544481,2022-02-28T12:32:24.481,0.544,99044.875
1646069544615,2022-02-28T12:32:24.615,0.678,99040.859
1646069544752,2022-02-28T12:32:24.752,0.815,99046.047
1646069544888,2022-02-28T12:32:24.888,0.951,99043.539
1646069545023,2022-02-28T12:32:25.023,1.086,99044.875
1646069545159,2022-02-28T12:32:25.159,1.222,99045.672
1646069545294,2022-02-28T12:32:25.294,1.357,99043.539
1646069545430,2022-02-28T12:32:25.430,1.493,99045.672
1646069545566,2022-02-28T12:32:25.566,1.629,99042.406
1646069545701,2022-02-28T12:32:25.701,1.764,99047.563
1646069545837,2022-02-28T12:32:25.837,1.900,99040.305
1646069545973,2022-02-28T12:32:25.973,2.036,99044.875
1646069546108,2022-02-28T12:32:26.108,2.171,99041.648
1646069546244,2022-02-28T12:32:26.244,2.307,99042.195
1646069546379,2022-02-28T12:32:26.379,2.442,99041.648
1646069546515,2022-02-28T12:32:26.515,2.578,99038.383
1646069546651,2022-02-28T12:32:26.651,2.714,99041.063
1646069546786,2022-02-28T12:32:26.786,2.849,99042.195
1646069546922,2022-02-28T12:32:26.922,2.985,99045.086
1646069547059,2022-02-28T12:32:27.059,3.122,99047.766
1646069547193,2022-02-28T12:32:27.193,3.256,99039.516
1646069547330,2022-02-28T12:32:27.330,3.393,99041.063
1646069547464,2022-02-28T12:32:27.464,3.527,99040.859
1646069547601,2022-02-28T12:32:27.601,3.664,99043.750
1646069547737,2022-02-28T12:32:27.737,3.800,99047.766
1646069547872,2022-02-28T12:32:27.872,3.935,99043.953
1646069548008,2022-02-28T12:32:28.008,4.071,99045.672
1646069548144,2022-02-28T12:32:28.144,4.207,99051.211
1646069548279,2022-02-28T12:32:28.279,4.342,99043.164
1646069548415,2022-02-28T12:32:28.415,4.478,99043.750
1646069548550,2022-02-28T12:32:28.550,4.613,99038.586
1646069548686,2022-02-28T12:32:28.686,4.749,99042.406
1646069548822,2022-02-28T12:32:28.822,4.885,99043.750
1646069548957,2022-02-28T12:32:28.957,5.020,99048.531
1646069549093,2022-02-28T12:32:29.093,5.156,99039.719
1646069549230,2022-02-28T12:32:29.230,5.293,99041.063
1646069549364,2022-02-28T12:32:29.364,5.427,99042.609
1646069549501,2022-02-28T12:32:29.501,5.564,99044.711
1646069549635,2022-02-28T12:32:29.635,5.698,99047.188
1646069549772,2022-02-28T12:32:29.772,5.835,99039.344
1646069549908,2022-02-28T12:32:29.908,5.971,99039.141
1646069550043,2022-02-28T12:32:30.043,6.106,99047.391
1646069550179,2022-02-28T12:32:30.179,6.242,99039.141
1646069550315,2022-02-28T12:32:30.315,6.378,99036.281
1646069550450,2022-02-28T12:32:30.450,6.513,99043.953
1646069550586,2022-02-28T12:32:30.586,6.649,99037.039
1646069550722,2022-02-28T12:32:30.722,6.785,99045.297
1646069550857,2022-02-28T12:32:30.857,6.920,99044.711
1646069550993,2022-02-28T12:32:30.993,7.056,99043.953
1646069551128,2022-02-28T12:32:31.128,7.191,99041.273
1646069551264,2022-02-28T12:32:31.264,7.327,99047.016
1646069551400,2022-02-28T12:32:31.400,7.463,99044.125
1646069551535,2022-02-28T12:32:31.535,7.598,99046.633
1646069551671,2022-02-28T12:32:31.671,7.734,99041.453
1646069551808,2022-02-28T12:32:31.808,7.871,99043.375
1646069551942,2022-02-28T12:32:31.942,8.005,99041.453
1646069552079,2022-02-28T12:32:32.079,8.142,99042.609
1646069552215,2022-02-28T12:32:32.215,8.278,99042.789
1646069552350,2022-02-28T12:32:32.350,8.413,99047.602
1646069552486,2022-02-28T12:32:32.486,8.549,99040.688
1646069552621,2022-02-28T12:32:32.621,8.684,99046.266
1646069552757,2022-02-28T12:32:32.757,8.820,99040.688
1646069552893,2022-02-28T12:32:32.893,8.956,99044.125
1646069553028,2022-02-28T12:32:33.028,9.091,99041.453
1646069553164,2022-02-28T12:32:33.164,9.227,99043.000
1646069553300,2022-02-28T12:32:33.300,9.363,99037.633
1646069553435,2022-02-28T12:32:33.435,9.498,99043.000
1646069553571,2022-02-28T12:32:33.571,9.634,99043.578
1646069553708,2022-02-28T12:32:33.708,9.771,99045.680
1646069553842,2022-02-28T12:32:33.842,9.905,99040.898
1646069553979,2022-02-28T12:32:33.979,10.042,99037.797
1646069554113,2022-02-28T12:32:34.113,10.176,99043.000
1646069554250,2022-02-28T12:32:34.250,10.313,99039.555
1646069554386,2022-02-28T12:32:34.386,10.449,99044.344
1646069554521,2022-02-28T12:32:34.521,10.584,99043.789
1646069554657,2022-02-28T12:32:34.657,10.720,99040.688
1646069554793,2022-02-28T12:32:34.793,10.856,99042.234
1646069554928,2022-02-28T12:32:34.928,10.991,99048.359
1646069555064,2022-02-28T12:32:35.064,11.127,99039.180
1646069555199,2022-02-28T12:32:35.199,11.262,99041.453
1646069555335,2022-02-28T12:32:35.335,11.398,99038.766
1646069555471,2022-02-28T12:32:35.471,11.534,99038.766
1646069555606,2022-02-28T12:32:35.606,11.669,99043.789
1646069555742,2022-02-28T12:32:35.742,11.805,99045.125
1646069555878,2022-02-28T12:32:35.878,11.941,99045.680
1646069556013,2022-02-28T12:32:36.013,12.076,99039.555
1646069556149,2022-02-28T12:32:36.149,12.212,99045.680
1646069556286,2022-02-28T12:32:36.286,12.349,99043.000
1646069556420,2022-02-28T12:32:36.420,12.483,99044.547
1646069556557,2022-02-28T12:32:36.557,12.620,99044.344
1646069556693,2022-02-28T12:32:36.693,12.756,99041.102
1646069556828,2022-02-28T12:32:36.828,12.891,99039.766
1646069556964,2022-02-28T12:32:36.964,13.027,99045.680
1646069557099,2022-02-28T12:32:37.099,13.162,99048.570
1646069557235,2022-02-28T12:32:37.235,13.298,99041.102
1646069557371,2022-02-28T12:32:37.371,13.434,99042.445
1646069557506,2022-02-28T12:32:37.506,13.569,99041.656
1646069557642,2022-02-28T12:32:37.642,13.705,99048.359
1646069557778,2022-02-28T12:32:37.778,13.841,99047.813
1646069557913,2022-02-28T12:32:37.913,13.976,99037.078
1646069558049,2022-02-28T12:32:38.049,14.112,99044.172
1646069558184,2022-02-28T12:32:38.184,14.247,99042.625
1646069558320,2022-02-28T12:32:38.320,14.383,99043.789
1646069558457,2022-02-28T12:32:38.457,14.520,99044.547
1646069558591,2022-02-28T12:32:38.591,14.654,99041.859
1646069558728,2022-02-28T12:32:38.728,14.791,99038.594
1646069558864,2022-02-28T12:32:38.864,14.927,99040.523
1646069558999,2022-02-28T12:32:38.999,15.062,99045.125
1646069559135,2022-02-28T12:32:39.135,15.198,99046.641
1646069559271,2022-02-28T12:32:39.271,15.334,99044.750
1646069559406,2022-02-28T12:32:39.406,15.469,99042.070
1646069559542,2022-02-28T12:32:39.542,15.605,99039.938
1646069559677,2022-02-28T12:32:39.677,15.740,99038.594
1646069559813,2022-02-28T12:32:39.813,15.876,99039.938
1646069559949,2022-02-28T12:32:39.949,16.012,99035.156
1646069560084,2022-02-28T12:32:40.084,16.147,99040.523
1646069560220,2022-02-28T12:32:40.220,16.283,99047.984
1646069560357,2022-02-28T12:32:40.357,16.420,99041.484
1646069560491,2022-02-28T12:32:40.491,16.554,99040.727
1646069560628,2022-02-28T12:32:40.628,16.691,99039.938
1646069560762,2022-02-28T12:32:40.762,16.825,99043.969
1646069560899,2022-02-28T12:32:40.899,16.962,99046.852
1646069561035,2022-02-28T12:32:41.035,17.098,99039.180
1646069561170,2022-02-28T12:32:41.170,17.233,99042.070
1646069561306,2022-02-28T12:32:41.306,17.369,99046.094
1646069561442,2022-02-28T12:32:41.442,17.505,99041.484
1646069561577,2022-02-28T12:32:41.577,17.640,99042.828
1646069561713,2022-02-28T12:32:41.713,17.776,99041.484
1646069561848,2022-02-28T12:32:41.848,17.911,99039.391
1646069561984,2022-02-28T12:32:41.984,18.047,99042.828
1646069562120,2022-02-28T12:32:42.120,18.183,99039.938
1646069562255,2022-02-28T12:32:42.255,18.318,99043.969
1646069562391,2022-02-28T12:32:42.391,18.454,99046.266
1646069562527,2022-02-28T12:32:42.527,18.590,99043.594
1646069562662,2022-02-28T12:32:42.662,18.725,99041.281
1646069562798,2022-02-28T12:32:42.798,18.861,99043.594
1646069562933,2022-02-28T12:32:42.933,18.996,99047.438
1646069563069,2022-02-28T12:32:43.069,19.132,99040.148
1646069563206,2022-02-28T12:32:43.206,19.269,99040.148
1646069563342,2022-02-28T12:32:43.342,19.405,99044.930
1646069563477,2022-02-28T12:32:43.477,19.540,99039.391
1646069563613,2022-02-28T12:32:43.613,19.676,99040.727
1646069563748,2022-02-28T12:32:43.748,19.811,99042.828
1646069563884,2022-02-28T12:32:43.884,19.947,99040.148
1646069564020,2022-02-28T12:32:44.020,20.083,99044.930
1646069564155,2022-02-28T12:32:44.155,20.218,99045.719
1646069564291,2022-02-28T12:32:44.291,20.354,99041.695
1646069564427,2022-02-28T12:32:44.427,20.490,99043.414
1646069564562,2022-02-28T12:32:44.562,20.625,99043.039
1646069564698,2022-02-28T12:32:44.698,20.761,99040.727
1646069564833,2022-02-28T12:32:44.833,20.896,99046.266
1646069564969,2022-02-28T12:32:44.969,21.032,99039.563
1646069565106,2022-02-28T12:32:45.106,21.169,99042.828
1646069565240,2022-02-28T12:32:45.240,21.303,99036.883
1646069565377,2022-02-28T12:32:45.377,21.440,99043.594
1646069565513,2022-02-28T12:32:45.513,21.576,99043.594
1646069565648,2022-02-28T12:32:45.648,21.711,99045.719
1646069565784,2022-02-28T12:32:45.784,21.847,99044.930
1646069565920,2022-02-28T12:32:45.920,21.983,99038.805
1646069566055,2022-02-28T12:32:46.055,22.118,99043.594
1646069566191,2022-02-28T12:32:46.191,22.254,99039.563
1646069566327,2022-02-28T12:32:46.327,22.390,99037.461
1646069566462,2022-02-28T12:32:46.462,22.525,99040.906
1646069566598,2022-02-28T12:32:46.598,22.661,99038.805
1646069566734,2022-02-28T12:32:46.734,22.797,99040.727
1646069566869,2022-02-28T12:32:46.869,22.932,99041.695
1646069567005,2022-02-28T12:32:47.005,23.068,99038.047
1646069567142,2022-02-28T12:32:47.142,23.205,99041.695
1646069567276,2022-02-28T12:32:47.276,23.339,99043.594
1646069567413,2022-02-28T12:32:47.413,23.476,99041.109
1646069567547,2022-02-28T12:32:47.547,23.610,99042.250
1646069567684,2022-02-28T12:32:47.684,23.747,99039.563
1646069567820,2022-02-28T12:32:47.820,23.883,99040.906
1646069567955,2022-02-28T12:32:47.955,24.018,99039.016
1646069568091,2022-02-28T12:32:48.091,24.154,99039.563
1646069568227,2022-02-28T12:32:48.227,24.290,99040.906
1646069568362,2022-02-28T12:32:48.362,24.425,99043.039
1646069568498,2022-02-28T12:32:48.498,24.561,99042.453
1646069568633,2022-02-28T12:32:48.633,24.696,99037.672
1646069568769,2022-02-28T12:32:48.769,24.832,99036.703
1646069568905,2022-02-28T12:32:48.905,24.968,99039.773
1646069569040,2022-02-28T12:32:49.040,25.103,99041.109
1646069569176,2022-02-28T12:32:49.176,25.239,99039.563
1646069569313,2022-02-28T12:32:49.313,25.376,99040.906
1646069569447,2022-02-28T12:32:49.447,25.510,99039.016
1646069569584,2022-02-28T12:32:49.584,25.647,99039.016
1646069569720,2022-02-28T12:32:49.720,25.783,99045.891
1646069569855,2022-02-28T12:32:49.855,25.918,99044.555
1646069569991,2022-02-28T12:32:49.991,26.054,99041.109
1646069570126,2022-02-28T12:32:50.126,26.189,99041.695
1646069570262,2022-02-28T12:32:50.262,26.325,99038.219
1646069570398,2022-02-28T12:32:50.398,26.461,99041.695
1646069570533,2022-02-28T12:32:50.533,26.596,99043.797
1646069570669,2022-02-28T12:32:50.669,26.732,99037.086
1646069570805,2022-02-28T12:32:50.805,26.868,99042.453
1646069570940,2022-02-28T12:32:50.940,27.003,99036.883
1646069571076,2022-02-28T12:32:51.076,27.139,99039.773
1646069571212,2022-02-28T12:32:51.212,27.275,99042.453
1646069571347,2022-02-28T12:32:51.347,27.410,99042.250
1646069571483,2022-02-28T12:32:51.483,27.546,99040.906
1646069571618,2022-02-28T12:32:51.618,27.681,99042.453
1646069571754,2022-02-28T12:32:51.754,27.817,99044.000
1646069571891,2022-02-28T12:32:51.891,27.954,99041.109
1646069572025,2022-02-28T12:32:52.025,28.088,99043.422
1646069572162,2022-02-28T12:32:52.162,28.225,99043.797
1646069572298,2022-02-28T12:32:52.298,28.361,99043.219
1646069572433,2022-02-28T12:32:52.433,28.496,99038.430
1646069572569,2022-02-28T12:32:52.569,28.632,99039.188
1646069572705,2022-02-28T12:32:52.705,28.768,99040.352
1646069572840,2022-02-28T12:32:52.840,28.903,99041.875
1646069572976,2022-02-28T12:32:52.976,29.039,99039.188
1646069573111,2022-02-28T12:32:53.111,29.174,99042.453
1646069573247,2022-02-28T12:32:53.247,29.310,99040.531
1646069573383,2022-02-28T12:32:53.383,29.446,99044.000
1646069573518,2022-02-28T12:32:53.518,29.581,99038.641
1646069573654,2022-02-28T12:32:53.654,29.717,99039.188
1646069573791,2022-02-28T12:32:53.791,29.854,99039.773
1646069573925,2022-02-28T12:32:53.925,29.988,99041.695
1646069574062,2022-02-28T12:32:54.062,30.125,99042.453
1646069574198,2022-02-28T12:32:54.198,30.261,99041.695
1646069574333,2022-02-28T12:32:54.333,30.396,99045.891
1646069574469,2022-02-28T12:32:54.469,30.532,99039.188
1646069574605,2022-02-28T12:32:54.605,30.668,99040.531
1646069574740,2022-02-28T12:32:54.740,30.803,99039.773
1646069574876,2022-02-28T12:32:54.876,30.939,99039.977
1646069575011,2022-02-28T12:32:55.011,31.074,99044.000
1646069575147,2022-02-28T12:32:55.147,31.210,99042.453
1646069575283,2022-02-28T12:32:55.283,31.346,99037.844
1646069575418,2022-02-28T12:32:55.418,31.481,99038.641
1646069575554,2022-02-28T12:32:55.554,31.617,99039.188
1646069575691,2022-02-28T12:32:55.691,31.754,99043.422
1646069575825,2022-02-28T12:32:55.825,31.888,99046.688
1646069575962,2022-02-28T12:32:55.962,32.025,99044.766
1646069576096,2022-02-28T12:32:56.096,32.159,99048.031
1646069576232,2022-02-28T12:32:56.232,32.295,99042.664
1646069576369,2022-02-28T12:32:56.369,32.432,99048.781
1646069576503,2022-02-28T12:32:56.503,32.566,99044.180
1646069576640,2022-02-28T12:32:56.640,32.703,99046.688
1646069576776,2022-02-28T12:32:56.776,32.839,99046.688
1646069576911,2022-02-28T12:32:56.911,32.974,99044.000
1646069577047,2022-02-28T12:32:57.047,33.110,99044.000
1646069577183,2022-02-28T12:32:57.183,33.246,99045.344
1646069577318,2022-02-28T12:32:57.318,33.381,99044.766
1646069577454,2022-02-28T12:32:57.454,33.517,99043.219
1646069577590,2022-02-28T12:32:57.590,33.653,99041.500
1646069577725,2022-02-28T12:32:57.725,33.788,99045.344
1646069577861,2022-02-28T12:32:57.861,33.924,99041.320
1646069577996,2022-02-28T12:32:57.996,34.059,99044.766
1646069578132,2022-02-28T12:32:58.132,34.195,99038.641
1646069578269,2022-02-28T12:32:58.269,34.332,99041.500
1646069578403,2022-02-28T12:32:58.403,34.466,99035.375
1646069578540,2022-02-28T12:32:58.540,34.603,99044.180
1646069578676,2022-02-28T12:32:58.676,34.739,99038.641
1646069578811,2022-02-28T12:32:58.811,34.874,99041.320
1646069578947,2022-02-28T12:32:58.947,35.010,99038.813
1646069579083,2022-02-28T12:32:59.083,35.146,99042.078
1646069579218,2022-02-28T12:32:59.218,35.281,99042.289
1646069579354,2022-02-28T12:32:59.354,35.417,99043.422
1646069579489,2022-02-28T12:32:59.489,35.552,99041.500
1646069579625,2022-02-28T12:32:59.625,35.688,99044.766
1646069579761,2022-02-28T12:32:59.761,35.824,99042.844
1646069579896,2022-02-28T12:32:59.896,35.959,99041.500
1646069580032,2022-02-28T12:33:00.032,36.095,99040.156
1646069580169,2022-02-28T12:33:00.169,36.232,99036.133
1646069580303,2022-02-28T12:33:00.303,36.366,99035.375
1646069580440,2022-02-28T12:33:00.440,36.503,99047.656
1646069580574,2022-02-28T12:33:00.574,36.637,99042.844
1646069580711,2022-02-28T12:33:00.711,36.774,99043.047
1646069580847,2022-02-28T12:33:00.847,36.910,99047.070
1646069580983,2022-02-28T12:33:00.983,37.046,99042.078
1646069581118,2022-02-28T12:33:01.118,37.181,99037.469
1646069581254,2022-02-28T12:33:01.254,37.317,99038.641
1646069581390,2022-02-28T12:33:01.390,37.453,99039.398
1646069581525,2022-02-28T12:33:01.525,37.588,99038.266
1646069581661,2022-02-28T12:33:01.661,37.724,99041.500
1646069581796,2022-02-28T12:33:01.796,37.859,99037.469
1646069581932,2022-02-28T12:33:01.932,37.995,99039.602
1646069582068,2022-02-28T12:33:02.068,38.131,99040.156
1646069582203,2022-02-28T12:33:02.203,38.266,99040.945
1646069582339,2022-02-28T12:33:02.339,38.402,99045.727
1646069582476,2022-02-28T12:33:02.476,38.539,99042.664
1646069582610,2022-02-28T12:33:02.610,38.673,99040.156
1646069582747,2022-02-28T12:33:02.747,38.810,99046.484
1646069582883,2022-02-28T12:33:02.883,38.946,99044.969
1646069583018,2022-02-28T12:33:03.018,39.081,99041.500
1646069583154,2022-02-28T12:33:03.154,39.217,99041.703
1646069583289,2022-02-28T12:33:03.289,39.352,99043.047
1646069583425,2022-02-28T12:33:03.425,39.488,99045.516
1646069583561,2022-02-28T12:33:03.561,39.624,99044.969
1646069583696,2022-02-28T12:33:03.696,39.759,99040.734
1646069583832,2022-02-28T12:33:03.832,39.895,99043.047
1646069583967,2022-02-28T12:33:03.967,40.030,99043.625
1646069584103,2022-02-28T12:33:04.103,40.166,99042.289
1646069584239,2022-02-28T12:33:04.239,40.302,99039.602
1646069584374,2022-02-28T12:33:04.374,40.437,99036.922
1646069584510,2022-02-28T12:33:04.510,40.573,99045.141
1646069584647,2022-02-28T12:33:04.647,40.710,99040.945
1646069584781,2022-02-28T12:33:04.781,40.844,99042.844
1646069584918,2022-02-28T12:33:04.918,40.981,99035.164
1646069585054,2022-02-28T12:33:05.054,41.117,99043.047
