epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636990631197,2021-11-15T10:37:11.197,0.000,4.146,-0.549,-2.622
1636990631207,2021-11-15T10:37:11.207,0.010,4.085,-1.220,-2.012
1636990631217,2021-11-15T10:37:11.217,0.020,4.573,-1.037,-2.744
1636990631227,2021-11-15T10:37:11.227,0.030,5.122,-1.159,-2.927
1636990631237,2021-11-15T10:37:11.237,0.040,5.427,-1.402,-2.744
1636990631247,2021-11-15T10:37:11.247,0.050,5.488,-1.707,-2.744
1636990631257,2021-11-15T10:37:11.257,0.060,5.549,-2.195,-2.561
1636990631267,2021-11-15T10:37:11.267,0.070,5.854,-2.683,-2.378
1636990631277,2021-11-15T10:37:11.277,0.080,6.341,-3.232,-2.317
1636990631287,2021-11-15T10:37:11.287,0.090,6.890,-3.720,-2.073
1636990631297,2021-11-15T10:37:11.297,0.100,7.500,-4.207,-1.829
1636990631307,2021-11-15T10:37:11.307,0.110,7.805,-4.756,-1.524
1636990631317,2021-11-15T10:37:11.317,0.120,8.049,-5.244,-0.976
1636990631327,2021-11-15T10:37:11.327,0.130,8.049,-5.732,-0.427
1636990631337,2021-11-15T10:37:11.337,0.140,8.049,-6.220,0.244
1636990631347,2021-11-15T10:37:11.347,0.150,7.805,-6.768,1.037
1636990631357,2021-11-15T10:37:11.357,0.160,7.561,-7.195,1.707
1636990631367,2021-11-15T10:37:11.367,0.170,7.744,-7.500,2.561
1636990631377,2021-11-15T10:37:11.377,0.180,8.171,-7.622,3.720
1636990631387,2021-11-15T10:37:11.387,0.190,8.780,-7.744,4.512
1636990631397,2021-11-15T10:37:11.397,0.200,9.634,-7.561,5.305
1636990631407,2021-11-15T10:37:11.407,0.210,10.793,-7.256,5.976
1636990631417,2021-11-15T10:37:11.417,0.220,11.646,-7.256,6.341
1636990631427,2021-11-15T10:37:11.427,0.230,11.829,-7.317,6.646
1636990631437,2021-11-15T10:37:11.437,0.240,11.646,-7.622,7.073
1636990631447,2021-11-15T10:37:11.447,0.250,11.220,-8.049,8.049
1636990631457,2021-11-15T10:37:11.457,0.260,10.854,-8.476,9.207
1636990631467,2021-11-15T10:37:11.467,0.270,10.366,-8.720,10.549
1636990631477,2021-11-15T10:37:11.477,0.280,10.244,-9.146,12.195
1636990631487,2021-11-15T10:37:11.487,0.290,10.366,-9.512,13.659
1636990631497,2021-11-15T10:37:11.497,0.300,10.549,-9.878,14.939
1636990631507,2021-11-15T10:37:11.507,0.310,10.549,-10.061,15.915
1636990631517,2021-11-15T10:37:11.517,0.320,10.061,-10.122,16.524
1636990631527,2021-11-15T10:37:11.527,0.330,8.963,-10.244,16.951
1636990631537,2021-11-15T10:37:11.537,0.340,8.293,-10.366,17.622
1636990631547,2021-11-15T10:37:11.547,0.350,8.049,-10.122,18.780
1636990631557,2021-11-15T10:37:11.557,0.360,7.561,-9.512,19.817
1636990631567,2021-11-15T10:37:11.567,0.370,7.317,-8.841,21.159
1636990631577,2021-11-15T10:37:11.577,0.380,7.317,-8.171,22.927
1636990631587,2021-11-15T10:37:11.587,0.390,7.317,-7.561,25.000
1636990631597,2021-11-15T10:37:11.597,0.400,7.012,-7.073,27.195
1636990631607,2021-11-15T10:37:11.607,0.410,6.646,-6.707,29.573
1636990631617,2021-11-15T10:37:11.617,0.420,5.854,-6.585,31.585
1636990631627,2021-11-15T10:37:11.627,0.430,5.183,-6.463,32.988
1636990631637,2021-11-15T10:37:11.637,0.440,5.427,-6.159,34.390
1636990631647,2021-11-15T10:37:11.647,0.450,6.220,-5.610,35.488
1636990631657,2021-11-15T10:37:11.657,0.460,6.463,-5.122,36.280
1636990631667,2021-11-15T10:37:11.667,0.470,6.463,-4.878,36.829
1636990631677,2021-11-15T10:37:11.677,0.480,6.402,-4.573,37.134
1636990631687,2021-11-15T10:37:11.687,0.490,6.341,-4.207,37.500
1636990631697,2021-11-15T10:37:11.697,0.500,6.220,-4.146,37.866
1636990631707,2021-11-15T10:37:11.707,0.510,6.098,-4.329,38.354
1636990631717,2021-11-15T10:37:11.717,0.520,6.159,-4.390,38.659
1636990631727,2021-11-15T10:37:11.727,0.530,6.768,-4.390,38.720
1636990631737,2021-11-15T10:37:11.737,0.540,7.866,-4.573,38.902
1636990631747,2021-11-15T10:37:11.747,0.550,9.024,-4.878,39.329
1636990631757,2021-11-15T10:37:11.757,0.560,8.902,-5.488,39.329
1636990631767,2021-11-15T10:37:11.767,0.570,7.927,-6.220,39.512
1636990631777,2021-11-15T10:37:11.777,0.580,7.500,-6.829,39.756
1636990631787,2021-11-15T10:37:11.787,0.590,6.829,-7.500,40.061
1636990631797,2021-11-15T10:37:11.797,0.600,5.305,-7.988,39.817
1636990631807,2021-11-15T10:37:11.807,0.610,3.902,-8.415,39.634
1636990631817,2021-11-15T10:37:11.817,0.620,3.049,-8.537,39.695
1636990631827,2021-11-15T10:37:11.827,0.630,2.866,-8.415,39.878
1636990631837,2021-11-15T10:37:11.837,0.640,2.988,-8.293,39.878
1636990631847,2021-11-15T10:37:11.847,0.650,2.439,-8.110,39.390
1636990631857,2021-11-15T10:37:11.857,0.660,2.012,-7.988,39.207
1636990631867,2021-11-15T10:37:11.867,0.670,1.890,-7.866,39.268
1636990631877,2021-11-15T10:37:11.877,0.680,1.707,-7.866,39.512
1636990631887,2021-11-15T10:37:11.887,0.690,1.646,-7.988,39.817
1636990631897,2021-11-15T10:37:11.897,0.700,1.707,-8.171,39.695
1636990631907,2021-11-15T10:37:11.907,0.710,1.585,-8.537,39.024
1636990631917,2021-11-15T10:37:11.917,0.720,0.732,-9.146,37.500
1636990631927,2021-11-15T10:37:11.927,0.730,-0.732,-9.573,35.427
1636990631937,2021-11-15T10:37:11.937,0.740,-2.134,-9.817,32.561
1636990631947,2021-11-15T10:37:11.947,0.750,-2.805,-9.756,29.573
1636990631957,2021-11-15T10:37:11.957,0.760,-2.317,-9.024,26.037
1636990631967,2021-11-15T10:37:11.967,0.770,-1.890,-7.866,22.317
1636990631977,2021-11-15T10:37:11.977,0.780,-1.402,-6.402,19.573
1636990631987,2021-11-15T10:37:11.987,0.790,-0.122,-4.390,17.805
1636990631997,2021-11-15T10:37:11.997,0.800,2.195,-1.890,16.220
1636990632007,2021-11-15T10:37:12.007,0.810,6.341,0.732,14.878
1636990632017,2021-11-15T10:37:12.017,0.820,10.427,3.537,12.927
1636990632027,2021-11-15T10:37:12.027,0.830,11.890,5.610,9.878
1636990632037,2021-11-15T10:37:12.037,0.840,11.890,6.890,6.829
1636990632047,2021-11-15T10:37:12.047,0.850,11.707,7.744,3.659
1636990632057,2021-11-15T10:37:12.057,0.860,11.098,8.415,0.793
1636990632067,2021-11-15T10:37:12.067,0.870,10.488,9.207,-1.280
1636990632077,2021-11-15T10:37:12.077,0.880,12.195,10.244,-2.927
1636990632087,2021-11-15T10:37:12.087,0.890,12.866,10.976,-5.427
1636990632097,2021-11-15T10:37:12.097,0.900,10.000,10.976,-8.293
1636990632107,2021-11-15T10:37:12.107,0.910,6.768,10.366,-10.976
1636990632117,2021-11-15T10:37:12.117,0.920,4.634,9.573,-12.317
1636990632127,2021-11-15T10:37:12.127,0.930,2.927,8.780,-12.317
1636990632137,2021-11-15T10:37:12.137,0.940,1.707,8.476,-11.646
1636990632147,2021-11-15T10:37:12.147,0.950,0.549,8.415,-9.878
1636990632157,2021-11-15T10:37:12.157,0.960,-0.366,8.780,-6.585
1636990632167,2021-11-15T10:37:12.167,0.970,0.122,9.268,-1.768
1636990632177,2021-11-15T10:37:12.177,0.980,3.110,10.244,3.476
1636990632187,2021-11-15T10:37:12.187,0.990,7.134,11.585,7.988
1636990632197,2021-11-15T10:37:12.197,1.000,9.268,12.561,11.280
1636990632207,2021-11-15T10:37:12.207,1.010,9.146,12.927,12.134
