exp_id,activity_id,activity_name,acc_x_mean,acc_x_var,acc_y_mean,acc_y_var,acc_z_mean,acc_z_var,acc_sum_mean,acc_abssum_mean,acc_sum_var,acc_abssum_var,acc_maxabssum,gyr_x_mean,gyr_x_var,gyr_y_mean,gyr_y_var,gyr_z_mean,gyr_z_var,gyr_sum_mean,gyr_abssum_mean,gyr_sum_var,gyr_abssum_var,gyr_maxabssum
13,2,Sitting and Writing on a notebook,-0.55768,0.001206879358717434,0.7877520000000001,0.00040884418436873746,-0.077158,0.004701680396793587,25.485666666666685,237.48833333333334,116214.91530033332,32633.95328433334,393.87600000000003,-1.0708419999999996,48.844805564164325,-1.2804160000000002,65.03987555806013,0.5001479999999999,25.61247593396393,-308.5183333333333,1638.7623333333333,236764.12498633328,70342.44326433331,1819.243
13,2,Sitting and Writing on a notebook,-0.5664779999999999,0.00042477907414829603,0.791112,7.420787174348698e-05,-0.033266000000000004,9.958240881763529e-05,31.894666666666684,231.80933333333337,116956.86383033336,37879.41794233334,395.55600000000004,0.8245459999999999,4.425026428741483,-0.9651060000000001,63.38877059996393,-0.29695400000000005,5.453366981847696,-72.91900000000004,1002.6803333333332,204460.151092,263780.1645493332,1591.1309999999999
13,2,Sitting and Writing on a notebook,-0.56627,7.333577154308554e-05,0.790796,4.877593587174357e-05,-0.028834000000000002,7.13771983967936e-05,32.615333333333325,230.98333333333338,116760.78830633339,38326.47784233334,395.398,0.12697400000000003,3.4852837287815626,-0.433908,3.4806575867094183,0.23390799999999998,1.3911764444248496,-12.170999999999998,624.4456666666666,32166.737839,22642.42316433333,733.928
13,2,Sitting and Writing on a notebook,-0.559646,4.325118637274504e-05,0.795806,3.3126617234468995e-05,-0.024434000000000004,5.2939523046092185e-05,35.28766666666668,229.981,116520.65278533334,39051.591372,397.903,0.323424,3.6745675553346695,-0.905998,2.720478983963928,0.41513799999999995,1.456294616188377,-27.905999999999995,664.9273333333332,136053.76009899998,23921.098884333333,757.588
13,2,Sitting and Writing on a notebook,-0.555586,0.00044471603607214386,0.799082,7.507342284569123e-05,-0.017794000000000004,0.0002634424488977956,37.617,229.44500000000002,116318.001036,39493.979728,399.541,0.377226,8.417356475875751,-1.007348,4.382393401699399,0.251332,10.249256482741481,-63.13166666666666,850.8036666666667,146548.7417963333,6617.765066333325,939.9729999999998
13,2,Sitting and Writing on a notebook,-0.55489,0.0004510680360721439,0.8002319999999999,6.826270140280546e-05,-0.00944,0.00023522885771543083,39.317,228.26299999999995,116226.67020699999,40404.396979,400.116,0.44528199999999996,8.490019782040081,-1.368786,4.269111988180361,0.33512400000000003,10.32067380824048,-98.06333333333335,888.7946666666667,258595.2825703333,3633.7563643333374,954.109
13,2,Sitting and Writing on a notebook,-0.5598,6.751903807615177e-05,0.7972820000000002,3.9333142284569175e-05,-0.003174,8.38754749498998e-05,39.05133333333337,227.4606666666667,116343.07777233336,41029.17276033334,398.6410000000001,0.429454,1.9255872183206413,-1.227532,1.455591520016032,0.11061199999999999,1.1359429273106212,-114.5776666666667,558.0903333333333,193245.50791233339,23766.30170633334,701.24
13,2,Sitting and Writing on a notebook,-0.566314,5.8135675350700925e-05,0.79312,3.9167935871743545e-05,0.002818,3.735959519038076e-05,38.27066666666668,227.48466666666664,116522.88687433333,41098.69535633334,396.56,0.262726,1.2821453897034067,-0.7295219999999999,0.9566731718597196,0.054495999999999996,0.6990110360561121,-68.71666666666665,418.24666666666667,68441.66878033332,6910.696746333329,483.82899999999995
13,2,Sitting and Writing on a notebook,-0.563246,0.00025962874148296517,0.7956340000000001,8.094192785571137e-05,0.014144,0.00031975878156312624,41.088666666666676,229.00133333333335,116277.52860833333,40151.130854333336,397.817,0.33365799999999995,5.730364469975951,-0.9124540000000001,4.222685747378757,0.33632,4.367074574749498,-40.412666666666674,672.1600000000001,129676.61274433335,9921.727956999997,756.7470000000001
13,2,Sitting and Writing on a notebook,-0.5564159999999999,0.00021851998396793542,0.800984,5.787950300601193e-05,0.028912,0.00026784795190380766,45.58000000000001,231.1386666666667,115884.95003200001,38867.42214933333,400.492,0.23464999999999997,6.769404825150301,-1.233648,4.7807059680320645,0.41559199999999996,4.629494895326653,-97.23433333333337,799.625,204526.3167403334,26496.61701700001,908.441
