epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1627843078978,2021-08-01T14:37:58.978,0.0,-9.213071638524777e-08,7.783115636435082e-07,1.4137544985668838e-07
1627843079028,2021-08-01T14:37:59.028,0.05,-1.0275631641420338e-06,6.491005584495248e-06,6.637511048814403e-07
1627843079078,2021-08-01T14:37:59.078,0.1,-1.5103492547230012e-06,8.902925831761911e-06,5.701507424152724e-07
1627843079128,2021-08-01T14:37:59.128,0.15,-1.456654750807453e-06,9.713781929158422e-06,2.4772959874516673e-07
1627843079178,2021-08-01T14:37:59.178,0.2,-1.1150759135041615e-06,1.159184074245614e-05,3.5249611555228444e-07
1627843079228,2021-08-01T14:37:59.228,0.25,-9.264042594164391e-07,1.3979947485934474e-05,7.393436935872758e-07
1627843079278,2021-08-01T14:37:59.278,0.3,-1.184566296649499e-06,1.45903008038164e-05,9.98369183738573e-07
1627843079328,2021-08-01T14:37:59.328,0.35,-1.566586388571636e-06,1.1848522729944392e-05,1.2727289593080028e-06
1627843079378,2021-08-01T14:37:59.378,0.4,-1.5255517294479874e-06,7.099506557457284e-06,1.6117265156715005e-06
1627843079428,2021-08-01T14:37:59.428,0.45,-1.209370585345352e-06,4.833983331396543e-06,1.525299785268378e-06
1627843079478,2021-08-01T14:37:59.478,0.5,-1.1981031398202697e-06,7.362293508819983e-06,9.684067643669003e-07
1627843079528,2021-08-01T14:37:59.528,0.55,-1.481674963406894e-06,1.1180084784567301e-05,5.961356934328545e-07
1627843079578,2021-08-01T14:37:59.578,0.6,-1.586648533582898e-06,1.2218497716601983e-05,6.37164659442615e-07
1627843079628,2021-08-01T14:37:59.628,0.65,-1.4439441456227939e-06,1.1104991306006822e-05,7.005627314781498e-07
1627843079678,2021-08-01T14:37:59.678,0.7,-1.3211189646109866e-06,1.0388113013015226e-05,6.401559535668061e-07
1627843079728,2021-08-01T14:37:59.728,0.75,-1.2410449121166973e-06,1.0505602132136242e-05,5.588820432176953e-07
1627843079778,2021-08-01T14:37:59.778,0.8,-1.1078600220570727e-06,1.054538039356126e-05,3.6248529407186375e-07
1627843079828,2021-08-01T14:37:59.828,0.85,-9.927883332566035e-07,1.0228760429398035e-05,8.293317329777248e-08
1627843079878,2021-08-01T14:37:59.878,0.9,-8.84034746483466e-07,9.888837832766778e-06,3.1085070634966615e-08
1627843079928,2021-08-01T14:37:59.928,0.95,-6.609768601865294e-07,9.681102976624904e-06,1.966567104914835e-07
1627843079978,2021-08-01T14:37:59.978,1.0,-4.859289560083149e-07,9.418874392041056e-06,2.4614460529900743e-07
1627843080028,2021-08-01T14:38:00.028,1.05,-6.221762518452979e-07,9.026354335221456e-06,2.224280185631326e-07
1627843080078,2021-08-01T14:38:00.078,1.1,-9.135261707672704e-07,8.812042426469132e-06,4.027485850372631e-07
1627843080128,2021-08-01T14:38:00.128,1.15,-1.0937857488742695e-06,9.008411258012111e-06,6.093270872369476e-07
1627843080178,2021-08-01T14:38:00.178,1.2,-1.2918396417767078e-06,9.386519009431601e-06,5.138024943022455e-07
1627843080228,2021-08-01T14:38:00.228,1.25,-1.535693573795858e-06,9.644362594834584e-06,3.094046845199194e-07
1627843080278,2021-08-01T14:38:00.278,1.3,-1.3739147590413144e-06,9.779242314801288e-06,3.265345166645165e-07
1627843080328,2021-08-01T14:38:00.328,1.35,-7.118457323883167e-07,9.876912764521275e-06,4.069338805838829e-07
1627843080378,2021-08-01T14:38:00.378,1.4,-2.7461247223156644e-07,9.857473513632242e-06,2.753571758235396e-07
1627843080428,2021-08-01T14:38:00.428,1.45,-6.286938996632975e-07,9.581950084849066e-06,6.684762802379575e-08
