epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1650900562830,2022-04-25T11:29:22.830,0.000,-0.000048000,-0.000002188,0.000071250
1650900562880,2022-04-25T11:29:22.880,0.050,-0.000050562,0.000006000,0.000070875
1650900562930,2022-04-25T11:29:22.930,0.100,-0.000050937,0.000006375,0.000072000
1650900562980,2022-04-25T11:29:22.980,0.150,-0.000049813,0.000004125,0.000070500
1650900563030,2022-04-25T11:29:23.030,0.200,-0.000049438,-0.000002562,0.000070875
1650900563080,2022-04-25T11:29:23.080,0.250,-0.000050937,-0.000000312,0.000071688
1650900563130,2022-04-25T11:29:23.130,0.300,-0.000051313,0.000005250,0.000071312
1650900563180,2022-04-25T11:29:23.180,0.350,-0.000050188,0.000004875,0.000072063
1650900563230,2022-04-25T11:29:23.230,0.400,-0.000050188,0.000006000,0.000071312
1650900563280,2022-04-25T11:29:23.280,0.450,-0.000051313,-0.000006312,0.000070875
1650900563330,2022-04-25T11:29:23.330,0.500,-0.000051688,0.000004500,0.000070188
1650900563380,2022-04-25T11:29:23.380,0.550,-0.000050188,0.000006375,0.000070125
1650900563430,2022-04-25T11:29:23.430,0.600,-0.000049813,0.000006000,0.000069000
1650900563480,2022-04-25T11:29:23.480,0.650,-0.000050188,0.000003000,0.000066750
1650900563530,2022-04-25T11:29:23.530,0.700,-0.000051313,0.000006375,0.000064812
1650900563580,2022-04-25T11:29:23.580,0.750,-0.000050188,0.000006750,0.000063313
1650900563630,2022-04-25T11:29:23.630,0.800,-0.000051313,-0.000001813,0.000062500
1650900563680,2022-04-25T11:29:23.680,0.850,-0.000050937,0.000008187,0.000061000
1650900563730,2022-04-25T11:29:23.730,0.900,-0.000048375,0.000007437,0.000060625
1650900563780,2022-04-25T11:29:23.780,0.950,-0.000050562,0.000007813,0.000060250
1650900563830,2022-04-25T11:29:23.830,1.000,-0.000049125,0.000009312,0.000059062
1650900563880,2022-04-25T11:29:23.880,1.050,-0.000048750,0.000008562,0.000058687
1650900563930,2022-04-25T11:29:23.930,1.100,-0.000049438,0.000006750,0.000056812
1650900563980,2022-04-25T11:29:23.980,1.150,-0.000049125,-0.000002188,0.000055312
1650900564030,2022-04-25T11:29:24.030,1.200,-0.000050562,0.000011187,0.000056812
1650900564080,2022-04-25T11:29:24.080,1.250,-0.000049125,0.000008937,0.000055312
1650900564130,2022-04-25T11:29:24.130,1.300,-0.000049813,0.000008187,0.000056438
1650900564180,2022-04-25T11:29:24.180,1.350,-0.000047625,0.000010438,0.000054125
1650900564230,2022-04-25T11:29:24.230,1.400,-0.000048375,0.000010438,0.000056812
1650900564280,2022-04-25T11:29:24.280,1.450,-0.000048750,0.000007813,0.000057187
1650900564330,2022-04-25T11:29:24.330,1.500,-0.000049500,0.000003375,0.000057187
1650900564380,2022-04-25T11:29:24.380,1.550,-0.000048000,0.000005625,0.000056438
1650900564430,2022-04-25T11:29:24.430,1.600,-0.000049813,0.000002250,0.000056063
1650900564480,2022-04-25T11:29:24.480,1.650,-0.000049500,0.000006375,0.000058000
1650900564530,2022-04-25T11:29:24.530,1.700,-0.000050188,0.000011187,0.000058750
1650900564580,2022-04-25T11:29:24.580,1.750,-0.000048000,0.000000000,0.000058375
1650900564630,2022-04-25T11:29:24.630,1.800,-0.000049438,0.000009312,0.000057563
1650900564680,2022-04-25T11:29:24.680,1.850,-0.000048750,0.000009312,0.000058313
1650900564730,2022-04-25T11:29:24.730,1.900,-0.000048375,0.000008937,0.000057187
1650900564780,2022-04-25T11:29:24.780,1.950,-0.000049438,0.000010812,0.000058313
1650900564830,2022-04-25T11:29:24.830,2.000,-0.000049813,0.000010063,0.000058750
1650900564880,2022-04-25T11:29:24.880,2.050,-0.000049500,0.000008937,0.000056812
1650900564930,2022-04-25T11:29:24.930,2.100,-0.000049813,0.000008937,0.000056438
1650900564980,2022-04-25T11:29:24.980,2.150,-0.000050562,0.000011187,0.000053000
1650900565030,2022-04-25T11:29:25.030,2.200,-0.000050188,0.000008937,0.000053000
1650900565080,2022-04-25T11:29:25.080,2.250,-0.000050188,0.000011187,0.000053375
1650900565130,2022-04-25T11:29:25.130,2.300,-0.000048750,0.000009688,0.000051125
1650900565180,2022-04-25T11:29:25.180,2.350,-0.000048375,0.000009312,0.000051875
1650900565230,2022-04-25T11:29:25.230,2.400,-0.000049500,0.000010438,0.000051125
1650900565280,2022-04-25T11:29:25.280,2.450,-0.000049813,0.000004125,0.000051875
1650900565330,2022-04-25T11:29:25.330,2.500,-0.000050937,0.000010438,0.000053000
1650900565380,2022-04-25T11:29:25.380,2.550,-0.000049813,0.000010063,0.000050313
1650900565430,2022-04-25T11:29:25.430,2.600,-0.000050188,0.000010438,0.000053375
1650900565480,2022-04-25T11:29:25.480,2.650,-0.000049813,0.000013063,0.000050750
1650900565530,2022-04-25T11:29:25.530,2.700,-0.000049813,0.000010438,0.000052250
1650900565580,2022-04-25T11:29:25.580,2.750,-0.000050188,0.000010063,0.000051875
