epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1650900128957,2022-04-25T11:22:08.957,0.000,0.887,-0.295,0.001
1650900128967,2022-04-25T11:22:08.967,0.010,0.886,-0.296,0.000
1650900128977,2022-04-25T11:22:08.977,0.020,0.885,-0.297,0.004
1650900128987,2022-04-25T11:22:08.987,0.030,0.892,-0.299,0.002
1650900128997,2022-04-25T11:22:08.997,0.040,0.900,-0.299,0.003
1650900129007,2022-04-25T11:22:09.007,0.050,0.898,-0.300,0.003
1650900129017,2022-04-25T11:22:09.017,0.060,0.891,-0.301,0.006
1650900129027,2022-04-25T11:22:09.027,0.070,0.889,-0.304,0.005
1650900129037,2022-04-25T11:22:09.037,0.080,0.888,-0.306,0.004
1650900129047,2022-04-25T11:22:09.047,0.090,0.890,-0.304,0.006
1650900129057,2022-04-25T11:22:09.057,0.100,0.890,-0.306,0.004
1650900129067,2022-04-25T11:22:09.067,0.110,0.885,-0.304,0.007
1650900129077,2022-04-25T11:22:09.077,0.120,0.888,-0.307,0.006
1650900129087,2022-04-25T11:22:09.087,0.130,0.890,-0.306,0.006
1650900129097,2022-04-25T11:22:09.097,0.140,0.894,-0.306,0.004
1650900129107,2022-04-25T11:22:09.107,0.150,0.891,-0.307,0.002
1650900129117,2022-04-25T11:22:09.117,0.160,0.891,-0.306,0.002
1650900129127,2022-04-25T11:22:09.127,0.170,0.893,-0.306,0.004
1650900129137,2022-04-25T11:22:09.137,0.180,0.891,-0.306,0.001
1650900129147,2022-04-25T11:22:09.147,0.190,0.890,-0.304,0.004
1650900129157,2022-04-25T11:22:09.157,0.200,0.892,-0.301,0.004
1650900129167,2022-04-25T11:22:09.167,0.210,0.890,-0.297,0.002
1650900129177,2022-04-25T11:22:09.177,0.220,0.893,-0.297,0.000
1650900129187,2022-04-25T11:22:09.187,0.230,0.889,-0.295,0.003
1650900129197,2022-04-25T11:22:09.197,0.240,0.883,-0.295,0.002
1650900129207,2022-04-25T11:22:09.207,0.250,0.883,-0.292,0.002
1650900129217,2022-04-25T11:22:09.217,0.260,0.891,-0.290,-0.000
1650900129227,2022-04-25T11:22:09.227,0.270,0.893,-0.292,0.002
1650900129237,2022-04-25T11:22:09.237,0.280,0.880,-0.299,-0.002
1650900129247,2022-04-25T11:22:09.247,0.290,0.879,-0.300,0.004
1650900129257,2022-04-25T11:22:09.257,0.300,0.889,-0.300,0.002
1650900129267,2022-04-25T11:22:09.267,0.310,0.905,-0.300,0.001
1650900129277,2022-04-25T11:22:09.277,0.320,0.908,-0.300,0.001
1650900129287,2022-04-25T11:22:09.287,0.330,0.899,-0.301,0.003
1650900129297,2022-04-25T11:22:09.297,0.340,0.888,-0.305,0.003
1650900129307,2022-04-25T11:22:09.307,0.350,0.884,-0.307,0.006
1650900129317,2022-04-25T11:22:09.317,0.360,0.886,-0.304,0.003
1650900129327,2022-04-25T11:22:09.327,0.370,0.886,-0.303,0.005
1650900129337,2022-04-25T11:22:09.337,0.380,0.884,-0.302,0.003
1650900129347,2022-04-25T11:22:09.347,0.390,0.888,-0.302,-0.000
1650900129357,2022-04-25T11:22:09.357,0.400,0.889,-0.299,0.003
1650900129367,2022-04-25T11:22:09.367,0.410,0.890,-0.300,-0.001
1650900129377,2022-04-25T11:22:09.377,0.420,0.891,-0.301,0.000
1650900129387,2022-04-25T11:22:09.387,0.430,0.893,-0.302,0.002
1650900129397,2022-04-25T11:22:09.397,0.440,0.895,-0.302,0.001
1650900129407,2022-04-25T11:22:09.407,0.450,0.893,-0.302,-0.003
1650900129417,2022-04-25T11:22:09.417,0.460,0.893,-0.302,0.000
1650900129427,2022-04-25T11:22:09.427,0.470,0.891,-0.302,0.002
1650900129437,2022-04-25T11:22:09.437,0.480,0.889,-0.301,0.002
1650900129447,2022-04-25T11:22:09.447,0.490,0.887,-0.301,0.003
1650900129457,2022-04-25T11:22:09.457,0.500,0.892,-0.299,0.003
1650900129467,2022-04-25T11:22:09.467,0.510,0.894,-0.297,0.002
1650900129477,2022-04-25T11:22:09.477,0.520,0.892,-0.297,0.005
1650900129487,2022-04-25T11:22:09.487,0.530,0.886,-0.299,0.005
1650900129497,2022-04-25T11:22:09.497,0.540,0.885,-0.298,0.004
1650900129507,2022-04-25T11:22:09.507,0.550,0.886,-0.299,0.003
1650900129517,2022-04-25T11:22:09.517,0.560,0.890,-0.300,0.003
1650900129527,2022-04-25T11:22:09.527,0.570,0.890,-0.301,0.003
1650900129537,2022-04-25T11:22:09.537,0.580,0.888,-0.301,0.005
1650900129547,2022-04-25T11:22:09.547,0.590,0.890,-0.304,0.005
1650900129557,2022-04-25T11:22:09.557,0.600,0.887,-0.304,0.004
1650900129567,2022-04-25T11:22:09.567,0.610,0.887,-0.304,0.005
1650900129577,2022-04-25T11:22:09.577,0.620,0.886,-0.308,0.004
1650900129587,2022-04-25T11:22:09.587,0.630,0.887,-0.308,0.007
1650900129597,2022-04-25T11:22:09.597,0.640,0.892,-0.310,0.005
1650900129607,2022-04-25T11:22:09.607,0.650,0.890,-0.308,0.004
1650900129617,2022-04-25T11:22:09.617,0.660,0.892,-0.305,0.004
1650900129627,2022-04-25T11:22:09.627,0.670,0.892,-0.305,0.005
1650900129637,2022-04-25T11:22:09.637,0.680,0.887,-0.306,0.004
1650900129647,2022-04-25T11:22:09.647,0.690,0.893,-0.307,0.004
1650900129657,2022-04-25T11:22:09.657,0.700,0.894,-0.305,0.004
1650900129667,2022-04-25T11:22:09.667,0.710,0.891,-0.304,0.005
1650900129677,2022-04-25T11:22:09.677,0.720,0.888,-0.303,0.006
1650900129687,2022-04-25T11:22:09.687,0.730,0.888,-0.304,0.003
1650900129697,2022-04-25T11:22:09.697,0.740,0.893,-0.302,0.005
1650900129707,2022-04-25T11:22:09.707,0.750,0.893,-0.303,0.008
1650900129717,2022-04-25T11:22:09.717,0.760,0.888,-0.304,0.008
1650900129727,2022-04-25T11:22:09.727,0.770,0.886,-0.304,0.009
1650900129737,2022-04-25T11:22:09.737,0.780,0.888,-0.301,0.008
1650900129747,2022-04-25T11:22:09.747,0.790,0.888,-0.303,0.003
1650900129757,2022-04-25T11:22:09.757,0.800,0.890,-0.304,0.006
1650900129767,2022-04-25T11:22:09.767,0.810,0.884,-0.303,0.006
1650900129777,2022-04-25T11:22:09.777,0.820,0.886,-0.296,0.004
1650900129787,2022-04-25T11:22:09.787,0.830,0.892,-0.296,0.002
1650900129797,2022-04-25T11:22:09.797,0.840,0.897,-0.294,0.003
1650900129807,2022-04-25T11:22:09.807,0.850,0.892,-0.292,0.005
1650900129817,2022-04-25T11:22:09.817,0.860,0.884,-0.294,0.002
1650900129827,2022-04-25T11:22:09.827,0.870,0.884,-0.296,0.003
1650900129837,2022-04-25T11:22:09.837,0.880,0.894,-0.297,0.003
1650900129847,2022-04-25T11:22:09.847,0.890,0.900,-0.294,0.001
1650900129857,2022-04-25T11:22:09.857,0.900,0.901,-0.297,0.002
