epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1650900562819,2022-04-25T11:29:22.819,0.000,-1.280,-0.915,0.610
1650900562829,2022-04-25T11:29:22.829,0.010,-1.402,-1.037,1.037
1650900562839,2022-04-25T11:29:22.839,0.020,-1.585,-0.671,0.732
1650900562849,2022-04-25T11:29:22.849,0.030,-1.768,-0.427,0.488
1650900562859,2022-04-25T11:29:22.859,0.040,-1.707,-0.610,0.366
1650900562869,2022-04-25T11:29:22.869,0.050,-1.098,-1.037,0.366
1650900562879,2022-04-25T11:29:22.879,0.060,-0.732,-1.341,0.427
1650900562889,2022-04-25T11:29:22.889,0.070,-0.610,-1.098,0.366
1650900562899,2022-04-25T11:29:22.899,0.080,-0.244,-0.488,0.183
1650900562909,2022-04-25T11:29:22.909,0.090,0.000,-0.061,0.061
1650900562919,2022-04-25T11:29:22.919,0.100,-0.122,0.000,0.061
1650900562929,2022-04-25T11:29:22.929,0.110,-0.244,0.061,0.183
1650900562939,2022-04-25T11:29:22.939,0.120,0.061,0.122,0.244
1650900562949,2022-04-25T11:29:22.949,0.130,0.000,-0.122,0.061
1650900562959,2022-04-25T11:29:22.959,0.140,-0.244,-0.549,-0.061
1650900562969,2022-04-25T11:29:22.969,0.150,0.000,-0.915,0.122
1650900562979,2022-04-25T11:29:22.979,0.160,0.000,-1.037,0.549
1650900562989,2022-04-25T11:29:22.989,0.170,0.000,-1.037,1.037
1650900562999,2022-04-25T11:29:22.999,0.180,0.244,-1.341,1.524
1650900563009,2022-04-25T11:29:23.009,0.190,0.549,-1.829,1.829
1650900563019,2022-04-25T11:29:23.019,0.200,0.793,-2.073,2.012
1650900563029,2022-04-25T11:29:23.029,0.210,0.976,-2.134,2.012
1650900563039,2022-04-25T11:29:23.039,0.220,1.341,-1.829,2.073
1650900563049,2022-04-25T11:29:23.049,0.230,1.402,-1.524,1.951
1650900563059,2022-04-25T11:29:23.059,0.240,1.280,-1.159,1.585
1650900563069,2022-04-25T11:29:23.069,0.250,1.159,-0.732,1.098
1650900563079,2022-04-25T11:29:23.079,0.260,0.976,-0.305,0.427
1650900563089,2022-04-25T11:29:23.089,0.270,0.488,-0.244,-0.305
1650900563099,2022-04-25T11:29:23.099,0.280,0.244,-0.244,-0.671
1650900563109,2022-04-25T11:29:23.109,0.290,-0.244,-0.244,-1.159
1650900563119,2022-04-25T11:29:23.119,0.300,-0.671,0.366,-1.707
1650900563129,2022-04-25T11:29:23.129,0.310,-0.976,0.793,-1.951
1650900563139,2022-04-25T11:29:23.139,0.320,-1.159,0.915,-2.073
1650900563149,2022-04-25T11:29:23.149,0.330,-1.220,0.549,-2.012
1650900563159,2022-04-25T11:29:23.159,0.340,-1.341,0.488,-1.707
1650900563169,2022-04-25T11:29:23.169,0.350,-1.220,0.549,-1.280
1650900563179,2022-04-25T11:29:23.179,0.360,-1.098,0.732,-0.915
1650900563189,2022-04-25T11:29:23.189,0.370,-1.037,0.793,-0.488
1650900563199,2022-04-25T11:29:23.199,0.380,-0.793,0.610,-0.061
1650900563209,2022-04-25T11:29:23.209,0.390,-0.549,0.549,0.244
1650900563219,2022-04-25T11:29:23.219,0.400,-0.549,0.793,0.427
1650900563229,2022-04-25T11:29:23.229,0.410,-0.488,0.915,0.610
1650900563239,2022-04-25T11:29:23.239,0.420,-0.183,0.610,0.793
1650900563249,2022-04-25T11:29:23.249,0.430,0.244,-0.122,0.915
1650900563259,2022-04-25T11:29:23.259,0.440,0.854,-1.159,1.037
1650900563269,2022-04-25T11:29:23.269,0.450,2.134,-2.073,0.976
1650900563279,2022-04-25T11:29:23.279,0.460,3.902,-2.561,0.915
1650900563289,2022-04-25T11:29:23.289,0.470,6.098,-2.500,0.610
1650900563299,2022-04-25T11:29:23.299,0.480,10.305,-1.707,0.122
1650900563309,2022-04-25T11:29:23.309,0.490,16.037,-1.037,0.061
1650900563319,2022-04-25T11:29:23.319,0.500,21.341,-0.244,0.305
1650900563329,2022-04-25T11:29:23.329,0.510,26.951,0.915,0.488
1650900563339,2022-04-25T11:29:23.339,0.520,32.439,2.134,0.854
1650900563349,2022-04-25T11:29:23.349,0.530,37.744,2.927,1.646
1650900563359,2022-04-25T11:29:23.359,0.540,42.622,3.293,2.561
1650900563369,2022-04-25T11:29:23.369,0.550,47.744,3.171,3.537
1650900563379,2022-04-25T11:29:23.379,0.560,52.378,2.439,4.634
1650900563389,2022-04-25T11:29:23.389,0.570,56.159,2.073,5.610
1650900563399,2022-04-25T11:29:23.399,0.580,59.512,2.439,6.341
1650900563409,2022-04-25T11:29:23.409,0.590,61.829,3.780,6.646
1650900563419,2022-04-25T11:29:23.419,0.600,63.659,5.427,6.585
