epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1650900759977,2022-04-25T11:32:39.977,0.000,0.924,0.110,0.047
1650900759987,2022-04-25T11:32:39.987,0.010,0.931,0.112,0.049
1650900759997,2022-04-25T11:32:39.997,0.020,0.923,0.108,0.048
1650900760007,2022-04-25T11:32:40.007,0.030,0.929,0.112,0.053
1650900760017,2022-04-25T11:32:40.017,0.040,0.934,0.112,0.049
1650900760027,2022-04-25T11:32:40.027,0.050,0.933,0.115,0.049
1650900760037,2022-04-25T11:32:40.037,0.060,0.927,0.116,0.049
1650900760047,2022-04-25T11:32:40.047,0.070,0.922,0.113,0.048
1650900760057,2022-04-25T11:32:40.057,0.080,0.924,0.115,0.048
1650900760067,2022-04-25T11:32:40.067,0.090,0.930,0.114,0.050
1650900760077,2022-04-25T11:32:40.077,0.100,0.928,0.116,0.052
1650900760087,2022-04-25T11:32:40.087,0.110,0.924,0.119,0.056
1650900760097,2022-04-25T11:32:40.097,0.120,0.921,0.116,0.054
1650900760107,2022-04-25T11:32:40.107,0.130,0.926,0.116,0.056
1650900760117,2022-04-25T11:32:40.117,0.140,0.926,0.118,0.055
1650900760127,2022-04-25T11:32:40.127,0.150,0.921,0.112,0.055
1650900760137,2022-04-25T11:32:40.137,0.160,0.922,0.116,0.054
1650900760147,2022-04-25T11:32:40.147,0.170,0.921,0.118,0.054
1650900760157,2022-04-25T11:32:40.157,0.180,0.922,0.115,0.054
1650900760167,2022-04-25T11:32:40.167,0.190,0.928,0.115,0.052
1650900760177,2022-04-25T11:32:40.177,0.200,0.930,0.115,0.053
1650900760187,2022-04-25T11:32:40.187,0.210,0.928,0.115,0.052
1650900760197,2022-04-25T11:32:40.197,0.220,0.924,0.115,0.050
1650900760207,2022-04-25T11:32:40.207,0.230,0.927,0.112,0.046
1650900760217,2022-04-25T11:32:40.217,0.240,0.927,0.115,0.048
1650900760227,2022-04-25T11:32:40.227,0.250,0.925,0.117,0.048
