epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1650900759986,2022-04-25T11:32:39.986,0.000,0.305,0.976,0.366
1650900759996,2022-04-25T11:32:39.996,0.010,0.671,1.037,0.183
1650900760006,2022-04-25T11:32:40.006,0.020,0.610,0.671,-0.061
1650900760016,2022-04-25T11:32:40.016,0.030,0.427,0.549,-0.305
1650900760026,2022-04-25T11:32:40.026,0.040,0.488,0.732,-0.793
1650900760036,2022-04-25T11:32:40.036,0.050,0.305,1.037,-1.098
1650900760046,2022-04-25T11:32:40.046,0.060,0.244,0.976,-0.854
1650900760056,2022-04-25T11:32:40.056,0.070,0.366,0.671,-0.427
1650900760066,2022-04-25T11:32:40.066,0.080,0.244,0.671,-0.183
1650900760076,2022-04-25T11:32:40.076,0.090,0.122,1.220,-0.244
1650900760086,2022-04-25T11:32:40.086,0.100,0.061,1.524,-0.305
1650900760096,2022-04-25T11:32:40.096,0.110,0.000,1.280,-0.122
1650900760106,2022-04-25T11:32:40.106,0.120,0.122,0.854,-0.061
1650900760116,2022-04-25T11:32:40.116,0.130,0.061,0.366,-0.122
1650900760126,2022-04-25T11:32:40.126,0.140,-0.183,0.183,-0.183
1650900760136,2022-04-25T11:32:40.136,0.150,-0.122,-0.244,-0.122
1650900760146,2022-04-25T11:32:40.146,0.160,-0.305,-0.732,-0.061
1650900760156,2022-04-25T11:32:40.156,0.170,-0.366,-1.159,-0.061
1650900760166,2022-04-25T11:32:40.166,0.180,-0.183,-1.220,-0.122
1650900760176,2022-04-25T11:32:40.176,0.190,-0.122,-1.037,-0.061
1650900760186,2022-04-25T11:32:40.186,0.200,0.000,-0.732,-0.122
1650900760196,2022-04-25T11:32:40.196,0.210,0.183,-0.488,0.000
1650900760206,2022-04-25T11:32:40.206,0.220,0.244,-0.427,0.183
1650900760216,2022-04-25T11:32:40.216,0.230,0.671,-0.366,0.427
1650900760226,2022-04-25T11:32:40.226,0.240,0.610,-0.305,0.549
1650900760236,2022-04-25T11:32:40.236,0.250,0.610,-0.061,0.671
1650900760246,2022-04-25T11:32:40.246,0.260,0.549,-0.183,0.915
1650900760256,2022-04-25T11:32:40.256,0.270,0.305,-0.366,0.976
1650900760266,2022-04-25T11:32:40.266,0.280,-0.122,-0.366,1.098
1650900760276,2022-04-25T11:32:40.276,0.290,-0.427,-0.183,0.976
1650900760286,2022-04-25T11:32:40.286,0.300,-0.671,-0.183,0.793
1650900760296,2022-04-25T11:32:40.296,0.310,-0.976,-0.122,0.671
1650900760306,2022-04-25T11:32:40.306,0.320,-0.915,-0.183,0.610
1650900760316,2022-04-25T11:32:40.316,0.330,-1.098,-0.305,0.549
1650900760326,2022-04-25T11:32:40.326,0.340,-0.976,-0.305,0.427
1650900760336,2022-04-25T11:32:40.336,0.350,-0.610,-0.305,0.305
1650900760346,2022-04-25T11:32:40.346,0.360,-0.427,-0.488,0.183
1650900760356,2022-04-25T11:32:40.356,0.370,-0.183,-0.427,0.183
1650900760366,2022-04-25T11:32:40.366,0.380,-0.183,-0.366,0.305
1650900760376,2022-04-25T11:32:40.376,0.390,0.244,-0.305,0.244
1650900760386,2022-04-25T11:32:40.386,0.400,0.610,-0.244,0.183
1650900760396,2022-04-25T11:32:40.396,0.410,0.488,0.000,0.122
1650900760406,2022-04-25T11:32:40.406,0.420,0.488,-0.061,0.122
1650900760416,2022-04-25T11:32:40.416,0.430,0.610,-0.244,0.061
1650900760426,2022-04-25T11:32:40.426,0.440,0.427,-0.305,0.061
1650900760436,2022-04-25T11:32:40.436,0.450,0.366,-0.366,0.000
1650900760446,2022-04-25T11:32:40.446,0.460,0.244,-0.427,0.061
1650900760456,2022-04-25T11:32:40.456,0.470,0.183,-0.549,0.183
1650900760466,2022-04-25T11:32:40.466,0.480,0.000,-0.671,0.244
1650900760476,2022-04-25T11:32:40.476,0.490,0.000,-0.488,0.244
1650900760486,2022-04-25T11:32:40.486,0.500,-0.183,-0.244,0.244
1650900760496,2022-04-25T11:32:40.496,0.510,-0.366,-0.183,0.244
1650900760506,2022-04-25T11:32:40.506,0.520,-0.366,-0.061,0.305
1650900760516,2022-04-25T11:32:40.516,0.530,-0.549,0.122,0.366
1650900760526,2022-04-25T11:32:40.526,0.540,-0.671,0.427,0.061
1650900760536,2022-04-25T11:32:40.536,0.550,-0.427,0.488,-0.061
1650900760546,2022-04-25T11:32:40.546,0.560,-0.549,0.244,-0.061
1650900760556,2022-04-25T11:32:40.556,0.570,-0.427,0.000,-0.122
1650900760566,2022-04-25T11:32:40.566,0.580,-0.366,0.000,-0.427
1650900760576,2022-04-25T11:32:40.576,0.590,-0.244,0.244,-0.793
1650900760586,2022-04-25T11:32:40.586,0.600,-0.122,0.366,-1.037
1650900760596,2022-04-25T11:32:40.596,0.610,0.000,0.549,-1.037
1650900760606,2022-04-25T11:32:40.606,0.620,0.061,0.549,-0.915
1650900760616,2022-04-25T11:32:40.616,0.630,0.061,0.793,-0.915
1650900760626,2022-04-25T11:32:40.626,0.640,0.305,0.854,-0.732
1650900760636,2022-04-25T11:32:40.636,0.650,0.122,0.854,-0.366
1650900760646,2022-04-25T11:32:40.646,0.660,0.000,0.549,0.122
1650900760656,2022-04-25T11:32:40.656,0.670,0.000,0.183,0.610
1650900760666,2022-04-25T11:32:40.666,0.680,-0.366,0.000,0.854
1650900760676,2022-04-25T11:32:40.676,0.690,-0.915,0.244,0.915
1650900760686,2022-04-25T11:32:40.686,0.700,-1.037,0.671,0.732
1650900760696,2022-04-25T11:32:40.696,0.710,-1.280,0.854,0.549
1650900760706,2022-04-25T11:32:40.706,0.720,-1.463,0.549,0.549
1650900760716,2022-04-25T11:32:40.716,0.730,-1.524,0.183,0.427
1650900760726,2022-04-25T11:32:40.726,0.740,-1.159,0.000,0.549
1650900760736,2022-04-25T11:32:40.736,0.750,-0.610,-0.122,0.732
1650900760746,2022-04-25T11:32:40.746,0.760,0.122,-0.305,0.793
1650900760756,2022-04-25T11:32:40.756,0.770,0.732,-0.305,0.610
1650900760766,2022-04-25T11:32:40.766,0.780,1.585,-0.122,0.244
1650900760776,2022-04-25T11:32:40.776,0.790,2.195,0.549,-0.183
1650900760786,2022-04-25T11:32:40.786,0.800,3.598,1.463,-0.915
1650900760796,2022-04-25T11:32:40.796,0.810,5.976,2.134,-1.463
1650900760806,2022-04-25T11:32:40.806,0.820,10.244,1.768,-1.280
1650900760816,2022-04-25T11:32:40.816,0.830,16.159,0.732,-0.061
1650900760826,2022-04-25T11:32:40.826,0.840,24.512,-0.366,1.524
1650900760836,2022-04-25T11:32:40.836,0.850,33.232,-0.610,3.171
1650900760846,2022-04-25T11:32:40.846,0.860,41.646,-0.366,5.000
1650900760856,2022-04-25T11:32:40.856,0.870,48.841,0.671,7.561
1650900760866,2022-04-25T11:32:40.866,0.880,54.756,3.537,10.305
1650900760876,2022-04-25T11:32:40.876,0.890,60.549,8.110,11.951
1650900760886,2022-04-25T11:32:40.886,0.900,66.220,11.829,11.951
1650900760896,2022-04-25T11:32:40.896,0.910,67.439,13.841,10.488
1650900760906,2022-04-25T11:32:40.906,0.920,69.207,14.146,8.171
1650900760916,2022-04-25T11:32:40.916,0.930,69.573,13.476,6.037
1650900760926,2022-04-25T11:32:40.926,0.940,69.451,11.220,4.390
1650900760936,2022-04-25T11:32:40.936,0.950,68.720,7.927,3.415
1650900760946,2022-04-25T11:32:40.946,0.960,67.134,4.634,3.049
1650900760956,2022-04-25T11:32:40.956,0.970,65.915,1.890,3.354
1650900760966,2022-04-25T11:32:40.966,0.980,63.963,-0.183,4.512
1650900760976,2022-04-25T11:32:40.976,0.990,61.768,-2.012,6.585
1650900760986,2022-04-25T11:32:40.986,1.000,60.793,-4.146,9.268
1650900760996,2022-04-25T11:32:40.996,1.010,61.402,-7.256,12.012
1650900761006,2022-04-25T11:32:41.006,1.020,61.159,-9.451,14.268
1650900761016,2022-04-25T11:32:41.016,1.030,59.024,-7.195,14.939
1650900761026,2022-04-25T11:32:41.026,1.040,56.280,-0.305,13.293
1650900761036,2022-04-25T11:32:41.036,1.050,53.354,7.805,10.305
1650900761046,2022-04-25T11:32:41.046,1.060,50.793,12.866,7.622
1650900761056,2022-04-25T11:32:41.056,1.070,48.902,13.720,5.427
1650900761066,2022-04-25T11:32:41.066,1.080,48.476,12.012,3.415
1650900761076,2022-04-25T11:32:41.076,1.090,48.293,10.122,1.159
1650900761086,2022-04-25T11:32:41.086,1.100,47.683,10.122,-0.915
1650900761096,2022-04-25T11:32:41.096,1.110,47.256,11.585,-2.378
1650900761106,2022-04-25T11:32:41.106,1.120,46.829,12.622,-2.561
1650900761116,2022-04-25T11:32:41.116,1.130,46.159,12.256,-1.280
1650900761126,2022-04-25T11:32:41.126,1.140,44.817,12.012,0.610
1650900761136,2022-04-25T11:32:41.136,1.150,44.268,12.683,2.073
1650900761146,2022-04-25T11:32:41.146,1.160,45.244,12.195,3.293
1650900761156,2022-04-25T11:32:41.156,1.170,45.122,10.122,3.963
1650900761166,2022-04-25T11:32:41.166,1.180,42.561,9.329,3.110
1650900761176,2022-04-25T11:32:41.176,1.190,40.793,10.671,0.427
1650900761186,2022-04-25T11:32:41.186,1.200,40.610,11.524,-2.805
1650900761196,2022-04-25T11:32:41.196,1.210,42.256,9.024,-4.695
1650900761206,2022-04-25T11:32:41.206,1.220,45.183,4.512,-5.183
1650900761216,2022-04-25T11:32:41.216,1.230,50.793,0.061,-4.817
1650900761226,2022-04-25T11:32:41.226,1.240,56.159,-3.598,-3.049
1650900761236,2022-04-25T11:32:41.236,1.250,59.207,-4.390,-0.488
1650900761246,2022-04-25T11:32:41.246,1.260,61.524,-2.317,2.561
1650900761256,2022-04-25T11:32:41.256,1.270,63.293,-0.366,6.646
1650900761266,2022-04-25T11:32:41.266,1.280,64.085,0.610,11.524
1650900761276,2022-04-25T11:32:41.276,1.290,63.720,2.683,15.732
1650900761286,2022-04-25T11:32:41.286,1.300,63.232,6.890,18.537
1650900761296,2022-04-25T11:32:41.296,1.310,63.354,11.829,20.732
1650900761306,2022-04-25T11:32:41.306,1.320,63.293,15.305,23.049
1650900761316,2022-04-25T11:32:41.316,1.330,63.537,17.683,25.061
1650900761326,2022-04-25T11:32:41.326,1.340,64.146,19.268,25.976
1650900761336,2022-04-25T11:32:41.336,1.350,64.878,18.232,26.341
1650900761346,2022-04-25T11:32:41.346,1.360,64.939,13.598,27.012
1650900761356,2022-04-25T11:32:41.356,1.370,63.171,7.317,27.866
1650900761366,2022-04-25T11:32:41.366,1.380,60.549,1.829,28.476
1650900761376,2022-04-25T11:32:41.376,1.390,56.890,-2.073,28.476
1650900761386,2022-04-25T11:32:41.386,1.400,53.354,-6.098,28.659
1650900761396,2022-04-25T11:32:41.396,1.410,49.634,-12.134,29.634
1650900761406,2022-04-25T11:32:41.406,1.420,45.793,-18.780,30.549
1650900761416,2022-04-25T11:32:41.416,1.430,43.537,-23.598,30.549
1650900761426,2022-04-25T11:32:41.426,1.440,42.500,-25.671,29.695
1650900761436,2022-04-25T11:32:41.436,1.450,41.646,-25.427,27.866
1650900761446,2022-04-25T11:32:41.446,1.460,41.220,-23.963,25.122
1650900761456,2022-04-25T11:32:41.456,1.470,42.561,-23.049,22.561
1650900761466,2022-04-25T11:32:41.466,1.480,44.634,-23.415,21.463
1650900761476,2022-04-25T11:32:41.476,1.490,45.061,-23.537,22.683
1650900761486,2022-04-25T11:32:41.486,1.500,44.146,-21.951,26.159
1650900761496,2022-04-25T11:32:41.496,1.510,44.024,-20.061,30.671
1650900761506,2022-04-25T11:32:41.506,1.520,43.720,-21.220,36.524
1650900761516,2022-04-25T11:32:41.516,1.530,41.585,-25.915,44.024
1650900761526,2022-04-25T11:32:41.526,1.540,40.000,-30.915,51.341
1650900761536,2022-04-25T11:32:41.536,1.550,39.878,-33.049,55.793
1650900761546,2022-04-25T11:32:41.546,1.560,39.634,-32.927,57.378
1650900761556,2022-04-25T11:32:41.556,1.570,38.110,-32.500,56.890
1650900761566,2022-04-25T11:32:41.566,1.580,36.402,-32.012,54.207
1650900761576,2022-04-25T11:32:41.576,1.590,36.341,-31.646,50.305
1650900761586,2022-04-25T11:32:41.586,1.600,36.768,-32.012,47.012
1650900761596,2022-04-25T11:32:41.596,1.610,36.037,-32.439,45.061
1650900761606,2022-04-25T11:32:41.606,1.620,35.793,-32.195,43.720
1650900761616,2022-04-25T11:32:41.616,1.630,34.756,-31.220,43.537
1650900761626,2022-04-25T11:32:41.626,1.640,33.049,-30.366,45.122
1650900761636,2022-04-25T11:32:41.636,1.650,29.512,-28.171,47.866
1650900761646,2022-04-25T11:32:41.646,1.660,26.159,-23.598,50.000
1650900761656,2022-04-25T11:32:41.656,1.670,23.902,-19.207,51.524
1650900761666,2022-04-25T11:32:41.666,1.680,22.195,-17.256,52.439
1650900761676,2022-04-25T11:32:41.676,1.690,22.622,-19.085,53.232
1650900761686,2022-04-25T11:32:41.686,1.700,22.927,-23.293,54.878
1650900761696,2022-04-25T11:32:41.696,1.710,22.622,-26.037,56.951
1650900761706,2022-04-25T11:32:41.706,1.720,24.024,-26.402,58.476
1650900761716,2022-04-25T11:32:41.716,1.730,25.122,-27.744,61.402
1650900761726,2022-04-25T11:32:41.726,1.740,22.500,-30.000,66.768
1650900761736,2022-04-25T11:32:41.736,1.750,18.598,-27.561,71.037
1650900761746,2022-04-25T11:32:41.746,1.760,13.537,-17.256,70.610
1650900761756,2022-04-25T11:32:41.756,1.770,9.878,-6.159,66.768
1650900761766,2022-04-25T11:32:41.766,1.780,6.220,0.183,60.854
1650900761776,2022-04-25T11:32:41.776,1.790,4.329,0.427,53.780
1650900761786,2022-04-25T11:32:41.786,1.800,3.171,-3.537,47.561
1650900761796,2022-04-25T11:32:41.796,1.810,0.610,-6.890,42.744
1650900761806,2022-04-25T11:32:41.806,1.820,-2.073,-6.768,39.207
1650900761816,2022-04-25T11:32:41.816,1.830,-3.537,-5.610,38.171
1650900761826,2022-04-25T11:32:41.826,1.840,-5.061,-7.988,41.280
1650900761836,2022-04-25T11:32:41.836,1.850,-3.415,-15.183,47.195
1650900761846,2022-04-25T11:32:41.846,1.860,-1.463,-24.512,54.756
1650900761856,2022-04-25T11:32:41.856,1.870,0.427,-31.463,61.463
1650900761866,2022-04-25T11:32:41.866,1.880,4.939,-33.049,64.390
1650900761876,2022-04-25T11:32:41.876,1.890,8.293,-30.000,64.390
1650900761886,2022-04-25T11:32:41.886,1.900,12.683,-24.695,62.073
1650900761896,2022-04-25T11:32:41.896,1.910,17.073,-18.354,58.232
1650900761906,2022-04-25T11:32:41.906,1.920,18.293,-10.244,53.963
1650900761916,2022-04-25T11:32:41.916,1.930,18.963,-0.732,49.146
1650900761926,2022-04-25T11:32:41.926,1.940,18.049,8.537,44.512
