epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1650900283755,2022-04-25T11:24:43.755,0.0,-5.471963923390279,-3.872783526141042,19.59294612198408
1650900283765,2022-04-25T11:24:43.765,0.01,-6.015065730224039,-3.8263556453957186,20.402851040453832
1650900283775,2022-04-25T11:24:43.775,0.02,-6.858810764238901,-3.5029788676795643,22.171121426390755
1650900283785,2022-04-25T11:24:43.785,0.03,-8.17139690935904,-2.913875229854458,24.935429225443407
1650900283795,2022-04-25T11:24:43.795,0.04,-9.836411866478826,-2.419141268091353,28.144343362795624
1650900283805,2022-04-25T11:24:43.805,0.05,-11.492115156961692,-2.4653835382003555,31.469919732597546
1650900283815,2022-04-25T11:24:43.815,0.06,-12.820862111801947,-3.2656908774160467,34.917186388536884
1650900283825,2022-04-25T11:24:43.825,0.07,-13.782792164753367,-4.724262075407456,38.515571929329695
1650900283835,2022-04-25T11:24:43.835,0.08,-14.523838087602837,-6.546190229151948,42.280195369622454
1650900283845,2022-04-25T11:24:43.845,0.09,-15.096737621106364,-8.380122579311374,46.26486708858407
1650900283855,2022-04-25T11:24:43.855,0.1,-15.383628157149868,-9.981425639331176,50.42362568262088
1650900283865,2022-04-25T11:24:43.865,0.11,-15.346972438164592,-11.289060824129802,54.515914393570284
1650900283875,2022-04-25T11:24:43.875,0.12,-15.259914477351149,-12.275867523337354,58.18475255016541
1650900283885,2022-04-25T11:24:43.885,0.13,-15.522991221325217,-12.758146446711281,61.01664272659826
1650900283895,2022-04-25T11:24:43.895,0.14,-16.173356093110762,-12.507240147124516,62.56658750129355
1650900283905,2022-04-25T11:24:43.905,0.15,-16.696039171819187,-11.577802065359405,62.485882537779474
1650900283915,2022-04-25T11:24:43.915,0.16,-16.5456129047367,-10.359318609845635,60.685823185843645
1650900283925,2022-04-25T11:24:43.925,0.17,-15.781659159397982,-9.22406410907695,57.41455473336275
1650900283935,2022-04-25T11:24:43.935,0.18,-14.847420525829055,-8.243754621205728,53.24727585827419
1650900283945,2022-04-25T11:24:43.945,0.19,-13.840157742147483,-7.2492666675598,48.901837720402156
1650900283955,2022-04-25T11:24:43.955,0.2,-12.52969799258911,-5.961747108475506,44.83144327090126
1650900283965,2022-04-25T11:24:43.965,0.21,-10.998736399333747,-4.058025185059708,40.96924042444327
1650900283975,2022-04-25T11:24:43.975,0.22,-9.619028803402886,-1.4195704236736926,37.014197022373594
1650900283985,2022-04-25T11:24:43.985,0.23,-8.416592344636122,1.4893637309248122,32.955954371349165
1650900283995,2022-04-25T11:24:43.995,0.24,-7.086524357514044,3.7140814306931595,29.208472340902368
1650900284005,2022-04-25T11:24:44.005,0.25,-5.631306549788835,4.589388693384976,26.25198245292552
1650900284015,2022-04-25T11:24:44.015,0.26,-4.399877441230785,4.375314747163063,24.209892724201804
1650900284025,2022-04-25T11:24:44.025,0.27,-3.512775415500408,3.896982834192574,22.766644719333577
1650900284035,2022-04-25T11:24:44.035,0.28,-2.775341430044109,3.644437814334327,21.492022093404444
1650900284045,2022-04-25T11:24:44.045,0.29,-2.1175032108575564,3.4550987021574073,20.235443897527183
1650900284055,2022-04-25T11:24:44.055,0.3,-1.7024066985744708,2.9729872199240015,19.168548082324612
1650900284065,2022-04-25T11:24:44.065,0.31,-1.673227298566736,2.1358047009794463,18.481444628050767
1650900284075,2022-04-25T11:24:44.075,0.32,-2.023452449901792,1.1805612703045882,18.12279827134689
1650900284085,2022-04-25T11:24:44.085,0.33,-2.585463307524387,0.3259182705646665,17.855258465129527
1650900284095,2022-04-25T11:24:44.095,0.34,-3.1056732353761496,-0.4513216741022117,17.527253375642598
1650900284105,2022-04-25T11:24:44.105,0.35,-3.4838526753962147,-1.2777275937506234,17.199661979299425
1650900284115,2022-04-25T11:24:44.115,0.36,-3.822588311370253,-2.0577316188999877,16.91964438577607
1650900284125,2022-04-25T11:24:44.125,0.37,-4.138469801341513,-2.469842376685226,16.489844801647862
1650900284135,2022-04-25T11:24:44.135,0.38,-4.269995325277241,-2.388534513439725,15.677162716069596
1650900284145,2022-04-25T11:24:44.145,0.39,-4.139503942878153,-2.140032888299549,14.5837310733869
1650900284155,2022-04-25T11:24:44.155,0.4,-3.8405184754365145,-2.18435562317107,13.571385814949391
1650900284165,2022-04-25T11:24:44.165,0.41,-3.4218902820058976,-2.646899138419242,12.833320982254296
1650900284175,2022-04-25T11:24:44.175,0.42,-2.8143152430385094,-3.2666957058668693,12.231915627254466
1650900284185,2022-04-25T11:24:44.185,0.43,-2.028961712897912,-3.704150839034123,11.55706394466613
1650900284195,2022-04-25T11:24:44.195,0.44,-1.2477068729426433,-3.8079202074394285,10.775230574840451
1650900284205,2022-04-25T11:24:44.205,0.45,-0.6106271165998256,-3.6471393741304166,9.974758180947418
1650900284215,2022-04-25T11:24:44.215,0.46,-0.046755221807187816,-3.379246547949156,9.192017246498116
1650900284225,2022-04-25T11:24:44.225,0.47,0.5555930299058087,-3.1372674121152935,8.391864004508783
1650900284235,2022-04-25T11:24:44.235,0.48,1.1343546394507573,-3.049139519602372,7.556952343682307
1650900284245,2022-04-25T11:24:44.245,0.49,1.564918930131839,-3.2569235017180853,6.687983104375162
1650900284255,2022-04-25T11:24:44.255,0.5,1.8747612697642269,-3.7798161886330224,5.739610065531903
1650900284265,2022-04-25T11:24:44.265,0.51,2.164077798731223,-4.402128734776119,4.672462953186968
1650900284275,2022-04-25T11:24:44.275,0.52,2.3769731328323958,-4.8217976019564786,3.582197422948542
1650900284285,2022-04-25T11:24:44.285,0.53,2.3283556501915497,-4.8675075261486125,2.6472712447618267
1650900284295,2022-04-25T11:24:44.295,0.54,1.9480761635072517,-4.494059750843196,1.8977433221125184
1650900284305,2022-04-25T11:24:44.305,0.55,1.3766681470439206,-3.694761535261336,1.1819925416102728
1650900284315,2022-04-25T11:24:44.315,0.56,0.812045420306196,-2.5766550605633993,0.4391678039784395
1650900284325,2022-04-25T11:24:44.325,0.57,0.34263348223250534,-1.449404837876116,-0.15666530121315378
1650900284335,2022-04-25T11:24:44.335,0.58,-0.03926240417836862,-0.6562913883801045,-0.40936122684695764
1650900284345,2022-04-25T11:24:44.345,0.59,-0.3326535451649856,-0.2646770882434498,-0.3078759907244835
1650900284355,2022-04-25T11:24:44.355,0.6,-0.5285829055669228,-0.00533821818631992,0.01623767872689392
1650900284365,2022-04-25T11:24:44.365,0.61,-0.6774431609771145,0.4342264064137459,0.3742428781320338
1650900284375,2022-04-25T11:24:44.375,0.62,-0.8453942941640102,1.1089279865377262,0.5722550665582324
1650900284385,2022-04-25T11:24:44.385,0.63,-1.0091327591284818,1.8285754076535665,0.5535730922866821
1650900284395,2022-04-25T11:24:44.395,0.64,-1.0606469607406717,2.3799591734579515,0.4647960264868876
1650900284405,2022-04-25T11:24:44.405,0.65,-0.9205514047915014,2.6692318131432944,0.46811414577948557
1650900284415,2022-04-25T11:24:44.415,0.66,-0.6515475040674703,2.7135701722384145,0.5841820969461181
1650900284425,2022-04-25T11:24:44.425,0.67,-0.46762451274746203,2.609994664526958,0.7849313859729081
1650900284435,2022-04-25T11:24:44.435,0.68,-0.5778660161101157,2.5345703220644014,1.0649168955563197
1650900284445,2022-04-25T11:24:44.445,0.69,-0.9965790516228423,2.66699308767537,1.3540185504859539
1650900284455,2022-04-25T11:24:44.455,0.7,-1.5443853889872245,2.9991172904462458,1.5388108752370084
1650900284465,2022-04-25T11:24:44.465,0.71,-2.018915819306133,3.242052678887892,1.6065650828233953
1650900284475,2022-04-25T11:24:44.475,0.72,-2.321142446895595,3.0451934561994145,1.605081314793407
1650900284485,2022-04-25T11:24:44.485,0.73,-2.45044027473715,2.340641342154372,1.468974455688531
1650900284495,2022-04-25T11:24:44.495,0.74,-2.417851393204141,1.4141775350196135,1.0434283120915382
1650900284505,2022-04-25T11:24:44.505,0.75,-2.1544445101151304,0.6408891396306066,0.26758908289625
1650900284515,2022-04-25T11:24:44.515,0.76,-1.54629540647863,0.21045132467832106,-0.7645009409403123
1650900284525,2022-04-25T11:24:44.525,0.77,-0.6140404018301997,0.09016970610683361,-1.8746860391860485
1650900284535,2022-04-25T11:24:44.535,0.78,0.41696455380818503,0.15420206791987917,-2.868303769852562
1650900284545,2022-04-25T11:24:44.545,0.79,1.2972261725592575,0.3260788174061727,-3.619816502142335
1650900284555,2022-04-25T11:24:44.555,0.8,1.9289293517216382,0.6699997447866741,-4.165130096197507
1650900284565,2022-04-25T11:24:44.565,0.81,2.322003443024961,1.3153313121985821,-4.632925798597536
1650900284575,2022-04-25T11:24:44.575,0.82,2.474140449592725,2.1884044822168907,-5.029163664297952
1650900284585,2022-04-25T11:24:44.585,0.83,2.3685350101630944,2.9088455184266366,-5.19055927668668
1650900284595,2022-04-25T11:24:44.595,0.84,2.063722743786905,3.1259731929090937,-5.028624408221358
1650900284605,2022-04-25T11:24:44.605,0.85,1.7194705501010867,2.880610933177948,-4.6961187378765885
1650900284615,2022-04-25T11:24:44.615,0.86,1.4748530457695948,2.480085947060773,-4.3826402083612
1650900284625,2022-04-25T11:24:44.625,0.87,1.2960868517749922,2.155388444084692,-4.071680041146735
1650900284635,2022-04-25T11:24:44.635,0.88,1.0098806225074157,2.025255579551061,-3.680830094248405
1650900284645,2022-04-25T11:24:44.645,0.89,0.5389675656419,2.1981031889510163,-3.3124402466972436
1650900284655,2022-04-25T11:24:44.655,0.9,0.04446163344662371,2.632316898603801,-3.1148435254777143
1650900284665,2022-04-25T11:24:44.665,0.91,-0.27612213612987785,3.0419470757184683,-2.9749715366600245
