epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1602949294677,2020-10-17T11:41:34.677,0.0,1.2067875824318008e-07,2.653421539420036e-07,1.7683416100098728e-07
1602949294727,2020-10-17T11:41:34.727,0.05,-2.519039055541455e-07,-7.289790192700874e-07,7.397901306999722e-07
1602949294777,2020-10-17T11:41:34.777,0.1,-2.5317213804475675e-07,-1.0601875306258077e-06,8.672228101239018e-07
1602949294827,2020-10-17T11:41:34.827,0.15,1.1862673584169759e-07,-8.384400871964574e-07,7.69811212856452e-07
1602949294877,2020-10-17T11:41:34.877,0.2,4.848947211474464e-07,-5.600866749541528e-07,8.506951716667407e-07
1602949294927,2020-10-17T11:41:34.927,0.25,5.057512541531367e-07,-4.0285220759622776e-07,1.1645307079401226e-06
1602949294977,2020-10-17T11:41:34.977,0.3,2.57155221385389e-07,-2.3338885569413675e-07,1.4857213740251847e-06
1602949295027,2020-10-17T11:41:35.027,0.35,9.965645464911811e-08,1.1313118877447705e-08,1.506231277852547e-06
1602949295077,2020-10-17T11:41:35.077,0.4,2.2215248863966394e-07,1.5796794035771728e-07,1.154814778592853e-06
1602949295127,2020-10-17T11:41:35.127,0.45,4.538414221852767e-07,-1.7132045225268864e-08,8.536120667023572e-07
1602949295177,2020-10-17T11:41:35.177,0.5,5.715998213350393e-07,-4.162041068400193e-07,9.982768448931917e-07
1602949295227,2020-10-17T11:41:35.227,0.55,5.869374967011636e-07,-6.241935263319664e-07,1.3031540664531149e-06
1602949295277,2020-10-17T11:41:35.277,0.6,5.798608211832342e-07,-4.4941988296851696e-07,1.2770071042003074e-06
1602949295327,2020-10-17T11:41:35.327,0.65,4.953287057206968e-07,-1.8643123719222767e-07,1.0385303811595597e-06
1602949295377,2020-10-17T11:41:35.377,0.7,2.9631524956422307e-07,-1.7340627088889433e-07,9.978881158735063e-07
1602949295427,2020-10-17T11:41:35.427,0.75,1.1827639470187547e-07,-3.670001032439198e-07,1.1574296791129388e-06
1602949295477,2020-10-17T11:41:35.477,0.8,1.0712543725119027e-07,-4.7343024485445323e-07,1.3133980986340716e-06
1602949295527,2020-10-17T11:41:35.527,0.85,2.2206178232577567e-07,-2.977592427782926e-07,1.447943633326545e-06
1602949295577,2020-10-17T11:41:35.577,0.9,3.2682031958840505e-07,4.9845696188786615e-08,1.5095850181445957e-06
1602949295627,2020-10-17T11:41:35.627,0.95,3.68078396283029e-07,2.2136955393311905e-07,1.3912229818898189e-06
1602949295677,2020-10-17T11:41:35.677,1.0,3.085700012191936e-07,7.664208206433058e-08,1.3358179786550118e-06
1602949295727,2020-10-17T11:41:35.727,1.05,6.71554065191599e-08,-1.453164820526299e-08,1.657518840483314e-06
1602949295777,2020-10-17T11:41:35.777,1.1,-2.2620921011959992e-07,2.9321908908085163e-07,2.0150222320650665e-06
1602949295827,2020-10-17T11:41:35.827,1.15,-1.8058160063089113e-07,7.254558801542643e-07,1.7944286567841038e-06
1602949295877,2020-10-17T11:41:35.877,1.2,3.0936626582955466e-07,8.712766296246614e-07,1.1906131187925465e-06
1602949295927,2020-10-17T11:41:35.927,1.25,7.548247131042157e-07,8.562623070259426e-07,1.0443591523351406e-06
1602949295977,2020-10-17T11:41:35.977,1.3,6.613343765815155e-07,9.473481123196599e-07,1.6018806856827687e-06
1602949296027,2020-10-17T11:41:36.027,1.35,1.1177549608520355e-07,9.906380329307757e-07,2.1680329600780485e-06
1602949296077,2020-10-17T11:41:36.077,1.4,-5.215400178030591e-07,7.506082642061727e-07,2.05251148624638e-06
1602949296127,2020-10-17T11:41:36.127,1.45,-1.0154186892270618e-06,3.4439113032346605e-07,1.39496739342734e-06
1602949296177,2020-10-17T11:41:36.177,1.5,-1.197686130165701e-06,8.833463905459547e-08,9.536681324107255e-07
1602949296227,2020-10-17T11:41:36.227,1.55,-9.867669628830653e-07,2.583996637217896e-07,1.2083945021204992e-06
1602949296277,2020-10-17T11:41:36.277,1.6,-7.499753246674788e-07,8.855149479802797e-07,1.7910311086845221e-06
1602949296327,2020-10-17T11:41:36.327,1.65,-9.389462786646549e-07,1.5743272599455058e-06,2.025335380412476e-06
1602949296377,2020-10-17T11:41:36.377,1.7,-1.3365217458559054e-06,1.8655255360108978e-06,1.8740628056424917e-06
1602949296427,2020-10-17T11:41:36.427,1.75,-1.5016626709184745e-06,1.7922695287478636e-06,1.8092019104335211e-06
1602949296477,2020-10-17T11:41:36.477,1.8,-1.6346812702191446e-06,1.7418925274409515e-06,1.944436771412816e-06
1602949296527,2020-10-17T11:41:36.527,1.85,-2.0107135856592188e-06,1.9369834414342325e-06,2.0215044466527175e-06
1602949296577,2020-10-17T11:41:36.577,1.9,-2.256666401343971e-06,2.2880208912760197e-06,2.0477843568970957e-06
1602949296627,2020-10-17T11:41:36.627,1.95,-2.097974579064186e-06,2.5881680393454394e-06,2.2299122828554164e-06
1602949296677,2020-10-17T11:41:36.677,2.0,-1.8647333053332932e-06,2.6673965761482515e-06,2.40580461806491e-06
1602949296727,2020-10-17T11:41:36.727,2.05,-1.7639417415593224e-06,2.415733333193781e-06,2.113097837195208e-06
1602949296777,2020-10-17T11:41:36.777,2.1,-1.6226269262750583e-06,1.8959019601323665e-06,1.2646370756867824e-06
1602949296827,2020-10-17T11:41:36.827,2.15,-1.2543642691687358e-06,1.3255526233039098e-06,4.149481064710611e-07
1602949296877,2020-10-17T11:41:36.877,2.2,-3.9130493145183825e-07,6.29158709211076e-07,1.4839416344544037e-07
1602949296927,2020-10-17T11:41:36.927,2.25,1.1036316222086886e-06,-5.300150086023612e-07,3.3514839651594596e-07
1602949296977,2020-10-17T11:41:36.977,2.3,2.682347425718494e-06,-1.9295432136024842e-06,3.1483371656335923e-07
1602949297027,2020-10-17T11:41:37.027,2.35,3.666471756156123e-06,-2.9372276566225726e-06,-1.9166348904585777e-07
1602949297077,2020-10-17T11:41:37.077,2.4,4.226364986492064e-06,-3.7357937684932274e-06,-7.822912060261663e-07
1602949297127,2020-10-17T11:41:37.127,2.45,4.929054035653713e-06,-5.121487489325423e-06,-1.0623425629990874e-06
1602949297177,2020-10-17T11:41:37.177,2.5,5.728729089938066e-06,-6.957660480212832e-06,-1.1503848958839572e-06
1602949297227,2020-10-17T11:41:37.227,2.55,6.238561020768181e-06,-8.2097646331e-06,-1.3201190658376583e-06
1602949297277,2020-10-17T11:41:37.277,2.6,6.582036618418935e-06,-8.600436422039753e-06,-1.5495887403577488e-06
1602949297327,2020-10-17T11:41:37.327,2.65,7.202921300099461e-06,-8.974987756427909e-06,-1.7026221655411914e-06
1602949297377,2020-10-17T11:41:37.377,2.7,8.044904602002398e-06,-9.953943441097915e-06,-1.878337919953482e-06
1602949297427,2020-10-17T11:41:37.427,2.75,8.557326983853049e-06,-1.1279082886698436e-05,-2.1901352730304114e-06
1602949297477,2020-10-17T11:41:37.477,2.8,8.518727865552702e-06,-1.2482904230738576e-05,-2.418771826186281e-06
1602949297527,2020-10-17T11:41:37.527,2.85,8.352782620815033e-06,-1.3298153757161007e-05,-2.433137828688025e-06
1602949297577,2020-10-17T11:41:37.577,2.9,8.484390082971531e-06,-1.3529761406000061e-05,-2.6493906041620897e-06
