epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1602947747094,2020-10-17T11:15:47.094,0.0,0.5579302026070657,4.619370653033382,0.2913581097426112
1602947747104,2020-10-17T11:15:47.104,0.01,1.2209341404487368,5.371395777500334,0.5477424257634214
1602947747114,2020-10-17T11:15:47.114,0.02,1.7308237111670182,5.76727584722031,0.5283651822472539
1602947747124,2020-10-17T11:15:47.124,0.03,2.1250747320996792,6.15045506578364,0.10703097841284483
1602947747134,2020-10-17T11:15:47.134,0.04,2.4442677284493453,6.8761619377620855,-0.5544686235139881
1602947747144,2020-10-17T11:15:47.144,0.05,2.5871256416525115,7.647453610341779,-1.0312438995711646
1602947747154,2020-10-17T11:15:47.154,0.06,2.46006846104522,8.049570012382162,-0.9755770586198715
1602947747164,2020-10-17T11:15:47.164,0.07,2.068760189786179,8.143004980612588,-0.49402563816924194
1602947747174,2020-10-17T11:15:47.174,0.08,1.4780051012951931,8.220153123929721,-0.03200641356387135
1602947747184,2020-10-17T11:15:47.184,0.09,0.873373933337833,8.423160437112953,0.1024024029065364
1602947747194,2020-10-17T11:15:47.194,0.1,0.5638326382946832,8.808991399959698,-0.14822034683553129
1602947747204,2020-10-17T11:15:47.204,0.11,0.6494659941915213,9.489579826274012,-0.9205389838900186
1602947747214,2020-10-17T11:15:47.214,0.12,0.7293652090421028,10.507933944144657,-2.470109608991719
1602947747224,2020-10-17T11:15:47.224,0.13,0.24968081113771098,11.71183349040238,-4.749235169597479
1602947747234,2020-10-17T11:15:47.234,0.14,-0.8723922697022009,12.858723907581975,-7.294978008643305
1602947747244,2020-10-17T11:15:47.244,0.15,-2.2888284749306105,13.752249705968854,-9.69313680726314
1602947747254,2020-10-17T11:15:47.254,0.16,-3.7619871387625654,14.241335458492756,-11.851824912955498
1602947747264,2020-10-17T11:15:47.264,0.17,-5.231716157958186,14.205380458892325,-13.723751993993933
1602947747274,2020-10-17T11:15:47.274,0.18,-6.490754441321009,13.616887547177322,-15.09180870815484
1602947747284,2020-10-17T11:15:47.284,0.19,-7.296569297752621,12.5910076849535,-15.768451354432827
1602947747294,2020-10-17T11:15:47.294,0.2,-7.733970931648294,11.329120470263327,-15.854847273952476
1602947747304,2020-10-17T11:15:47.304,0.21,-8.054975658365255,9.999828615652266,-15.748678427061181
1602947747314,2020-10-17T11:15:47.314,0.22,-8.24487876969754,8.689523611905006,-15.789936735529817
1602947747324,2020-10-17T11:15:47.324,0.23,-8.122350540356795,7.45343621985073,-15.827134173494278
1602947747334,2020-10-17T11:15:47.334,0.24,-7.801396948199631,6.362473705786738,-15.481905225710776
1602947747344,2020-10-17T11:15:47.344,0.25,-7.692195622123631,5.48624983163708,-14.875321219564333
1602947747354,2020-10-17T11:15:47.354,0.26,-8.015486528375872,4.840162579216479,-14.477690844621499
