epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1636133292380,2021-11-05T13:28:12.380,0.000,99625.922
1636133292516,2021-11-05T13:28:12.516,0.136,99630.164
1636133292652,2021-11-05T13:28:12.652,0.272,99619.430
1636133292787,2021-11-05T13:28:12.787,0.407,99630.922
1636133292923,2021-11-05T13:28:12.923,0.543,99630.344
1636133293058,2021-11-05T13:28:13.058,0.678,99624.797
1636133293194,2021-11-05T13:28:13.194,0.814,99626.141
1636133293330,2021-11-05T13:28:13.330,0.950,99631.688
1636133293465,2021-11-05T13:28:13.465,1.085,99622.297
1636133293601,2021-11-05T13:28:13.601,1.221,99624.984
1636133293738,2021-11-05T13:28:13.738,1.358,99629.000
1636133293872,2021-11-05T13:28:13.872,1.492,99625.563
1636133294009,2021-11-05T13:28:14.009,1.629,99622.875
1636133294143,2021-11-05T13:28:14.143,1.763,99624.984
1636133294280,2021-11-05T13:28:14.280,1.900,99624.984
1636133294416,2021-11-05T13:28:14.416,2.036,99629.000
1636133294551,2021-11-05T13:28:14.551,2.171,99629.586
1636133294687,2021-11-05T13:28:14.687,2.307,99626.906
1636133294823,2021-11-05T13:28:14.823,2.443,99628.242
1636133294958,2021-11-05T13:28:14.958,2.578,99626.141
1636133295094,2021-11-05T13:28:15.094,2.714,99624.219
1636133295230,2021-11-05T13:28:15.230,2.850,99630.344
1636133295365,2021-11-05T13:28:15.365,2.985,99630.164
1636133295501,2021-11-05T13:28:15.501,3.121,99627.477
1636133295636,2021-11-05T13:28:15.636,3.256,99627.477
1636133295772,2021-11-05T13:28:15.772,3.392,99629.945
1636133295909,2021-11-05T13:28:15.909,3.529,99632.266
1636133296043,2021-11-05T13:28:16.043,3.663,99628.820
1636133296180,2021-11-05T13:28:16.180,3.800,99625.781
1636133296316,2021-11-05T13:28:16.316,3.936,99629.000
1636133296450,2021-11-05T13:28:16.450,4.070,99626.906
1636133296587,2021-11-05T13:28:16.587,4.207,99626.141
1636133296723,2021-11-05T13:28:16.723,4.343,99626.328
1636133296858,2021-11-05T13:28:16.858,4.478,99627.672
1636133296994,2021-11-05T13:28:16.994,4.614,99625.563
1636133297129,2021-11-05T13:28:17.129,4.749,99629.586
1636133297265,2021-11-05T13:28:17.265,4.885,99626.328
1636133297401,2021-11-05T13:28:17.401,5.021,99625.563
1636133297536,2021-11-05T13:28:17.536,5.156,99626.328
1636133297672,2021-11-05T13:28:17.672,5.292,99629.000
1636133297808,2021-11-05T13:28:17.808,5.428,99624.984
1636133297943,2021-11-05T13:28:17.943,5.563,99629.000
1636133298079,2021-11-05T13:28:18.079,5.699,99624.984
1636133298216,2021-11-05T13:28:18.216,5.836,99623.453
1636133298350,2021-11-05T13:28:18.350,5.970,99624.219
1636133298487,2021-11-05T13:28:18.487,6.107,99622.117
1636133298621,2021-11-05T13:28:18.621,6.241,99624.797
1636133298758,2021-11-05T13:28:18.758,6.378,99626.328
1636133298894,2021-11-05T13:28:18.894,6.514,99621.539
1636133299029,2021-11-05T13:28:19.029,6.649,99620.773
1636133299165,2021-11-05T13:28:19.165,6.785,99618.859
1636133299301,2021-11-05T13:28:19.301,6.921,99624.000
1636133299436,2021-11-05T13:28:19.436,7.056,99625.563
1636133299572,2021-11-05T13:28:19.572,7.192,99622.117
1636133299708,2021-11-05T13:28:19.708,7.328,99628.820
1636133299843,2021-11-05T13:28:19.843,7.463,99626.328
1636133299979,2021-11-05T13:28:19.979,7.599,99625.563
1636133300114,2021-11-05T13:28:20.114,7.734,99624.797
1636133300250,2021-11-05T13:28:20.250,7.870,99622.875
1636133300387,2021-11-05T13:28:20.387,8.007,99623.242
1636133300521,2021-11-05T13:28:20.521,8.141,99623.641
1636133300658,2021-11-05T13:28:20.658,8.278,99626.328
1636133300794,2021-11-05T13:28:20.794,8.414,99623.641
1636133300929,2021-11-05T13:28:20.929,8.549,99624.797
1636133301065,2021-11-05T13:28:21.065,8.685,99622.117
1636133301201,2021-11-05T13:28:21.201,8.821,99622.297
1636133301336,2021-11-05T13:28:21.336,8.956,99626.906
1636133301472,2021-11-05T13:28:21.472,9.092,99623.453
1636133301607,2021-11-05T13:28:21.607,9.227,99622.875
1636133301743,2021-11-05T13:28:21.743,9.363,99624.984
1636133301879,2021-11-05T13:28:21.879,9.499,99624.219
1636133302014,2021-11-05T13:28:22.014,9.634,99620.953
1636133302150,2021-11-05T13:28:22.150,9.770,99623.453
1636133302286,2021-11-05T13:28:22.286,9.906,99629.000
1636133302421,2021-11-05T13:28:22.421,10.041,99620.773
1636133302557,2021-11-05T13:28:22.557,10.177,99623.641
1636133302694,2021-11-05T13:28:22.694,10.314,99626.141
1636133302828,2021-11-05T13:28:22.828,10.448,99624.219
1636133302965,2021-11-05T13:28:22.965,10.585,99624.219
1636133303101,2021-11-05T13:28:23.101,10.721,99624.984
1636133303236,2021-11-05T13:28:23.236,10.856,99627.672
1636133303372,2021-11-05T13:28:23.372,10.992,99626.141
1636133303507,2021-11-05T13:28:23.507,11.127,99623.453
1636133303643,2021-11-05T13:28:23.643,11.263,99624.438
1636133303779,2021-11-05T13:28:23.779,11.399,99623.641
