epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1646068836248,2022-02-28T12:20:36.248,0.000,-0.366,-0.968,-0.005
1646068836258,2022-02-28T12:20:36.258,0.010,-0.371,-0.973,-0.010
1646068836268,2022-02-28T12:20:36.268,0.020,-0.368,-0.977,-0.008
1646068836278,2022-02-28T12:20:36.278,0.030,-0.357,-0.987,-0.008
1646068836288,2022-02-28T12:20:36.288,0.040,-0.355,-0.990,-0.009
1646068836298,2022-02-28T12:20:36.298,0.050,-0.352,-0.991,-0.009
1646068836308,2022-02-28T12:20:36.308,0.060,-0.352,-0.988,-0.008
1646068836318,2022-02-28T12:20:36.318,0.070,-0.352,-0.982,-0.009
1646068836328,2022-02-28T12:20:36.328,0.080,-0.352,-0.973,-0.015
1646068836338,2022-02-28T12:20:36.338,0.090,-0.350,-0.978,-0.018
1646068836348,2022-02-28T12:20:36.348,0.100,-0.354,-0.982,-0.015
1646068836358,2022-02-28T12:20:36.358,0.110,-0.354,-0.978,-0.016
1646068836368,2022-02-28T12:20:36.368,0.120,-0.355,-0.973,-0.024
1646068836378,2022-02-28T12:20:36.378,0.130,-0.355,-0.979,-0.020
1646068836388,2022-02-28T12:20:36.388,0.140,-0.351,-0.982,-0.014
1646068836398,2022-02-28T12:20:36.398,0.150,-0.348,-0.985,-0.011
1646068836408,2022-02-28T12:20:36.408,0.160,-0.346,-0.987,-0.014
1646068836418,2022-02-28T12:20:36.418,0.170,-0.342,-0.995,-0.015
1646068836428,2022-02-28T12:20:36.428,0.180,-0.335,-1.005,-0.017
1646068836438,2022-02-28T12:20:36.438,0.190,-0.331,-1.019,-0.012
1646068836448,2022-02-28T12:20:36.448,0.200,-0.326,-1.020,-0.010
1646068836458,2022-02-28T12:20:36.458,0.210,-0.323,-1.008,-0.011
1646068836468,2022-02-28T12:20:36.468,0.220,-0.321,-0.996,-0.017
1646068836478,2022-02-28T12:20:36.478,0.230,-0.319,-0.990,-0.021
1646068836488,2022-02-28T12:20:36.488,0.240,-0.314,-0.992,-0.017
1646068836498,2022-02-28T12:20:36.498,0.250,-0.315,-0.988,-0.018
1646068836508,2022-02-28T12:20:36.508,0.260,-0.313,-0.975,-0.023
1646068836518,2022-02-28T12:20:36.518,0.270,-0.308,-0.968,-0.020
1646068836528,2022-02-28T12:20:36.528,0.280,-0.305,-0.970,-0.016
1646068836538,2022-02-28T12:20:36.538,0.290,-0.302,-0.972,-0.018
1646068836548,2022-02-28T12:20:36.548,0.300,-0.297,-0.971,-0.020
1646068836558,2022-02-28T12:20:36.558,0.310,-0.293,-0.970,-0.022
1646068836568,2022-02-28T12:20:36.568,0.320,-0.291,-0.970,-0.018
1646068836578,2022-02-28T12:20:36.578,0.330,-0.291,-0.972,-0.022
1646068836588,2022-02-28T12:20:36.588,0.340,-0.289,-0.970,-0.021
1646068836598,2022-02-28T12:20:36.598,0.350,-0.287,-0.969,-0.019
1646068836608,2022-02-28T12:20:36.608,0.360,-0.285,-0.966,-0.015
1646068836618,2022-02-28T12:20:36.618,0.370,-0.284,-0.958,-0.016
1646068836628,2022-02-28T12:20:36.628,0.380,-0.292,-0.954,-0.019
1646068836638,2022-02-28T12:20:36.638,0.390,-0.297,-0.952,-0.022
1646068836648,2022-02-28T12:20:36.648,0.400,-0.306,-0.949,-0.020
1646068836658,2022-02-28T12:20:36.658,0.410,-0.314,-0.947,-0.026
1646068836668,2022-02-28T12:20:36.668,0.420,-0.333,-0.946,-0.029
1646068836678,2022-02-28T12:20:36.678,0.430,-0.345,-0.948,-0.032
1646068836688,2022-02-28T12:20:36.688,0.440,-0.355,-0.949,-0.041
1646068836698,2022-02-28T12:20:36.698,0.450,-0.368,-0.956,-0.040
1646068836708,2022-02-28T12:20:36.708,0.460,-0.380,-0.961,-0.038
1646068836718,2022-02-28T12:20:36.718,0.470,-0.391,-0.959,-0.041
1646068836728,2022-02-28T12:20:36.728,0.480,-0.398,-0.962,-0.043
1646068836738,2022-02-28T12:20:36.738,0.490,-0.402,-0.969,-0.036
1646068836748,2022-02-28T12:20:36.748,0.500,-0.411,-0.972,-0.033
1646068836758,2022-02-28T12:20:36.758,0.510,-0.414,-0.959,-0.032
1646068836768,2022-02-28T12:20:36.768,0.520,-0.417,-0.943,-0.033
1646068836778,2022-02-28T12:20:36.778,0.530,-0.419,-0.944,-0.032
1646068836788,2022-02-28T12:20:36.788,0.540,-0.420,-0.950,-0.024
1646068836798,2022-02-28T12:20:36.798,0.550,-0.421,-0.941,-0.021
1646068836808,2022-02-28T12:20:36.808,0.560,-0.421,-0.933,-0.029
1646068836818,2022-02-28T12:20:36.818,0.570,-0.414,-0.953,-0.034
1646068836828,2022-02-28T12:20:36.828,0.580,-0.405,-1.010,-0.028
1646068836838,2022-02-28T12:20:36.838,0.590,-0.401,-1.063,-0.023
1646068836848,2022-02-28T12:20:36.848,0.600,-0.396,-1.076,-0.025
1646068836858,2022-02-28T12:20:36.858,0.610,-0.405,-1.055,-0.031
1646068836868,2022-02-28T12:20:36.868,0.620,-0.408,-1.019,-0.043
