epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1636731571854,2021-11-12T10:39:31.854,0.000,97964.891
1636731571990,2021-11-12T10:39:31.990,0.136,97964.492
1636731572127,2021-11-12T10:39:32.127,0.273,97960.875
1636731572261,2021-11-12T10:39:32.261,0.407,97961.813
1636731572398,2021-11-12T10:39:32.398,0.544,97957.797
1636731572532,2021-11-12T10:39:32.532,0.678,97960.477
1636731572669,2021-11-12T10:39:32.669,0.815,97958.547
1636731572805,2021-11-12T10:39:32.805,0.951,97962.563
1636731572940,2021-11-12T10:39:32.940,1.086,97961.234
1636731573076,2021-11-12T10:39:33.076,1.222,97953.031
1636731573212,2021-11-12T10:39:33.212,1.358,97965.250
1636731573347,2021-11-12T10:39:33.347,1.493,97960.477
1636731573483,2021-11-12T10:39:33.483,1.629,97957.992
1636731573618,2021-11-12T10:39:33.618,1.764,97955.125
1636731573754,2021-11-12T10:39:33.754,1.900,97957.211
1636731573890,2021-11-12T10:39:33.890,2.036,97955.875
1636731574025,2021-11-12T10:39:34.025,2.171,97958.547
1636731574161,2021-11-12T10:39:34.161,2.307,97958.547
1636731574298,2021-11-12T10:39:34.298,2.444,97960.672
1636731574432,2021-11-12T10:39:34.432,2.578,97954.375
1636731574569,2021-11-12T10:39:34.569,2.715,97958.547
1636731574705,2021-11-12T10:39:34.705,2.851,97962.766
1636731574840,2021-11-12T10:39:34.840,2.986,97960.672
1636731574976,2021-11-12T10:39:34.976,3.122,97959.891
1636731575111,2021-11-12T10:39:35.111,3.257,97961.422
1636731575247,2021-11-12T10:39:35.247,3.393,97957.211
1636731575383,2021-11-12T10:39:35.383,3.529,97956.656
1636731575519,2021-11-12T10:39:35.519,3.665,97958.938
1636731575654,2021-11-12T10:39:35.654,3.800,97958.750
1636731575790,2021-11-12T10:39:35.790,3.936,97957.406
1636731575925,2021-11-12T10:39:35.925,4.071,97956.820
1636731576061,2021-11-12T10:39:36.061,4.207,97956.656
1636731576197,2021-11-12T10:39:36.197,4.343,97952.805
1636731576332,2021-11-12T10:39:36.332,4.478,97952.047
1636731576468,2021-11-12T10:39:36.468,4.614,97956.063
1636731576605,2021-11-12T10:39:36.605,4.751,97958.156
