epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1635520223883,2021-10-29T11:10:23.883,0.000,96589.250
1635520224019,2021-10-29T11:10:24.019,0.136,96580.063
1635520224155,2021-10-29T11:10:24.155,0.272,96587.344
1635520224290,2021-10-29T11:10:24.290,0.407,96592.094
1635520224426,2021-10-29T11:10:24.426,0.543,96593.430
1635520224561,2021-10-29T11:10:24.561,0.678,96586.000
1635520224697,2021-10-29T11:10:24.697,0.814,96589.664
1635520224833,2021-10-29T11:10:24.833,0.950,96589.250
1635520224968,2021-10-29T11:10:24.968,1.085,96589.422
1635520225104,2021-10-29T11:10:25.104,1.221,96590.758
1635520225241,2021-10-29T11:10:25.241,1.358,96579.492
1635520225375,2021-10-29T11:10:25.375,1.492,96592.094
1635520225512,2021-10-29T11:10:25.512,1.629,96588.086
1635520225648,2021-10-29T11:10:25.648,1.765,96586.430
1635520225783,2021-10-29T11:10:25.783,1.900,96591.359
1635520225919,2021-10-29T11:10:25.919,2.036,96587.594
1635520226054,2021-10-29T11:10:26.054,2.171,96585.828
1635520226190,2021-10-29T11:10:26.190,2.307,96592.836
1635520226326,2021-10-29T11:10:26.326,2.443,96595.688
1635520226461,2021-10-29T11:10:26.461,2.578,96582.484
1635520226597,2021-10-29T11:10:26.597,2.714,96588.828
1635520226733,2021-10-29T11:10:26.733,2.850,96590.758
1635520226868,2021-10-29T11:10:26.868,2.985,96586.000
1635520227004,2021-10-29T11:10:27.004,3.121,96594.172
1635520227139,2021-10-29T11:10:27.139,3.256,96588.328
1635520227275,2021-10-29T11:10:27.275,3.392,96592.266
1635520227411,2021-10-29T11:10:27.411,3.528,96586.922
1635520227546,2021-10-29T11:10:27.546,3.663,96593.750
1635520227682,2021-10-29T11:10:27.682,3.799,96582.063
1635520227819,2021-10-29T11:10:27.819,3.936,96593.430
1635520227953,2021-10-29T11:10:27.953,4.070,96586.750
1635520228090,2021-10-29T11:10:28.090,4.207,96588.258
1635520228226,2021-10-29T11:10:28.226,4.343,96587.484
1635520228361,2021-10-29T11:10:28.361,4.478,96586.578
1635520228497,2021-10-29T11:10:28.497,4.614,96590.336
1635520228632,2021-10-29T11:10:28.632,4.749,96589.000
1635520228768,2021-10-29T11:10:28.768,4.885,96588.406
1635520228904,2021-10-29T11:10:28.904,5.021,96588.258
1635520229039,2021-10-29T11:10:29.039,5.156,96587.063
1635520229175,2021-10-29T11:10:29.175,5.292,96586.000
1635520229311,2021-10-29T11:10:29.311,5.428,96589.594
1635520229446,2021-10-29T11:10:29.446,5.563,96590.508
1635520229582,2021-10-29T11:10:29.582,5.699,96592.094
1635520229719,2021-10-29T11:10:29.719,5.836,96590.336
1635520229853,2021-10-29T11:10:29.853,5.970,96589.734
1635520229990,2021-10-29T11:10:29.990,6.107,96590.758
1635520230124,2021-10-29T11:10:30.124,6.241,96584.078
1635520230261,2021-10-29T11:10:30.261,6.378,96594.344
1635520230397,2021-10-29T11:10:30.397,6.514,96585.234
1635520230532,2021-10-29T11:10:30.532,6.649,96590.336
1635520230668,2021-10-29T11:10:30.668,6.785,96579.891
1635520230804,2021-10-29T11:10:30.804,6.921,96587.063
1635520230939,2021-10-29T11:10:30.939,7.056,96587.063
1635520231075,2021-10-29T11:10:31.075,7.192,96592.414
1635520231211,2021-10-29T11:10:31.211,7.328,96576.375
1635520231346,2021-10-29T11:10:31.346,7.463,96587.906
1635520231482,2021-10-29T11:10:31.482,7.599,96588.258
