epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635520223887,2021-10-29T11:10:23.887,0.000,-1.951,1.402,-4.451
1635520223897,2021-10-29T11:10:23.897,0.010,-1.890,1.707,-4.512
1635520223907,2021-10-29T11:10:23.907,0.020,-1.707,1.585,-4.634
1635520223917,2021-10-29T11:10:23.917,0.030,-1.585,2.683,-5.183
1635520223927,2021-10-29T11:10:23.927,0.040,-1.463,3.598,-5.793
1635520223937,2021-10-29T11:10:23.937,0.050,-1.524,3.171,-5.671
1635520223947,2021-10-29T11:10:23.947,0.060,-1.707,2.317,-5.305
1635520223957,2021-10-29T11:10:23.957,0.070,-1.829,2.622,-5.549
1635520223967,2021-10-29T11:10:23.967,0.080,-1.768,2.744,-5.854
1635520223977,2021-10-29T11:10:23.977,0.090,-1.768,1.098,-5.671
1635520223987,2021-10-29T11:10:23.987,0.100,-1.768,-0.732,-5.244
1635520223997,2021-10-29T11:10:23.997,0.110,-1.829,-0.732,-5.061
1635520224007,2021-10-29T11:10:24.007,0.120,-1.890,0.305,-5.122
1635520224017,2021-10-29T11:10:24.017,0.130,-1.829,0.427,-4.878
1635520224027,2021-10-29T11:10:24.027,0.140,-1.768,0.122,-4.512
1635520224037,2021-10-29T11:10:24.037,0.150,-1.707,0.244,-4.390
1635520224047,2021-10-29T11:10:24.047,0.160,-1.280,0.549,-4.451
1635520224057,2021-10-29T11:10:24.057,0.170,-0.976,0.183,-4.451
1635520224067,2021-10-29T11:10:24.067,0.180,-0.366,-0.671,-4.634
1635520224077,2021-10-29T11:10:24.077,0.190,0.061,-0.671,-5.183
1635520224087,2021-10-29T11:10:24.087,0.200,0.732,-0.427,-5.732
1635520224097,2021-10-29T11:10:24.097,0.210,1.159,-0.671,-6.098
1635520224107,2021-10-29T11:10:24.107,0.220,1.341,-1.220,-6.220
1635520224117,2021-10-29T11:10:24.117,0.230,1.463,-1.402,-6.280
1635520224127,2021-10-29T11:10:24.127,0.240,1.707,-1.463,-6.402
1635520224137,2021-10-29T11:10:24.137,0.250,1.707,-1.220,-6.707
1635520224147,2021-10-29T11:10:24.147,0.260,1.890,-1.037,-6.768
1635520224157,2021-10-29T11:10:24.157,0.270,1.951,-1.220,-6.829
1635520224167,2021-10-29T11:10:24.167,0.280,1.951,-1.220,-6.951
1635520224177,2021-10-29T11:10:24.177,0.290,1.829,-0.793,-7.256
1635520224187,2021-10-29T11:10:24.187,0.300,1.707,-0.122,-7.439
1635520224197,2021-10-29T11:10:24.197,0.310,1.707,-0.061,-7.439
1635520224207,2021-10-29T11:10:24.207,0.320,1.463,-0.122,-7.439
1635520224217,2021-10-29T11:10:24.217,0.330,1.585,0.000,-7.561
1635520224227,2021-10-29T11:10:24.227,0.340,1.646,-0.732,-7.622
1635520224237,2021-10-29T11:10:24.237,0.350,1.585,-1.524,-7.256
1635520224247,2021-10-29T11:10:24.247,0.360,1.646,-1.098,-7.073
1635520224257,2021-10-29T11:10:24.257,0.370,1.585,-0.366,-6.768
1635520224267,2021-10-29T11:10:24.267,0.380,1.524,-0.183,-6.280
1635520224277,2021-10-29T11:10:24.277,0.390,1.402,0.061,-5.427
1635520224287,2021-10-29T11:10:24.287,0.400,1.220,0.671,-4.817
1635520224297,2021-10-29T11:10:24.297,0.410,1.037,1.159,-4.329
1635520224307,2021-10-29T11:10:24.307,0.420,0.732,0.976,-3.537
1635520224317,2021-10-29T11:10:24.317,0.430,0.366,0.732,-2.744
1635520224327,2021-10-29T11:10:24.327,0.440,0.000,0.732,-2.256
1635520224337,2021-10-29T11:10:24.337,0.450,-0.427,0.488,-1.768
1635520224347,2021-10-29T11:10:24.347,0.460,-0.793,0.427,-1.402
1635520224357,2021-10-29T11:10:24.357,0.470,-1.037,0.427,-1.159
1635520224367,2021-10-29T11:10:24.367,0.480,-1.402,0.549,-0.976
1635520224377,2021-10-29T11:10:24.377,0.490,-1.646,0.488,-0.732
1635520224387,2021-10-29T11:10:24.387,0.500,-1.646,0.671,-0.488
1635520224397,2021-10-29T11:10:24.397,0.510,-1.646,0.732,-0.122
1635520224407,2021-10-29T11:10:24.407,0.520,-1.463,0.488,0.305
1635520224417,2021-10-29T11:10:24.417,0.530,-1.220,0.183,0.610
1635520224427,2021-10-29T11:10:24.427,0.540,-1.037,0.000,0.854
1635520224437,2021-10-29T11:10:24.437,0.550,-0.671,-0.366,0.915
1635520224447,2021-10-29T11:10:24.447,0.560,-0.366,-0.488,0.976
1635520224457,2021-10-29T11:10:24.457,0.570,-0.061,-0.549,0.488
1635520224467,2021-10-29T11:10:24.467,0.580,0.305,-0.305,-0.061
1635520224477,2021-10-29T11:10:24.477,0.590,0.488,0.061,-0.549
1635520224487,2021-10-29T11:10:24.487,0.600,0.549,-0.366,-0.915
1635520224497,2021-10-29T11:10:24.497,0.610,0.671,-0.549,-0.915
1635520224507,2021-10-29T11:10:24.507,0.620,0.610,-0.488,-1.037
1635520224517,2021-10-29T11:10:24.517,0.630,0.793,-0.610,-0.976
1635520224527,2021-10-29T11:10:24.527,0.640,0.732,-0.854,-0.976
1635520224537,2021-10-29T11:10:24.537,0.650,0.732,-0.915,-0.793
1635520224547,2021-10-29T11:10:24.547,0.660,0.915,-0.976,-0.671
1635520224557,2021-10-29T11:10:24.557,0.670,0.915,-0.976,-0.488
1635520224567,2021-10-29T11:10:24.567,0.680,0.915,-0.549,-0.366
1635520224577,2021-10-29T11:10:24.577,0.690,0.915,-0.122,-0.488
1635520224587,2021-10-29T11:10:24.587,0.700,0.915,-0.061,-0.610
1635520224597,2021-10-29T11:10:24.597,0.710,0.732,-0.366,-0.488
1635520224607,2021-10-29T11:10:24.607,0.720,0.671,-0.366,-0.305
1635520224617,2021-10-29T11:10:24.617,0.730,0.610,-0.061,-0.122
1635520224627,2021-10-29T11:10:24.627,0.740,0.305,0.000,-0.122
1635520224637,2021-10-29T11:10:24.637,0.750,0.122,0.122,-0.122
1635520224647,2021-10-29T11:10:24.647,0.760,0.061,0.610,-0.183
1635520224657,2021-10-29T11:10:24.657,0.770,-0.122,0.671,-0.061
1635520224667,2021-10-29T11:10:24.667,0.780,-0.244,-0.122,0.427
1635520224677,2021-10-29T11:10:24.677,0.790,-0.244,-0.427,0.793
1635520224687,2021-10-29T11:10:24.687,0.800,-0.183,0.732,0.976
1635520224697,2021-10-29T11:10:24.697,0.810,-0.244,1.890,1.220
1635520224707,2021-10-29T11:10:24.707,0.820,-0.366,1.524,1.707
1635520224717,2021-10-29T11:10:24.717,0.830,-0.488,0.610,2.195
1635520224727,2021-10-29T11:10:24.727,0.840,-0.732,0.732,2.134
1635520224737,2021-10-29T11:10:24.737,0.850,-0.854,0.854,1.707
1635520224747,2021-10-29T11:10:24.747,0.860,-1.037,-0.671,1.585
1635520224757,2021-10-29T11:10:24.757,0.870,-1.280,-1.951,1.768
1635520224767,2021-10-29T11:10:24.767,0.880,-1.585,-1.220,1.585
1635520224777,2021-10-29T11:10:24.777,0.890,-1.829,0.183,1.280
1635520224787,2021-10-29T11:10:24.787,0.900,-1.890,0.610,1.280
1635520224797,2021-10-29T11:10:24.797,0.910,-1.890,0.244,1.280
1635520224807,2021-10-29T11:10:24.807,0.920,-1.890,0.488,1.159
1635520224817,2021-10-29T11:10:24.817,0.930,-1.585,1.220,1.159
1635520224827,2021-10-29T11:10:24.827,0.940,-1.280,0.671,1.524
