epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1651506509772,2022-05-02T11:48:29.772,0.000,98580.438
1651506509908,2022-05-02T11:48:29.908,0.136,98581.219
1651506510044,2022-05-02T11:48:30.044,0.272,98572.398
1651506510179,2022-05-02T11:48:30.179,0.407,98578.547
1651506510315,2022-05-02T11:48:30.315,0.543,98580.641
1651506510451,2022-05-02T11:48:30.451,0.679,98579.297
1651506510586,2022-05-02T11:48:30.586,0.814,98579.297
1651506510722,2022-05-02T11:48:30.722,0.950,98579.094
1651506510857,2022-05-02T11:48:30.857,1.085,98579.500
1651506510993,2022-05-02T11:48:30.993,1.221,98576.414
1651506511130,2022-05-02T11:48:31.130,1.358,98577.383
1651506511266,2022-05-02T11:48:31.266,1.494,98578.156
1651506511401,2022-05-02T11:48:31.401,1.629,98581.219
1651506511537,2022-05-02T11:48:31.537,1.765,98578.156
1651506511672,2022-05-02T11:48:31.672,1.900,98582.180
1651506511808,2022-05-02T11:48:31.808,2.036,98581.984
1651506511944,2022-05-02T11:48:31.944,2.172,98575.484
1651506512079,2022-05-02T11:48:32.079,2.307,98580.641
1651506512215,2022-05-02T11:48:32.215,2.443,98584.281
1651506512351,2022-05-02T11:48:32.351,2.579,98581.984
1651506512486,2022-05-02T11:48:32.486,2.714,98586.203
1651506512622,2022-05-02T11:48:32.622,2.850,98579.500
1651506512757,2022-05-02T11:48:32.757,2.985,98576.828
1651506512893,2022-05-02T11:48:32.893,3.121,98580.641
1651506513029,2022-05-02T11:48:33.029,3.257,98579.297
1651506513164,2022-05-02T11:48:33.164,3.392,98577.961
1651506513300,2022-05-02T11:48:33.300,3.528,98576.234
1651506513437,2022-05-02T11:48:33.437,3.665,98583.688
1651506513571,2022-05-02T11:48:33.571,3.799,98576.617
1651506513708,2022-05-02T11:48:33.708,3.936,98576.828
1651506513844,2022-05-02T11:48:33.844,4.072,98576.828
1651506513979,2022-05-02T11:48:33.979,4.207,98575.656
1651506514115,2022-05-02T11:48:34.115,4.343,98582.938
1651506514251,2022-05-02T11:48:34.251,4.479,98581.016
1651506514386,2022-05-02T11:48:34.386,4.614,98579.500
1651506514522,2022-05-02T11:48:34.522,4.750,98582.734
1651506514657,2022-05-02T11:48:34.657,4.885,98582.359
1651506514793,2022-05-02T11:48:34.793,5.021,98584.078
1651506514929,2022-05-02T11:48:34.929,5.157,98585.031
1651506515064,2022-05-02T11:48:35.064,5.292,98583.516
1651506515200,2022-05-02T11:48:35.200,5.428,98593.070
1651506515337,2022-05-02T11:48:35.337,5.565,98575.453
1651506515471,2022-05-02T11:48:35.471,5.699,98585.617
1651506515608,2022-05-02T11:48:35.608,5.836,98582.359
1651506515744,2022-05-02T11:48:35.744,5.972,98578.914
1651506515879,2022-05-02T11:48:35.879,6.107,98581.016
