epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1639504451021,2021-12-14T12:54:11.021,0.000,0.000053000,0.000135187,0.000085375
1639504451071,2021-12-14T12:54:11.071,0.050,0.000051937,0.000123562,0.000087625
1639504451121,2021-12-14T12:54:11.121,0.100,0.000056250,0.000134812,0.000086125
1639504451171,2021-12-14T12:54:11.171,0.150,0.000053750,0.000132250,0.000086875
1639504451221,2021-12-14T12:54:11.221,0.200,0.000054812,0.000135938,0.000086875
1639504451271,2021-12-14T12:54:11.271,0.250,0.000054125,0.000136250,0.000087313
1639504451321,2021-12-14T12:54:11.321,0.300,0.000054812,0.000135187,0.000087687
1639504451371,2021-12-14T12:54:11.371,0.350,0.000054812,0.000132625,0.000086188
1639504451421,2021-12-14T12:54:11.421,0.400,0.000051937,0.000122813,0.000087687
1639504451471,2021-12-14T12:54:11.471,0.450,0.000053750,0.000135938,0.000086937
1639504451521,2021-12-14T12:54:11.521,0.500,0.000054125,0.000135938,0.000086500
1639504451571,2021-12-14T12:54:11.571,0.550,0.000052313,0.000133750,0.000088437
1639504451621,2021-12-14T12:54:11.621,0.600,0.000054125,0.000133750,0.000087313
1639504451671,2021-12-14T12:54:11.671,0.650,0.000052313,0.000135187,0.000088063
1639504451721,2021-12-14T12:54:11.721,0.700,0.000052625,0.000135938,0.000086188
1639504451771,2021-12-14T12:54:11.771,0.750,0.000051937,0.000130813,0.000088437
1639504451821,2021-12-14T12:54:11.821,0.800,0.000053750,0.000134812,0.000087687
1639504451871,2021-12-14T12:54:11.871,0.850,0.000053750,0.000135938,0.000087313
1639504451921,2021-12-14T12:54:11.921,0.900,0.000050500,0.000135938,0.000088500
1639504451971,2021-12-14T12:54:11.971,0.950,0.000052625,0.000135938,0.000087313
1639504452021,2021-12-14T12:54:12.021,1.000,0.000051937,0.000136313,0.000088063
1639504452071,2021-12-14T12:54:12.071,1.050,0.000052313,0.000135562,0.000086937
1639504452121,2021-12-14T12:54:12.121,1.100,0.000053000,0.000136625,0.000088437
1639504452171,2021-12-14T12:54:12.171,1.150,0.000051562,0.000134125,0.000086188
1639504452221,2021-12-14T12:54:12.221,1.200,0.000051562,0.000134812,0.000086562
1639504452271,2021-12-14T12:54:12.271,1.250,0.000050500,0.000135562,0.000086937
1639504452321,2021-12-14T12:54:12.321,1.300,0.000053375,0.000136313,0.000086937
1639504452371,2021-12-14T12:54:12.371,1.350,0.000053000,0.000134812,0.000086562
1639504452421,2021-12-14T12:54:12.421,1.400,0.000052313,0.000135938,0.000085063
1639504452471,2021-12-14T12:54:12.471,1.450,0.000052313,0.000134125,0.000084687
1639504452521,2021-12-14T12:54:12.521,1.500,0.000051562,0.000135562,0.000085063
1639504452571,2021-12-14T12:54:12.571,1.550,0.000053000,0.000133750,0.000084687
1639504452621,2021-12-14T12:54:12.621,1.600,0.000054500,0.000136313,0.000085438
1639504452671,2021-12-14T12:54:12.671,1.650,0.000055563,0.000133000,0.000084687
1639504452721,2021-12-14T12:54:12.721,1.700,0.000053000,0.000134812,0.000086250
1639504452771,2021-12-14T12:54:12.771,1.750,0.000053375,0.000134438,0.000084687
1639504452821,2021-12-14T12:54:12.821,1.800,0.000051937,0.000135938,0.000086562
1639504452871,2021-12-14T12:54:12.871,1.850,0.000053750,0.000134125,0.000085063
1639504452921,2021-12-14T12:54:12.921,1.900,0.000055187,0.000130125,0.000085812
1639504452971,2021-12-14T12:54:12.971,1.950,0.000054812,0.000134812,0.000085875
1639504453021,2021-12-14T12:54:13.021,2.000,0.000052625,0.000134812,0.000086188
1639504453071,2021-12-14T12:54:13.071,2.050,0.000055563,0.000135562,0.000086562
1639504453121,2021-12-14T12:54:13.121,2.100,0.000053000,0.000134438,0.000085812
1639504453171,2021-12-14T12:54:13.171,2.150,0.000053750,0.000135938,0.000086937
1639504453221,2021-12-14T12:54:13.221,2.200,0.000052625,0.000133375,0.000085812
1639504453271,2021-12-14T12:54:13.271,2.250,0.000054812,0.000123188,0.000086188
1639504453321,2021-12-14T12:54:13.321,2.300,0.000054125,0.000134812,0.000085812
1639504453371,2021-12-14T12:54:13.371,2.350,0.000053750,0.000134812,0.000084687
1639504453421,2021-12-14T12:54:13.421,2.400,0.000053750,0.000135562,0.000086562
1639504453471,2021-12-14T12:54:13.471,2.450,0.000053000,0.000134812,0.000085063
1639504453521,2021-12-14T12:54:13.521,2.500,0.000054500,0.000134812,0.000086188
1639504453571,2021-12-14T12:54:13.571,2.550,0.000053000,0.000133750,0.000085812
1639504453621,2021-12-14T12:54:13.621,2.600,0.000053375,0.000121750,0.000084313
1639504453671,2021-12-14T12:54:13.671,2.650,0.000055187,0.000135938,0.000085438
1639504453721,2021-12-14T12:54:13.721,2.700,0.000053375,0.000135938,0.000085063
1639504453771,2021-12-14T12:54:13.771,2.750,0.000053375,0.000135187,0.000085812
1639504453821,2021-12-14T12:54:13.821,2.800,0.000053000,0.000135187,0.000084313
1639504453871,2021-12-14T12:54:13.871,2.850,0.000053000,0.000135938,0.000086188
1639504453921,2021-12-14T12:54:13.921,2.900,0.000054125,0.000134812,0.000085812
1639504453971,2021-12-14T12:54:13.971,2.950,0.000055938,0.000120688,0.000086188
1639504454021,2021-12-14T12:54:14.021,3.000,0.000054812,0.000135938,0.000084313
1639504454071,2021-12-14T12:54:14.071,3.050,0.000052625,0.000135187,0.000084687
1639504454121,2021-12-14T12:54:14.121,3.100,0.000056312,0.000136313,0.000085812
1639504454171,2021-12-14T12:54:14.171,3.150,0.000055187,0.000135562,0.000082438
1639504454221,2021-12-14T12:54:14.221,3.200,0.000055563,0.000135562,0.000085438
1639504454271,2021-12-14T12:54:14.271,3.250,0.000055563,0.000134125,0.000083188
1639504454321,2021-12-14T12:54:14.321,3.300,0.000055563,0.000122125,0.000085063
