epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1636135023235,2021-11-05T13:57:03.235,0.0,3.90812674725241e-06,-1.0215123839091848e-06,4.950746466531053e-06
1636135023285,2021-11-05T13:57:03.285,0.05,4.584387422291801e-06,7.6051396582323216e-06,4.621635775040352e-06
1636135023335,2021-11-05T13:57:03.335,0.1,4.572785573291149e-06,1.0599289837327061e-05,4.807709416649335e-06
1636135023385,2021-11-05T13:57:03.385,0.15,4.30547799717702e-06,9.032073190861037e-06,5.677247358041859e-06
1636135023435,2021-11-05T13:57:03.435,0.2,4.979251574064266e-06,7.4244748182803016e-06,6.9093401713941805e-06
1636135023485,2021-11-05T13:57:03.485,0.25,6.750297301290147e-06,7.767792895843685e-06,7.859491984411663e-06
1636135023535,2021-11-05T13:57:03.535,0.3,8.224954038109783e-06,8.36138691714766e-06,8.123982176369844e-06
1636135023585,2021-11-05T13:57:03.585,0.35,8.469206800524941e-06,6.0924222537356986e-06,7.837238335857733e-06
1636135023635,2021-11-05T13:57:03.635,0.4,8.221121906069994e-06,8.963366788748408e-07,7.266174295385679e-06
1636135023685,2021-11-05T13:57:03.685,0.45,8.33082413966297e-06,-2.3129655981195503e-06,6.585816889712982e-06
1636135023735,2021-11-05T13:57:03.735,0.5,8.462431569525476e-06,1.0380781964343058e-07,5.954002275870383e-06
1636135023785,2021-11-05T13:57:03.785,0.55,8.09992858513715e-06,4.8982628561254745e-06,5.15095248698481e-06
1636135023835,2021-11-05T13:57:03.835,0.6,7.488023739053345e-06,7.223984746602884e-06,3.6311837866786965e-06
1636135023885,2021-11-05T13:57:03.885,0.65,6.995577393942114e-06,7.306734261429118e-06,1.6164455703434412e-06
1636135023935,2021-11-05T13:57:03.935,0.7,6.632217855248659e-06,7.71397108578e-06,3.0021863535604516e-07
1636135023985,2021-11-05T13:57:03.985,0.75,6.381896283244217e-06,8.60740712792719e-06,2.6264624799268797e-07
1636135024035,2021-11-05T13:57:04.035,0.8,6.202976692893878e-06,8.88647029177681e-06,6.376640358753502e-07
1636135024085,2021-11-05T13:57:04.085,0.85,5.8928415350586775e-06,8.627471520436737e-06,4.6793802128983897e-07
1636135024135,2021-11-05T13:57:04.135,0.9,5.398288673858253e-06,8.50741776195155e-06,-1.5178026519834908e-07
1636135024185,2021-11-05T13:57:04.185,0.95,4.854384768588975e-06,8.717182466056702e-06,-8.304579323048816e-07
1636135024235,2021-11-05T13:57:04.235,1.0,4.269941021129489e-06,9.118956961445714e-06,-1.6576750446856587e-06
1636135024285,2021-11-05T13:57:04.285,1.05,3.6252632808700422e-06,9.436093566941671e-06,-2.628778345248314e-06
1636135024335,2021-11-05T13:57:04.335,1.1,3.1164072463672046e-06,9.202549354628949e-06,-3.3088323514008652e-06
1636135024385,2021-11-05T13:57:04.385,1.15,2.9024282865695728e-06,8.22711268915393e-06,-3.5987195564864342e-06
1636135024435,2021-11-05T13:57:04.435,1.2,2.8397287948454568e-06,7.166153606107351e-06,-4.011479403462894e-06
1636135024485,2021-11-05T13:57:04.485,1.25,2.796556264689133e-06,7.043320960309646e-06,-4.869662751871891e-06
1636135024535,2021-11-05T13:57:04.535,1.3,2.777196051264247e-06,8.072015882205864e-06,-5.941076898900648e-06
1636135024585,2021-11-05T13:57:04.585,1.35,2.4416821452859513e-06,9.592235281574069e-06,-6.994736813630568e-06
1636135024635,2021-11-05T13:57:04.635,1.4,1.3829643776969148e-06,1.099041087042754e-05,-8.046250168715032e-06
1636135024685,2021-11-05T13:57:04.685,1.45,1.6289705965259257e-07,1.1784303519253934e-05,-9.081409530966086e-06
1636135024735,2021-11-05T13:57:04.735,1.5,-1.0241646007167888e-07,1.1497913380444902e-05,-1.0123316450633084e-05
1636135024785,2021-11-05T13:57:04.785,1.55,5.632448864376476e-07,1.0431145051979807e-05,-1.1283187271601716e-05
1636135024835,2021-11-05T13:57:04.835,1.6,9.216239907932455e-07,9.604084469684165e-06,-1.231122568278904e-05
1636135024885,2021-11-05T13:57:04.885,1.65,4.4305866121856686e-07,9.582453264247039e-06,-1.2730616509795243e-05
1636135024935,2021-11-05T13:57:04.935,1.7,1.4567390455472585e-07,1.0250180189923412e-05,-1.2647880975393162e-05
1636135024985,2021-11-05T13:57:04.985,1.75,8.896356471443156e-07,1.1093231362575369e-05,-1.2600110119324878e-05
1636135025035,2021-11-05T13:57:05.035,1.8,1.9226654305422468e-06,1.1146404511366343e-05,-1.2650078260348847e-05
1636135025085,2021-11-05T13:57:05.085,1.85,2.1510087243725104e-06,1.0010757597417887e-05,-1.2416485849918815e-05
1636135025135,2021-11-05T13:57:05.135,1.9,1.9074049450177667e-06,8.851705887395603e-06,-1.1659857687538362e-05
1636135025185,2021-11-05T13:57:05.185,1.95,2.2297996747690645e-06,8.841516067768836e-06,-1.0297270586944835e-05
1636135025235,2021-11-05T13:57:05.235,2.0,3.133868161510904e-06,9.392712952802763e-06,-8.383440105893656e-06
1636135025285,2021-11-05T13:57:05.285,2.05,3.7951147274491198e-06,9.372039263640117e-06,-6.4113155549080255e-06
1636135025335,2021-11-05T13:57:05.335,2.1,3.910210428933799e-06,8.853961507770933e-06,-5.09624327387799e-06
1636135025385,2021-11-05T13:57:05.385,2.15,3.825988510133072e-06,8.479875960761234e-06,-4.6028354328885714e-06
1636135025435,2021-11-05T13:57:05.435,2.2,3.703170448229954e-06,8.316461548694952e-06,-4.422062730875334e-06
1636135025485,2021-11-05T13:57:05.485,2.25,3.4381249051528176e-06,8.219963410046232e-06,-4.298658892696223e-06
1636135025535,2021-11-05T13:57:05.535,2.3,3.090774976144482e-06,8.331415156023622e-06,-4.659268154798501e-06
1636135025585,2021-11-05T13:57:05.585,2.35,2.7596708286996912e-06,8.646411942822898e-06,-5.540414457459988e-06
1636135025635,2021-11-05T13:57:05.635,2.4,2.4432863083035252e-06,8.798113557630284e-06,-6.014223565592368e-06
1636135025685,2021-11-05T13:57:05.685,2.45,2.299387015285524e-06,8.613521302397708e-06,-5.638048579861384e-06
1636135025735,2021-11-05T13:57:05.735,2.5,2.395051714002318e-06,8.396946305075482e-06,-5.4101668606898405e-06
1636135025785,2021-11-05T13:57:05.785,2.55,2.3040360429448567e-06,8.411995559333753e-06,-6.2467267049585475e-06
1636135025835,2021-11-05T13:57:05.835,2.6,1.7952823348551925e-06,8.43316660118481e-06,-7.650461906169244e-06
1636135025885,2021-11-05T13:57:05.885,2.65,1.390678189813615e-06,8.11342655729286e-06,-8.751856356744573e-06
1636135025935,2021-11-05T13:57:05.935,2.7,1.3495713311275539e-06,7.656470380954342e-06,-9.428484045956609e-06
1636135025985,2021-11-05T13:57:05.985,2.75,1.0691917245664924e-06,7.674958563575728e-06,-9.718648576733714e-06
1636135026035,2021-11-05T13:57:06.035,2.8,3.6965279883671907e-07,8.191543052319332e-06,-9.429107296579074e-06
1636135026085,2021-11-05T13:57:06.085,2.85,1.9048067930275459e-07,8.387291666856882e-06,-8.901009508074227e-06
1636135026135,2021-11-05T13:57:06.135,2.9,1.1582443696389797e-06,7.817766372453853e-06,-8.924615664359217e-06
1636135026185,2021-11-05T13:57:06.185,2.95,2.4615857351224093e-06,7.075300184154107e-06,-9.423205106408584e-06
1636135026235,2021-11-05T13:57:06.235,3.0,2.856563818989142e-06,6.636665796947667e-06,-9.346014296537195e-06
1636135026285,2021-11-05T13:57:06.285,3.05,2.1156916487607695e-06,6.093377948641453e-06,-8.184073764635643e-06
1636135026335,2021-11-05T13:57:06.335,3.1,9.906342334928473e-07,5.212008578317065e-06,-6.56597764577044e-06
1636135026385,2021-11-05T13:57:06.385,3.15,3.2533908155363183e-07,4.717215868168513e-06,-5.156497613511719e-06
1636135026435,2021-11-05T13:57:06.435,3.2,6.032444031482921e-07,5.252398033192034e-06,-3.8659973508141535e-06
1636135026485,2021-11-05T13:57:06.485,3.25,1.639679968687696e-06,6.171536943577575e-06,-2.336800825067662e-06
1636135026535,2021-11-05T13:57:06.535,3.3,2.380907143293156e-06,6.182030958659763e-06,-5.777292623416957e-07
1636135026585,2021-11-05T13:57:06.585,3.35,1.9506985864760795e-06,5.151297488110017e-06,1.0865285685151434e-06
1636135026635,2021-11-05T13:57:06.635,3.4,1.0377553951605038e-06,4.326695303541558e-06,2.4404503064857706e-06
1636135026685,2021-11-05T13:57:06.685,3.45,1.076724633552966e-06,4.4474837569205115e-06,3.670854683957036e-06
1636135026735,2021-11-05T13:57:06.735,3.5,2.0261897412477124e-06,4.845578468676643e-06,5.25291420074298e-06
1636135026785,2021-11-05T13:57:06.785,3.55,2.2142466477962743e-06,4.804363545054613e-06,7.415609795395932e-06
1636135026835,2021-11-05T13:57:06.835,3.6,6.782436302049034e-07,4.451997469004686e-06,9.628449498935374e-06
1636135026885,2021-11-05T13:57:06.885,3.65,-1.4362089870957164e-06,4.0908105258334845e-06,1.0833246171040125e-05
1636135026935,2021-11-05T13:57:06.935,3.7,-2.6920030174876407e-06,3.858184292838953e-06,1.0457694637953222e-05
1636135026985,2021-11-05T13:57:06.985,3.75,-3.6562021535969544e-06,3.948608016003937e-06,9.010247415788635e-06
1636135027035,2021-11-05T13:57:07.035,3.8,-5.659582979931742e-06,4.31855917014413e-06,7.4247604788331065e-06
1636135027085,2021-11-05T13:57:07.085,3.85,-8.07070957166478e-06,4.596404047230735e-06,6.144126178588854e-06
1636135027135,2021-11-05T13:57:07.135,3.9,-9.245998234591213e-06,4.755857424622904e-06,5.0481572602766915e-06
1636135027185,2021-11-05T13:57:07.185,3.95,-9.415094214921159e-06,5.2233798718768055e-06,3.863833347457479e-06
