epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1635518065297,2021-10-29T10:34:25.297,0.000,96612.148
1635518065433,2021-10-29T10:34:25.433,0.136,96618.656
1635518065568,2021-10-29T10:34:25.568,0.271,96621.656
1635518065704,2021-10-29T10:34:25.704,0.407,96620.906
1635518065841,2021-10-29T10:34:25.841,0.544,96623.734
1635518065975,2021-10-29T10:34:25.975,0.678,96614.297
1635518066112,2021-10-29T10:34:26.112,0.815,96618.383
1635518066246,2021-10-29T10:34:26.246,0.949,96619.398
1635518066383,2021-10-29T10:34:26.383,1.086,96620.313
1635518066519,2021-10-29T10:34:26.519,1.222,96615.492
1635518066655,2021-10-29T10:34:26.655,1.358,96619.578
1635518066790,2021-10-29T10:34:26.790,1.493,96621.055
1635518066926,2021-10-29T10:34:26.926,1.629,96616.477
1635518067061,2021-10-29T10:34:27.061,1.764,96619.719
1635518067197,2021-10-29T10:34:27.197,1.900,96607.781
1635518067332,2021-10-29T10:34:27.332,2.035,96615.875
1635518067468,2021-10-29T10:34:27.468,2.171,96628.344
1635518067604,2021-10-29T10:34:27.604,2.307,96623.734
1635518067739,2021-10-29T10:34:27.739,2.442,96601.031
1635518067875,2021-10-29T10:34:27.875,2.578,96619.156
1635518068011,2021-10-29T10:34:28.011,2.714,96623.734
1635518068146,2021-10-29T10:34:28.146,2.849,96625.664
1635518068282,2021-10-29T10:34:28.282,2.985,96619.156
1635518068419,2021-10-29T10:34:28.419,3.122,96615.219
1635518068553,2021-10-29T10:34:28.553,3.256,96620.563
1635518068690,2021-10-29T10:34:28.690,3.393,96624.328
1635518068824,2021-10-29T10:34:28.824,3.527,96627.344
1635518068961,2021-10-29T10:34:28.961,3.664,96613.234
1635518069097,2021-10-29T10:34:29.097,3.800,96626.578
1635518069232,2021-10-29T10:34:29.232,3.935,96621.328
1635518069368,2021-10-29T10:34:29.368,4.071,96624.500
1635518069504,2021-10-29T10:34:29.504,4.207,96620.492
1635518069639,2021-10-29T10:34:29.639,4.342,96613.875
1635518069775,2021-10-29T10:34:29.775,4.478,96617.469
1635518069910,2021-10-29T10:34:29.910,4.613,96613.031
1635518070046,2021-10-29T10:34:30.046,4.749,96610.211
1635518070182,2021-10-29T10:34:30.182,4.885,96606.125
1635518070317,2021-10-29T10:34:30.317,5.020,96614.367
1635518070453,2021-10-29T10:34:30.453,5.156,96610.781
1635518070590,2021-10-29T10:34:30.590,5.293,96611.695
1635518070724,2021-10-29T10:34:30.724,5.427,96611.867
1635518070861,2021-10-29T10:34:30.861,5.564,96607.781
1635518070995,2021-10-29T10:34:30.995,5.698,96616.477
1635518071132,2021-10-29T10:34:31.132,5.835,96615.313
1635518071268,2021-10-29T10:34:31.268,5.971,96611.375
1635518071403,2021-10-29T10:34:31.403,6.106,96611.797
1635518071539,2021-10-29T10:34:31.539,6.242,96612.641
1635518071675,2021-10-29T10:34:31.675,6.378,96607.109
1635518071810,2021-10-29T10:34:31.810,6.513,96615.141
1635518071946,2021-10-29T10:34:31.946,6.649,96616.648
1635518072082,2021-10-29T10:34:32.082,6.785,96613.977
1635518072217,2021-10-29T10:34:32.217,6.920,96622.734
1635518072353,2021-10-29T10:34:32.353,7.056,96618.133
1635518072488,2021-10-29T10:34:32.488,7.191,96615.875
1635518072624,2021-10-29T10:34:32.624,7.327,96619.469
1635518072760,2021-10-29T10:34:32.760,7.463,96610.359
1635518072895,2021-10-29T10:34:32.895,7.598,96616.055
1635518073031,2021-10-29T10:34:33.031,7.734,96606.516
1635518073168,2021-10-29T10:34:33.168,7.871,96613.453
1635518073302,2021-10-29T10:34:33.302,8.005,96612.641
1635518073439,2021-10-29T10:34:33.439,8.142,96617.391
1635518073573,2021-10-29T10:34:33.573,8.276,96609.789
1635518073710,2021-10-29T10:34:33.710,8.413,96614.547
1635518073846,2021-10-29T10:34:33.846,8.549,96615.875
1635518073981,2021-10-29T10:34:33.981,8.684,96615.313
1635518074117,2021-10-29T10:34:34.117,8.820,96609.195
1635518074253,2021-10-29T10:34:34.253,8.956,96614.719
1635518074388,2021-10-29T10:34:34.388,9.091,96609.609
1635518074524,2021-10-29T10:34:34.524,9.227,96613.977
1635518074659,2021-10-29T10:34:34.659,9.362,96607.859
1635518074795,2021-10-29T10:34:34.795,9.498,96609.969
1635518074931,2021-10-29T10:34:34.931,9.634,96605.703
1635518075068,2021-10-29T10:34:35.068,9.771,96608.109
1635518075202,2021-10-29T10:34:35.202,9.905,96616.797
1635518075339,2021-10-29T10:34:35.339,10.042,96617.391
1635518075473,2021-10-29T10:34:35.473,10.176,96618.734
1635518075610,2021-10-29T10:34:35.610,10.313,96609.438
1635518075744,2021-10-29T10:34:35.744,10.447,96606.516
1635518075881,2021-10-29T10:34:35.881,10.584,96605.000
1635518076017,2021-10-29T10:34:36.017,10.720,96609.367
1635518076152,2021-10-29T10:34:36.152,10.855,96604.516
1635518076288,2021-10-29T10:34:36.288,10.991,96611.297
1635518076424,2021-10-29T10:34:36.424,11.127,96611.297
1635518076559,2021-10-29T10:34:36.559,11.262,96612.641
1635518076695,2021-10-29T10:34:36.695,11.398,96612.781
1635518076831,2021-10-29T10:34:36.831,11.534,96605.430
1635518076966,2021-10-29T10:34:36.966,11.669,96616.797
1635518077102,2021-10-29T10:34:37.102,11.805,96611.445
1635518077238,2021-10-29T10:34:37.238,11.941,96613.375
1635518077373,2021-10-29T10:34:37.373,12.076,96606.625
1635518077509,2021-10-29T10:34:37.509,12.212,96615.453
1635518077646,2021-10-29T10:34:37.646,12.349,96614.891
1635518077780,2021-10-29T10:34:37.780,12.483,96615.141
1635518077917,2021-10-29T10:34:37.917,12.620,96615.633
1635518078051,2021-10-29T10:34:38.051,12.754,96609.789
1635518078188,2021-10-29T10:34:38.188,12.891,96608.625
1635518078324,2021-10-29T10:34:38.324,13.027,96613.375
1635518078459,2021-10-29T10:34:38.459,13.162,96617.703
1635518078595,2021-10-29T10:34:38.595,13.298,96608.953
1635518078731,2021-10-29T10:34:38.731,13.434,96611.625
1635518078866,2021-10-29T10:34:38.866,13.569,96609.539
1635518079002,2021-10-29T10:34:39.002,13.705,96615.453
1635518079138,2021-10-29T10:34:39.138,13.841,96616.234
1635518079273,2021-10-29T10:34:39.273,13.976,96609.016
1635518079409,2021-10-29T10:34:39.409,14.112,96612.953
1635518079544,2021-10-29T10:34:39.544,14.247,96616.234
1635518079680,2021-10-29T10:34:39.680,14.383,96612.953
