epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1635529697432,2021-10-29T13:48:17.432,0.000,96510.930
1635529697568,2021-10-29T13:48:17.568,0.136,96512.875
1635529697704,2021-10-29T13:48:17.704,0.272,96504.391
1635529697839,2021-10-29T13:48:17.839,0.407,96509.750
1635529697975,2021-10-29T13:48:17.975,0.543,96507.641
1635529698112,2021-10-29T13:48:18.112,0.680,96506.469
1635529698246,2021-10-29T13:48:18.246,0.814,96507.813
1635529698383,2021-10-29T13:48:18.383,0.951,96508.547
1635529698517,2021-10-29T13:48:18.517,1.085,96507.211
1635529698654,2021-10-29T13:48:18.654,1.222,96508.547
1635529698790,2021-10-29T13:48:18.790,1.358,96510.500
1635529698925,2021-10-29T13:48:18.925,1.493,96507.211
1635529699061,2021-10-29T13:48:19.061,1.629,96508.547
1635529699197,2021-10-29T13:48:19.197,1.765,96501.844
1635529699332,2021-10-29T13:48:19.332,1.900,96504.391
1635529699468,2021-10-29T13:48:19.468,2.036,96507.813
1635529699604,2021-10-29T13:48:19.604,2.172,96505.867
1635529699739,2021-10-29T13:48:19.739,2.307,96500.500
1635529699875,2021-10-29T13:48:19.875,2.443,96507.211
1635529700010,2021-10-29T13:48:20.010,2.578,96509.156
1635529700146,2021-10-29T13:48:20.146,2.714,96508.547
1635529700283,2021-10-29T13:48:20.283,2.851,96506.469
1635529700417,2021-10-29T13:48:20.417,2.985,96507.078
1635529700554,2021-10-29T13:48:20.554,3.122,96508.547
1635529700690,2021-10-29T13:48:20.690,3.258,96507.211
1635529700825,2021-10-29T13:48:20.825,3.393,96506.633
1635529700961,2021-10-29T13:48:20.961,3.529,96503.188
1635529701097,2021-10-29T13:48:21.097,3.665,96505.867
1635529701232,2021-10-29T13:48:21.232,3.800,96508.547
1635529701368,2021-10-29T13:48:21.368,3.936,96508.547
1635529701504,2021-10-29T13:48:21.504,4.072,96507.211
1635529701639,2021-10-29T13:48:21.639,4.207,96505.867
1635529701775,2021-10-29T13:48:21.775,4.343,96508.719
1635529701910,2021-10-29T13:48:21.910,4.478,96506.633
1635529702046,2021-10-29T13:48:22.046,4.614,96505.297
1635529702183,2021-10-29T13:48:22.183,4.751,96501.266
1635529702319,2021-10-29T13:48:22.319,4.887,96502.609
1635529702454,2021-10-29T13:48:22.454,5.022,96503.953
1635529702590,2021-10-29T13:48:22.590,5.158,96499.156
1635529702725,2021-10-29T13:48:22.725,5.293,96497.813
1635529702861,2021-10-29T13:48:22.861,5.429,96499.156
1635529702997,2021-10-29T13:48:22.997,5.565,96498.586
1635529703132,2021-10-29T13:48:23.132,5.700,96501.844
1635529703268,2021-10-29T13:48:23.268,5.836,96497.984
1635529703404,2021-10-29T13:48:23.404,5.972,96502.609
1635529703539,2021-10-29T13:48:23.539,6.107,96500.500
1635529703675,2021-10-29T13:48:23.675,6.243,96502.609
1635529703810,2021-10-29T13:48:23.810,6.378,96502.609
1635529703946,2021-10-29T13:48:23.946,6.514,96498.586
1635529704082,2021-10-29T13:48:24.082,6.650,96503.953
1635529704217,2021-10-29T13:48:24.217,6.785,96499.930
1635529704353,2021-10-29T13:48:24.353,6.921,96496.641
1635529704490,2021-10-29T13:48:24.490,7.058,96499.156
1635529704624,2021-10-29T13:48:24.624,7.192,96500.672
1635529704761,2021-10-29T13:48:24.761,7.329,96499.156
1635529704895,2021-10-29T13:48:24.895,7.463,96497.242
1635529705032,2021-10-29T13:48:25.032,7.600,96502.008
1635529705168,2021-10-29T13:48:25.168,7.736,96501.406
1635529705303,2021-10-29T13:48:25.303,7.871,96500.672
1635529705439,2021-10-29T13:48:25.439,8.007,96498.586
1635529705575,2021-10-29T13:48:25.575,8.143,96502.609
1635529705710,2021-10-29T13:48:25.710,8.278,96502.008
1635529705846,2021-10-29T13:48:25.846,8.414,96500.063
1635529705982,2021-10-29T13:48:25.982,8.550,96502.008
1635529706117,2021-10-29T13:48:26.117,8.685,96493.359
1635529706253,2021-10-29T13:48:26.253,8.821,96503.344
1635529706390,2021-10-29T13:48:26.390,8.958,96497.242
1635529706524,2021-10-29T13:48:26.524,9.092,96497.242
1635529706661,2021-10-29T13:48:26.661,9.229,96499.930
1635529706795,2021-10-29T13:48:26.795,9.363,96502.008
1635529706932,2021-10-29T13:48:26.932,9.500,96504.094
1635529707068,2021-10-29T13:48:27.068,9.636,96494.695
1635529707203,2021-10-29T13:48:27.203,9.771,96500.063
1635529707339,2021-10-29T13:48:27.339,9.907,96501.406
1635529707475,2021-10-29T13:48:27.475,10.043,96496.641
1635529707610,2021-10-29T13:48:27.610,10.178,96492.617
1635529707746,2021-10-29T13:48:27.746,10.314,96493.359
1635529707882,2021-10-29T13:48:27.882,10.450,96499.328
1635529708017,2021-10-29T13:48:28.017,10.585,96498.148
1635529708153,2021-10-29T13:48:28.153,10.721,96499.328
1635529708288,2021-10-29T13:48:28.288,10.856,96500.672
1635529708424,2021-10-29T13:48:28.424,10.992,96500.672
1635529708560,2021-10-29T13:48:28.560,11.128,96497.375
1635529708695,2021-10-29T13:48:28.695,11.263,96500.063
1635529708831,2021-10-29T13:48:28.831,11.399,96498.719
1635529708968,2021-10-29T13:48:28.968,11.536,96496.477
1635529709102,2021-10-29T13:48:29.102,11.670,96497.375
1635529709239,2021-10-29T13:48:29.239,11.807,96496.039
1635529709373,2021-10-29T13:48:29.373,11.941,96496.039
1635529709510,2021-10-29T13:48:29.510,12.078,96499.484
1635529709646,2021-10-29T13:48:29.646,12.214,96501.266
1635529709782,2021-10-29T13:48:29.782,12.350,96502.172
1635529709917,2021-10-29T13:48:29.917,12.485,96497.984
1635529710053,2021-10-29T13:48:30.053,12.621,96502.906
1635529710188,2021-10-29T13:48:30.188,12.756,96500.672
1635529710324,2021-10-29T13:48:30.324,12.892,96504.859
1635529710460,2021-10-29T13:48:30.460,13.028,96495.297
1635529710595,2021-10-29T13:48:30.595,13.163,96501.570
1635529710731,2021-10-29T13:48:30.731,13.299,96499.484
1635529710866,2021-10-29T13:48:30.866,13.434,96502.750
1635529711002,2021-10-29T13:48:31.002,13.570,96503.516
1635529711139,2021-10-29T13:48:31.139,13.707,96501.406
1635529711273,2021-10-29T13:48:31.273,13.841,96506.766
1635529711410,2021-10-29T13:48:31.410,13.978,96501.406
1635529711546,2021-10-29T13:48:31.546,14.114,96502.172
1635529711681,2021-10-29T13:48:31.681,14.249,96506.203
1635529711817,2021-10-29T13:48:31.817,14.385,96505.422
1635529711953,2021-10-29T13:48:31.953,14.521,96501.406
1635529712088,2021-10-29T13:48:32.088,14.656,96503.344
1635529712224,2021-10-29T13:48:32.224,14.792,96499.484
1635529712360,2021-10-29T13:48:32.360,14.928,96504.688
1635529712495,2021-10-29T13:48:32.495,15.063,96504.859
1635529712631,2021-10-29T13:48:32.631,15.199,96503.344
1635529712766,2021-10-29T13:48:32.766,15.334,96502.172
1635529712902,2021-10-29T13:48:32.902,15.470,96502.906
1635529713038,2021-10-29T13:48:33.038,15.606,96500.828
1635529713173,2021-10-29T13:48:33.173,15.741,96501.406
1635529713309,2021-10-29T13:48:33.309,15.877,96504.859
1635529713446,2021-10-29T13:48:33.446,16.014,96504.094
1635529713580,2021-10-29T13:48:33.580,16.148,96506.938
1635529713717,2021-10-29T13:48:33.717,16.285,96507.531
