epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1635529372835,2021-10-29T13:42:52.835,0.000,96514.094
1635529372971,2021-10-29T13:42:52.971,0.136,96513.320
1635529373107,2021-10-29T13:42:53.107,0.272,96515.438
1635529373242,2021-10-29T13:42:53.242,0.407,96512.148
1635529373377,2021-10-29T13:42:53.377,0.542,96511.406
1635529373513,2021-10-29T13:42:53.513,0.678,96512.922
1635529373649,2021-10-29T13:42:53.649,0.814,96515.438
1635529373784,2021-10-29T13:42:53.784,0.949,96517.516
1635529373920,2021-10-29T13:42:53.920,1.085,96513.320
1635529374056,2021-10-29T13:42:54.056,1.221,96514.266
1635529374191,2021-10-29T13:42:54.191,1.356,96512.148
1635529374327,2021-10-29T13:42:54.327,1.492,96515.594
1635529374462,2021-10-29T13:42:54.462,1.627,96514.266
1635529374598,2021-10-29T13:42:54.598,1.763,96513.492
1635529374735,2021-10-29T13:42:54.735,1.900,96515.594
1635529374871,2021-10-29T13:42:54.871,2.036,96512.922
1635529375006,2021-10-29T13:42:55.006,2.171,96507.555
1635529375142,2021-10-29T13:42:55.142,2.307,96510.977
1635529375277,2021-10-29T13:42:55.277,2.442,96512.148
1635529375413,2021-10-29T13:42:55.413,2.578,96510.234
1635529375549,2021-10-29T13:42:55.549,2.714,96511.578
1635529375684,2021-10-29T13:42:55.684,2.849,96510.977
1635529375820,2021-10-29T13:42:55.820,2.985,96511.578
1635529375955,2021-10-29T13:42:55.955,3.120,96511.578
1635529376091,2021-10-29T13:42:56.091,3.256,96507.555
1635529376227,2021-10-29T13:42:56.227,3.392,96511.578
1635529376362,2021-10-29T13:42:56.362,3.527,96510.234
1635529376498,2021-10-29T13:42:56.498,3.663,96510.375
1635529376634,2021-10-29T13:42:56.634,3.799,96508.297
1635529376771,2021-10-29T13:42:56.771,3.936,96506.359
1635529376905,2021-10-29T13:42:56.905,4.070,96507.555
1635529377040,2021-10-29T13:42:57.040,4.205,96513.055
1635529377176,2021-10-29T13:42:57.176,4.341,96509.641
1635529377313,2021-10-29T13:42:57.313,4.478,96511.578
1635529377447,2021-10-29T13:42:57.447,4.612,96509.031
1635529377584,2021-10-29T13:42:57.584,4.749,96508.297
1635529377720,2021-10-29T13:42:57.720,4.885,96508.125
1635529377855,2021-10-29T13:42:57.855,5.020,96511.578
1635529377991,2021-10-29T13:42:57.991,5.156,96512.313
1635529378127,2021-10-29T13:42:58.127,5.292,96509.797
1635529378262,2021-10-29T13:42:58.262,5.427,96512.922
1635529378398,2021-10-29T13:42:58.398,5.563,96514.398
