epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1635518858428,2021-10-29T10:47:38.428,0.000,96598.031
1635518858564,2021-10-29T10:47:38.564,0.136,96606.969
1635518858700,2021-10-29T10:47:38.700,0.272,96604.445
1635518858835,2021-10-29T10:47:38.835,0.407,96605.953
1635518858971,2021-10-29T10:47:38.971,0.543,96606.703
1635518859107,2021-10-29T10:47:39.107,0.679,96609.227
1635518859242,2021-10-29T10:47:39.242,0.814,96603.109
1635518859378,2021-10-29T10:47:39.378,0.950,96605.641
1635518859515,2021-10-29T10:47:39.515,1.087,96599.875
1635518859649,2021-10-29T10:47:39.649,1.221,96596.422
1635518859786,2021-10-29T10:47:39.786,1.358,96606.703
1635518859922,2021-10-29T10:47:39.922,1.494,96603.281
1635518860057,2021-10-29T10:47:40.057,1.629,96595.086
1635518860193,2021-10-29T10:47:40.193,1.765,96598.781
1635518860327,2021-10-29T10:47:40.327,1.899,96603.281
1635518860464,2021-10-29T10:47:40.464,2.036,96601.203
1635518860600,2021-10-29T10:47:40.600,2.172,96599.875
1635518860735,2021-10-29T10:47:40.735,2.307,96604.617
1635518860871,2021-10-29T10:47:40.871,2.443,96602.961
1635518861007,2021-10-29T10:47:41.007,2.579,96608.625
1635518861142,2021-10-29T10:47:41.142,2.714,96602.117
1635518861278,2021-10-29T10:47:41.278,2.850,96599.688
1635518861414,2021-10-29T10:47:41.414,2.986,96594.766
1635518861549,2021-10-29T10:47:41.549,3.121,96606.125
1635518861685,2021-10-29T10:47:41.685,3.257,96599.094
1635518861822,2021-10-29T10:47:41.822,3.394,96604.031
1635518861956,2021-10-29T10:47:41.956,3.528,96606.125
1635518862093,2021-10-29T10:47:42.093,3.665,96598.453
1635518862227,2021-10-29T10:47:42.227,3.799,96604.797
1635518862364,2021-10-29T10:47:42.364,3.936,96603.875
1635518862500,2021-10-29T10:47:42.500,4.072,96602.117
1635518862636,2021-10-29T10:47:42.636,4.208,96598.781
1635518862771,2021-10-29T10:47:42.771,4.343,96608.953
1635518862907,2021-10-29T10:47:42.907,4.479,96604.617
1635518863043,2021-10-29T10:47:43.043,4.615,96606.125
1635518863178,2021-10-29T10:47:43.178,4.750,96603.281
1635518863314,2021-10-29T10:47:43.314,4.886,96599.094
1635518863449,2021-10-29T10:47:43.449,5.021,96600.609
1635518863585,2021-10-29T10:47:43.585,5.157,96599.094
1635518863722,2021-10-29T10:47:43.722,5.294,96598.672
1635518863858,2021-10-29T10:47:43.858,5.430,96593.430
1635518863993,2021-10-29T10:47:43.993,5.565,96599.273
1635518864129,2021-10-29T10:47:44.129,5.701,96600.359
1635518864264,2021-10-29T10:47:44.264,5.836,96596.602
1635518864400,2021-10-29T10:47:44.400,5.972,96594.344
1635518864535,2021-10-29T10:47:44.535,6.107,96588.258
1635518864671,2021-10-29T10:47:44.671,6.243,96599.766
1635518864807,2021-10-29T10:47:44.807,6.379,96596.281
1635518864942,2021-10-29T10:47:44.942,6.514,96605.109
1635518865078,2021-10-29T10:47:45.078,6.650,96599.094
1635518865214,2021-10-29T10:47:45.214,6.786,96600.609
1635518865349,2021-10-29T10:47:45.349,6.921,96605.109
1635518865485,2021-10-29T10:47:45.485,7.057,96601.102
1635518865621,2021-10-29T10:47:45.621,7.193,96599.594
1635518865756,2021-10-29T10:47:45.756,7.328,96598.109
1635518865892,2021-10-29T10:47:45.892,7.464,96600.781
1635518866027,2021-10-29T10:47:46.027,7.599,96598.109
1635518866163,2021-10-29T10:47:46.163,7.735,96601.844
1635518866300,2021-10-29T10:47:46.300,7.872,96595.508
1635518866434,2021-10-29T10:47:46.434,8.006,96602.438
1635518866571,2021-10-29T10:47:46.571,8.143,96605.859
1635518866707,2021-10-29T10:47:46.707,8.279,96603.188
1635518866842,2021-10-29T10:47:46.842,8.414,96592.344
1635518866978,2021-10-29T10:47:46.978,8.550,96603.953
1635518867113,2021-10-29T10:47:47.113,8.685,96596.773
1635518867249,2021-10-29T10:47:47.249,8.821,96604.516
1635518867385,2021-10-29T10:47:47.385,8.957,96603.953
1635518867521,2021-10-29T10:47:47.521,9.093,96596.773
1635518867656,2021-10-29T10:47:47.656,9.228,96597.266
1635518867792,2021-10-29T10:47:47.792,9.364,96594.422
1635518867927,2021-10-29T10:47:47.927,9.499,96598.531
1635518868063,2021-10-29T10:47:48.063,9.635,96589.000
1635518868200,2021-10-29T10:47:48.200,9.772,96599.938
1635518868334,2021-10-29T10:47:48.334,9.906,96598.672
1635518868471,2021-10-29T10:47:48.471,10.043,96602.609
1635518868607,2021-10-29T10:47:48.607,10.179,96593.922
1635518868742,2021-10-29T10:47:48.742,10.314,96596.500
1635518868878,2021-10-29T10:47:48.878,10.450,96601.281
1635518869014,2021-10-29T10:47:49.014,10.586,96600.688
1635518869149,2021-10-29T10:47:49.149,10.721,96605.438
1635518869285,2021-10-29T10:47:49.285,10.857,96595.086
1635518869420,2021-10-29T10:47:49.420,10.992,96606.031
1635518869556,2021-10-29T10:47:49.556,11.128,96601.844
1635518869692,2021-10-29T10:47:49.692,11.264,96596.078
1635518869827,2021-10-29T10:47:49.827,11.399,96589.102
1635518869963,2021-10-29T10:47:49.963,11.535,96599.938
1635518870099,2021-10-29T10:47:50.099,11.671,96597.266
1635518870234,2021-10-29T10:47:50.234,11.806,96595.328
1635518870370,2021-10-29T10:47:50.370,11.942,96599.938
1635518870507,2021-10-29T10:47:50.507,12.079,96595.086
1635518870641,2021-10-29T10:47:50.641,12.213,96596.773
1635518870778,2021-10-29T10:47:50.778,12.350,96600.359
1635518870912,2021-10-29T10:47:50.912,12.484,96606.625
1635518871049,2021-10-29T10:47:51.049,12.621,96593.430
1635518871185,2021-10-29T10:47:51.185,12.757,96601.844
1635518871320,2021-10-29T10:47:51.320,12.892,96601.422
1635518871456,2021-10-29T10:47:51.456,13.028,96603.188
1635518871592,2021-10-29T10:47:51.592,13.164,96600.508
1635518871727,2021-10-29T10:47:51.727,13.299,96591.844
1635518871863,2021-10-29T10:47:51.863,13.435,96601.844
1635518871999,2021-10-29T10:47:51.999,13.571,96601.422
1635518872134,2021-10-29T10:47:52.134,13.706,96603.531
1635518872270,2021-10-29T10:47:52.270,13.842,96601.344
1635518872407,2021-10-29T10:47:52.407,13.979,96603.359
1635518872541,2021-10-29T10:47:52.541,14.113,96599.273
1635518872678,2021-10-29T10:47:52.678,14.250,96600.266
1635518872814,2021-10-29T10:47:52.814,14.386,96609.617
1635518872949,2021-10-29T10:47:52.949,14.521,96594.664
1635518873085,2021-10-29T10:47:53.085,14.657,96609.445
1635518873221,2021-10-29T10:47:53.221,14.793,96605.609
1635518873356,2021-10-29T10:47:53.356,14.928,96604.094
1635518873492,2021-10-29T10:47:53.492,15.064,96595.086
1635518873628,2021-10-29T10:47:53.628,15.200,96606.766
1635518873763,2021-10-29T10:47:53.763,15.335,96602.609
1635518873899,2021-10-29T10:47:53.899,15.471,96609.617
1635518874034,2021-10-29T10:47:54.034,15.606,96608.109
1635518874170,2021-10-29T10:47:54.170,15.742,96593.609
1635518874307,2021-10-29T10:47:54.307,15.879,96604.273
1635518874441,2021-10-29T10:47:54.441,16.013,96607.547
1635518874577,2021-10-29T10:47:54.577,16.149,96593.922
1635518874714,2021-10-29T10:47:54.714,16.286,96600.016
1635518874848,2021-10-29T10:47:54.848,16.420,96606.945
1635518874985,2021-10-29T10:47:54.985,16.557,96602.766
1635518875119,2021-10-29T10:47:55.119,16.691,96606.203
1635518875256,2021-10-29T10:47:55.256,16.828,96604.094
1635518875392,2021-10-29T10:47:55.392,16.964,96604.094
1635518875527,2021-10-29T10:47:55.527,17.099,96606.344
1635518875663,2021-10-29T10:47:55.663,17.235,96602.336
1635518875799,2021-10-29T10:47:55.799,17.371,96605.289
1635518875934,2021-10-29T10:47:55.934,17.506,96609.203
1635518876070,2021-10-29T10:47:56.070,17.642,96602.438
1635518876205,2021-10-29T10:47:56.205,17.777,96602.938
1635518876341,2021-10-29T10:47:56.341,17.913,96605.609
1635518876477,2021-10-29T10:47:56.477,18.049,96597.016
1635518876612,2021-10-29T10:47:56.612,18.184,96613.805
1635518876748,2021-10-29T10:47:56.748,18.320,96602.938
1635518876885,2021-10-29T10:47:56.885,18.457,96601.594
1635518877019,2021-10-29T10:47:57.019,18.591,96597.938
1635518877156,2021-10-29T10:47:57.156,18.728,96603.672
1635518877290,2021-10-29T10:47:57.290,18.862,96602.859
1635518877427,2021-10-29T10:47:57.427,18.999,96606.945
1635518877563,2021-10-29T10:47:57.563,19.135,96602.336
1635518877698,2021-10-29T10:47:57.698,19.270,96598.430
1635518877834,2021-10-29T10:47:57.834,19.406,96606.203
1635518877970,2021-10-29T10:47:57.970,19.542,96605.609
1635518878106,2021-10-29T10:47:58.106,19.678,96601.102
1635518878241,2021-10-29T10:47:58.241,19.813,96595.688
1635518878377,2021-10-29T10:47:58.377,19.949,96603.109
1635518878514,2021-10-29T10:47:58.514,20.086,96606.625
1635518878648,2021-10-29T10:47:58.648,20.220,96604.867
1635518878785,2021-10-29T10:47:58.785,20.357,96598.430
1635518878919,2021-10-29T10:47:58.919,20.491,96597.688
1635518879056,2021-10-29T10:47:59.056,20.628,96602.188
1635518879192,2021-10-29T10:47:59.192,20.764,96600.266
1635518879328,2021-10-29T10:47:59.328,20.900,96607.688
1635518879463,2021-10-29T10:47:59.463,21.035,96593.188
1635518879599,2021-10-29T10:47:59.599,21.171,96609.797
1635518879734,2021-10-29T10:47:59.734,21.306,96607.117
1635518879870,2021-10-29T10:47:59.870,21.442,96605.781
1635518880005,2021-10-29T10:48:00.005,21.577,96603.531
1635518880141,2021-10-29T10:48:00.141,21.713,96598.602
1635518880277,2021-10-29T10:48:00.277,21.849,96598.922
1635518880413,2021-10-29T10:48:00.413,21.985,96602.336
1635518880548,2021-10-29T10:48:00.548,22.120,96604.445
1635518880684,2021-10-29T10:48:00.684,22.256,96591.844
1635518880821,2021-10-29T10:48:00.821,22.393,96593.922
1635518880955,2021-10-29T10:48:00.955,22.527,96602.188
1635518881092,2021-10-29T10:48:01.092,22.664,96604.445
1635518881226,2021-10-29T10:48:01.226,22.798,96602.766
1635518881363,2021-10-29T10:48:01.363,22.935,96597.828
1635518881499,2021-10-29T10:48:01.499,23.071,96604.445
1635518881634,2021-10-29T10:48:01.634,23.206,96596.250
1635518881770,2021-10-29T10:48:01.770,23.342,96601.773
1635518881906,2021-10-29T10:48:01.906,23.478,96586.641
