epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1639503614710,2021-12-14T12:40:14.710,0.000,-1.098,2.378,-1.098
1639503614720,2021-12-14T12:40:14.720,0.010,-0.976,2.012,-0.244
1639503614730,2021-12-14T12:40:14.730,0.020,-0.915,1.829,-0.549
1639503614740,2021-12-14T12:40:14.740,0.030,-0.671,1.402,-0.549
1639503614750,2021-12-14T12:40:14.750,0.040,-0.549,0.915,-0.732
1639503614760,2021-12-14T12:40:14.760,0.050,-0.671,0.549,-1.098
1639503614770,2021-12-14T12:40:14.770,0.060,-0.793,0.305,-1.463
1639503614780,2021-12-14T12:40:14.780,0.070,-0.671,0.305,-1.646
1639503614790,2021-12-14T12:40:14.790,0.080,-0.610,0.488,-1.707
1639503614800,2021-12-14T12:40:14.800,0.090,-0.671,0.549,-1.585
1639503614810,2021-12-14T12:40:14.810,0.100,-0.793,0.671,-1.159
1639503614820,2021-12-14T12:40:14.820,0.110,-1.280,0.671,-0.793
1639503614830,2021-12-14T12:40:14.830,0.120,-1.585,0.732,-0.061
1639503614840,2021-12-14T12:40:14.840,0.130,-1.707,0.732,0.427
1639503614850,2021-12-14T12:40:14.850,0.140,-2.073,0.549,0.732
1639503614860,2021-12-14T12:40:14.860,0.150,-2.317,0.366,0.976
1639503614870,2021-12-14T12:40:14.870,0.160,-2.561,0.122,1.037
1639503614880,2021-12-14T12:40:14.880,0.170,-2.622,-0.122,1.037
1639503614890,2021-12-14T12:40:14.890,0.180,-2.683,-0.610,0.793
1639503614900,2021-12-14T12:40:14.900,0.190,-3.049,-0.976,0.427
1639503614910,2021-12-14T12:40:14.910,0.200,-3.293,-1.402,0.183
1639503614920,2021-12-14T12:40:14.920,0.210,-3.476,-1.646,-0.061
1639503614930,2021-12-14T12:40:14.930,0.220,-3.476,-1.585,-0.488
1639503614940,2021-12-14T12:40:14.940,0.230,-3.049,-1.524,-0.549
1639503614950,2021-12-14T12:40:14.950,0.240,-2.378,-1.280,-0.305
1639503614960,2021-12-14T12:40:14.960,0.250,-1.890,-1.037,-0.061
1639503614970,2021-12-14T12:40:14.970,0.260,-1.463,-0.732,0.183
1639503614980,2021-12-14T12:40:14.980,0.270,-0.915,-0.488,0.244
1639503614990,2021-12-14T12:40:14.990,0.280,-0.854,-0.366,0.000
1639503615000,2021-12-14T12:40:15.000,0.290,-0.976,-0.366,-0.427
1639503615010,2021-12-14T12:40:15.010,0.300,-0.915,-0.305,-0.854
1639503615020,2021-12-14T12:40:15.020,0.310,-0.854,-0.305,-1.585
1639503615030,2021-12-14T12:40:15.030,0.320,-0.793,-0.305,-2.439
1639503615040,2021-12-14T12:40:15.040,0.330,-0.427,-0.732,-3.049
1639503615050,2021-12-14T12:40:15.050,0.340,-0.122,-1.402,-3.537
1639503615060,2021-12-14T12:40:15.060,0.350,-0.122,-2.317,-3.902
1639503615070,2021-12-14T12:40:15.070,0.360,-0.061,-3.171,-4.085
1639503615080,2021-12-14T12:40:15.080,0.370,0.061,-3.902,-3.841
1639503615090,2021-12-14T12:40:15.090,0.380,0.061,-4.695,-3.232
1639503615100,2021-12-14T12:40:15.100,0.390,-0.061,-5.061,-2.622
1639503615110,2021-12-14T12:40:15.110,0.400,0.061,-5.122,-1.707
1639503615120,2021-12-14T12:40:15.120,0.410,0.366,-4.756,-0.732
1639503615130,2021-12-14T12:40:15.130,0.420,0.671,-3.963,0.183
1639503615140,2021-12-14T12:40:15.140,0.430,0.671,-2.866,1.159
