epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1636731192922,2021-11-12T10:33:12.922,0.000,97975.203
1636731193057,2021-11-12T10:33:13.057,0.135,97974.422
1636731193193,2021-11-12T10:33:13.193,0.271,97969.859
1636731193328,2021-11-12T10:33:13.328,0.406,97974.617
1636731193464,2021-11-12T10:33:13.464,0.542,97970.031
1636731193600,2021-11-12T10:33:13.600,0.678,97970.609
1636731193735,2021-11-12T10:33:13.735,0.813,97968.531
1636731193871,2021-11-12T10:33:13.871,0.949,97974.039
1636731194008,2021-11-12T10:33:14.008,1.086,97966.844
1636731194142,2021-11-12T10:33:14.142,1.220,97961.859
1636731194279,2021-11-12T10:33:14.279,1.357,97976.359
1636731194413,2021-11-12T10:33:14.413,1.491,97967.367
1636731194550,2021-11-12T10:33:14.550,1.628,97972.188
1636731194686,2021-11-12T10:33:14.686,1.764,97974.266
1636731194821,2021-11-12T10:33:14.821,1.899,97974.266
1636731194957,2021-11-12T10:33:14.957,2.035,97968.930
1636731195093,2021-11-12T10:33:15.093,2.171,97967.594
1636731195228,2021-11-12T10:33:15.228,2.306,97971.016
1636731195364,2021-11-12T10:33:15.364,2.442,97970.844
1636731195500,2021-11-12T10:33:15.500,2.578,97970.266
1636731195635,2021-11-12T10:33:15.635,2.713,97974.852
1636731195771,2021-11-12T10:33:15.771,2.849,97972.938
1636731195906,2021-11-12T10:33:15.906,2.984,97970.266
1636731196042,2021-11-12T10:33:16.042,3.120,97970.266
1636731196178,2021-11-12T10:33:16.178,3.256,97971.016
1636731196313,2021-11-12T10:33:16.313,3.391,97967.016
1636731196449,2021-11-12T10:33:16.449,3.527,97975.805
1636731196586,2021-11-12T10:33:16.586,3.664,97977.141
1636731196720,2021-11-12T10:33:16.720,3.798,97970.469
1636731196857,2021-11-12T10:33:16.857,3.935,97970.469
1636731196991,2021-11-12T10:33:16.991,4.069,97964.922
1636731197128,2021-11-12T10:33:17.128,4.206,97967.797
1636731197264,2021-11-12T10:33:17.264,4.342,97973.313
1636731197400,2021-11-12T10:33:17.400,4.478,97970.469
1636731197535,2021-11-12T10:33:17.535,4.613,97972.555
1636731197671,2021-11-12T10:33:17.671,4.749,97971.969
1636731197806,2021-11-12T10:33:17.806,4.884,97965.297
1636731197942,2021-11-12T10:33:17.942,5.020,97969.297
1636731198078,2021-11-12T10:33:18.078,5.156,97972.750
1636731198213,2021-11-12T10:33:18.213,5.291,97969.297
1636731198349,2021-11-12T10:33:18.349,5.427,97971.422
1636731198486,2021-11-12T10:33:18.486,5.564,97975.422
1636731198622,2021-11-12T10:33:18.622,5.700,97969.891
1636731198757,2021-11-12T10:33:18.757,5.835,97973.508
1636731198893,2021-11-12T10:33:18.893,5.971,97969.500
1636731199028,2021-11-12T10:33:19.028,6.106,97967.969
1636731199164,2021-11-12T10:33:19.164,6.242,97969.297
1636731199300,2021-11-12T10:33:19.300,6.378,97967.414
1636731199435,2021-11-12T10:33:19.435,6.513,97971.969
1636731199571,2021-11-12T10:33:19.571,6.649,97967.969
1636731199706,2021-11-12T10:33:19.706,6.784,97968.172
1636731199842,2021-11-12T10:33:19.842,6.920,97972.375
1636731199978,2021-11-12T10:33:19.978,7.056,97968.375
1636731200113,2021-11-12T10:33:20.113,7.191,97968.375
1636731200249,2021-11-12T10:33:20.249,7.327,97975.594
1636731200385,2021-11-12T10:33:20.385,7.463,97970.258
1636731200520,2021-11-12T10:33:20.520,7.598,97971.797
1636731200656,2021-11-12T10:33:20.656,7.734,97975.047
1636731200791,2021-11-12T10:33:20.791,7.869,97971.039
1636731200927,2021-11-12T10:33:20.927,8.005,97967.203
1636731201064,2021-11-12T10:33:21.064,8.142,97970.453
1636731201198,2021-11-12T10:33:21.198,8.276,97972.375
1636731201335,2021-11-12T10:33:21.335,8.413,97972.742
1636731201471,2021-11-12T10:33:21.471,8.549,97972.945
1636731201606,2021-11-12T10:33:21.606,8.684,97972.945
1636731201742,2021-11-12T10:33:21.742,8.820,97976.172
1636731201878,2021-11-12T10:33:21.878,8.956,97973.703
1636731202013,2021-11-12T10:33:22.013,9.091,97973.500
1636731202149,2021-11-12T10:33:22.149,9.227,97978.453
1636731202285,2021-11-12T10:33:22.285,9.363,97970.281
1636731202420,2021-11-12T10:33:22.420,9.498,97971.609
1636731202556,2021-11-12T10:33:22.556,9.634,97971.406
1636731202693,2021-11-12T10:33:22.693,9.771,97971.609
1636731202827,2021-11-12T10:33:22.827,9.905,97971.781
1636731202964,2021-11-12T10:33:22.964,10.042,97969.109
1636731203098,2021-11-12T10:33:23.098,10.176,97970.445
1636731203235,2021-11-12T10:33:23.235,10.313,97972.945
