epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635776313420,2021-11-01T10:18:33.420,0.000,-4.939,8.720,-2.317
1635776313430,2021-11-01T10:18:33.430,0.010,-5.000,8.171,-1.463
1635776313440,2021-11-01T10:18:33.440,0.020,-4.573,8.171,-1.402
1635776313450,2021-11-01T10:18:33.450,0.030,-4.329,8.049,-1.098
1635776313460,2021-11-01T10:18:33.460,0.040,-4.146,7.744,-0.793
1635776313470,2021-11-01T10:18:33.470,0.050,-3.963,7.256,-0.366
1635776313480,2021-11-01T10:18:33.480,0.060,-3.780,6.951,-0.061
1635776313490,2021-11-01T10:18:33.490,0.070,-3.659,6.585,0.122
1635776313500,2021-11-01T10:18:33.500,0.080,-3.476,6.220,0.488
1635776313510,2021-11-01T10:18:33.510,0.090,-3.232,5.793,0.610
1635776313520,2021-11-01T10:18:33.520,0.100,-3.537,5.366,0.549
1635776313530,2021-11-01T10:18:33.530,0.110,-3.720,5.122,0.427
1635776313540,2021-11-01T10:18:33.540,0.120,-3.415,4.695,0.366
1635776313550,2021-11-01T10:18:33.550,0.130,-2.744,4.390,0.488
1635776313560,2021-11-01T10:18:33.560,0.140,-1.890,4.146,0.732
1635776313570,2021-11-01T10:18:33.570,0.150,-1.524,3.841,0.976
1635776313580,2021-11-01T10:18:33.580,0.160,-1.341,3.415,1.280
1635776313590,2021-11-01T10:18:33.590,0.170,-1.280,3.110,1.646
1635776313600,2021-11-01T10:18:33.600,0.180,-1.220,2.744,1.951
1635776313610,2021-11-01T10:18:33.610,0.190,-0.915,2.378,2.439
1635776313620,2021-11-01T10:18:33.620,0.200,-0.793,2.012,2.744
1635776313630,2021-11-01T10:18:33.630,0.210,-0.793,1.890,2.683
1635776313640,2021-11-01T10:18:33.640,0.220,-0.854,2.073,2.561
1635776313650,2021-11-01T10:18:33.650,0.230,-1.037,2.195,2.256
1635776313660,2021-11-01T10:18:33.660,0.240,-1.280,2.378,2.012
1635776313670,2021-11-01T10:18:33.670,0.250,-1.524,2.256,2.073
1635776313680,2021-11-01T10:18:33.680,0.260,-1.707,2.195,1.890
1635776313690,2021-11-01T10:18:33.690,0.270,-2.378,2.378,1.341
1635776313700,2021-11-01T10:18:33.700,0.280,-2.866,2.744,0.732
1635776313710,2021-11-01T10:18:33.710,0.290,-3.049,3.049,0.366
