epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1635778109807,2021-11-01T10:48:29.807,0.000,99393.688
1635778109943,2021-11-01T10:48:29.943,0.136,99395.242
1635778110079,2021-11-01T10:48:30.079,0.272,99394.672
1635778110215,2021-11-01T10:48:30.215,0.408,99395.453
1635778110350,2021-11-01T10:48:30.350,0.543,99387.953
1635778110486,2021-11-01T10:48:30.486,0.679,99397.922
1635778110621,2021-11-01T10:48:30.621,0.814,99393.141
1635778110757,2021-11-01T10:48:30.757,0.950,99395.453
1635778110894,2021-11-01T10:48:30.894,1.087,99392.781
1635778111028,2021-11-01T10:48:31.028,1.221,99395.453
1635778111165,2021-11-01T10:48:31.165,1.358,99394.117
1635778111301,2021-11-01T10:48:31.301,1.494,99393.906
1635778111436,2021-11-01T10:48:31.436,1.629,99396.000
1635778111572,2021-11-01T10:48:31.572,1.765,99400.820
1635778111708,2021-11-01T10:48:31.708,1.901,99393.328
1635778111843,2021-11-01T10:48:31.843,2.036,99399.484
1635778111979,2021-11-01T10:48:31.979,2.172,99393.906
1635778112115,2021-11-01T10:48:32.115,2.308,99394.117
1635778112250,2021-11-01T10:48:32.250,2.443,99390.641
1635778112386,2021-11-01T10:48:32.386,2.579,99398.906
1635778112523,2021-11-01T10:48:32.523,2.716,99391.438
1635778112657,2021-11-01T10:48:32.657,2.850,99396.219
1635778112794,2021-11-01T10:48:32.794,2.987,99397.563
1635778112930,2021-11-01T10:48:32.930,3.123,99392.781
1635778113065,2021-11-01T10:48:33.065,3.258,99396.219
1635778113201,2021-11-01T10:48:33.201,3.394,99394.117
1635778113336,2021-11-01T10:48:33.336,3.529,99396.219
1635778113472,2021-11-01T10:48:33.472,3.665,99394.117
1635778113608,2021-11-01T10:48:33.608,3.801,99391.219
1635778113743,2021-11-01T10:48:33.743,3.936,99399.664
1635778113879,2021-11-01T10:48:33.879,4.072,99397.922
1635778114015,2021-11-01T10:48:34.015,4.208,99390.641
1635778114150,2021-11-01T10:48:34.150,4.343,99397.563
1635778114286,2021-11-01T10:48:34.286,4.479,99394.875
1635778114422,2021-11-01T10:48:34.422,4.615,99397.563
1635778114557,2021-11-01T10:48:34.557,4.750,99400.242
1635778114693,2021-11-01T10:48:34.693,4.886,99393.328
1635778114828,2021-11-01T10:48:34.828,5.021,99392.195
1635778114964,2021-11-01T10:48:34.964,5.157,99395.453
1635778115101,2021-11-01T10:48:35.101,5.294,99392.195
1635778115235,2021-11-01T10:48:35.235,5.428,99390.281
1635778115372,2021-11-01T10:48:35.372,5.565,99392.953
1635778115508,2021-11-01T10:48:35.508,5.701,99395.641
1635778115643,2021-11-01T10:48:35.643,5.836,99396.219
1635778115779,2021-11-01T10:48:35.779,5.972,99396.219
1635778115914,2021-11-01T10:48:35.914,6.107,99394.297
1635778116050,2021-11-01T10:48:36.050,6.243,99397.563
1635778116186,2021-11-01T10:48:36.186,6.379,99395.094
1635778116321,2021-11-01T10:48:36.321,6.514,99395.641
1635778116457,2021-11-01T10:48:36.457,6.650,99397.773
1635778116593,2021-11-01T10:48:36.593,6.786,99397.195
1635778116728,2021-11-01T10:48:36.728,6.921,99396.984
1635778116864,2021-11-01T10:48:36.864,7.057,99392.953
1635778117001,2021-11-01T10:48:37.001,7.194,99395.641
1635778117135,2021-11-01T10:48:37.135,7.328,99394.875
1635778117272,2021-11-01T10:48:37.272,7.465,99394.297
1635778117406,2021-11-01T10:48:37.406,7.599,99394.297
1635778117543,2021-11-01T10:48:37.543,7.736,99396.438
1635778117679,2021-11-01T10:48:37.679,7.872,99391.063
1635778117814,2021-11-01T10:48:37.814,8.007,99392.406
1635778117950,2021-11-01T10:48:37.950,8.143,99392.781
1635778118086,2021-11-01T10:48:38.086,8.279,99397.195
1635778118221,2021-11-01T10:48:38.221,8.414,99394.297
1635778118357,2021-11-01T10:48:38.357,8.550,99396.984
1635778118493,2021-11-01T10:48:38.493,8.686,99399.875
1635778118628,2021-11-01T10:48:38.628,8.821,99392.406
1635778118764,2021-11-01T10:48:38.764,8.957,99393.750
1635778118899,2021-11-01T10:48:38.899,9.092,99395.859
1635778119035,2021-11-01T10:48:39.035,9.228,99393.750
1635778119171,2021-11-01T10:48:39.171,9.364,99395.859
1635778119306,2021-11-01T10:48:39.306,9.499,99392.406
1635778119442,2021-11-01T10:48:39.442,9.635,99393.750
1635778119579,2021-11-01T10:48:39.579,9.772,99394.297
1635778119713,2021-11-01T10:48:39.713,9.906,99397.195
1635778119850,2021-11-01T10:48:39.850,10.043,99395.859
1635778119986,2021-11-01T10:48:39.986,10.179,99395.859
1635778120121,2021-11-01T10:48:40.121,10.314,99392.406
1635778120257,2021-11-01T10:48:40.257,10.450,99393.750
1635778120392,2021-11-01T10:48:40.392,10.585,99392.953
1635778120528,2021-11-01T10:48:40.528,10.721,99393.750
1635778120664,2021-11-01T10:48:40.664,10.857,99397.195
1635778120800,2021-11-01T10:48:40.800,10.993,99393.172
1635778120935,2021-11-01T10:48:40.935,11.128,99390.484
1635778121071,2021-11-01T10:48:41.071,11.264,99391.828
1635778121206,2021-11-01T10:48:41.206,11.399,99391.063
1635778121342,2021-11-01T10:48:41.342,11.535,99395.859
1635778121479,2021-11-01T10:48:41.479,11.672,99397.195
1635778121613,2021-11-01T10:48:41.613,11.806,99394.516
1635778121750,2021-11-01T10:48:41.750,11.943,99391.281
1635778121886,2021-11-01T10:48:41.886,12.079,99394.297
1635778122021,2021-11-01T10:48:42.021,12.214,99395.094
1635778122157,2021-11-01T10:48:42.157,12.350,99393.750
1635778122292,2021-11-01T10:48:42.292,12.485,99390.484
1635778122428,2021-11-01T10:48:42.428,12.621,99396.438
1635778122564,2021-11-01T10:48:42.564,12.757,99397.984
1635778122699,2021-11-01T10:48:42.699,12.892,99397.195
1635778122835,2021-11-01T10:48:42.835,13.028,99393.969
1635778122971,2021-11-01T10:48:42.971,13.164,99393.422
1635778123106,2021-11-01T10:48:43.106,13.299,99400.672
1635778123242,2021-11-01T10:48:43.242,13.435,99398.531
1635778123377,2021-11-01T10:48:43.377,13.570,99397.984
1635778123513,2021-11-01T10:48:43.513,13.706,99400.125
1635778123649,2021-11-01T10:48:43.649,13.842,99394.750
1635778123784,2021-11-01T10:48:43.784,13.977,99393.172
1635778123920,2021-11-01T10:48:43.920,14.113,99393.422
1635778124057,2021-11-01T10:48:44.057,14.250,99390.484
1635778124191,2021-11-01T10:48:44.191,14.384,99395.859
1635778124328,2021-11-01T10:48:44.328,14.521,99396.094
1635778124464,2021-11-01T10:48:44.464,14.657,99397.984
1635778124599,2021-11-01T10:48:44.599,14.792,99392.078
1635778124735,2021-11-01T10:48:44.735,14.928,99390.734
1635778124870,2021-11-01T10:48:44.870,15.063,99399.328
1635778125006,2021-11-01T10:48:45.006,15.199,99395.305
1635778125142,2021-11-01T10:48:45.142,15.335,99393.969
1635778125277,2021-11-01T10:48:45.277,15.470,99395.516
1635778125413,2021-11-01T10:48:45.413,15.606,99391.828
1635778125549,2021-11-01T10:48:45.549,15.742,99392.625
1635778125684,2021-11-01T10:48:45.684,15.877,99388.047
1635778125820,2021-11-01T10:48:45.820,16.013,99392.078
1635778125955,2021-11-01T10:48:45.955,16.148,99399.875
1635778126091,2021-11-01T10:48:46.091,16.284,99392.078
1635778126228,2021-11-01T10:48:46.228,16.421,99392.836
1635778126362,2021-11-01T10:48:46.362,16.555,99394.750
1635778126499,2021-11-01T10:48:46.499,16.692,99392.836
1635778126635,2021-11-01T10:48:46.635,16.828,99397.625
1635778126770,2021-11-01T10:48:46.770,16.963,99395.516
1635778126906,2021-11-01T10:48:46.906,17.099,99395.516
1635778127041,2021-11-01T10:48:47.041,17.234,99393.594
1635778127177,2021-11-01T10:48:47.177,17.370,99393.422
1635778127313,2021-11-01T10:48:47.313,17.506,99387.469
1635778127448,2021-11-01T10:48:47.448,17.641,99396.281
1635778127584,2021-11-01T10:48:47.584,17.777,99394.391
1635778127720,2021-11-01T10:48:47.720,17.913,99393.422
1635778127855,2021-11-01T10:48:47.855,18.048,99386.703
1635778127991,2021-11-01T10:48:47.991,18.184,99394.938
1635778128126,2021-11-01T10:48:48.126,18.319,99393.594
1635778128262,2021-11-01T10:48:48.262,18.455,99394.938
1635778128398,2021-11-01T10:48:48.398,18.591,99394.938
1635778128533,2021-11-01T10:48:48.533,18.726,99392.078
1635778128669,2021-11-01T10:48:48.669,18.862,99392.250
1635778128806,2021-11-01T10:48:48.806,18.999,99397.438
1635778128940,2021-11-01T10:48:48.940,19.133,99394.180
1635778129077,2021-11-01T10:48:49.077,19.270,99390.914
1635778129211,2021-11-01T10:48:49.211,19.404,99390.156
1635778129348,2021-11-01T10:48:49.348,19.541,99391.492
1635778129484,2021-11-01T10:48:49.484,19.677,99397.625
1635778129620,2021-11-01T10:48:49.620,19.813,99389.578
1635778129755,2021-11-01T10:48:49.755,19.948,99389.031
1635778129891,2021-11-01T10:48:49.891,20.084,99394.938
1635778130026,2021-11-01T10:48:50.026,20.219,99396.281
1635778130162,2021-11-01T10:48:50.162,20.355,99394.180
1635778130298,2021-11-01T10:48:50.298,20.491,99394.938
1635778130433,2021-11-01T10:48:50.433,20.626,99391.492
1635778130569,2021-11-01T10:48:50.569,20.762,99397.625
1635778130706,2021-11-01T10:48:50.706,20.899,99397.836
1635778130840,2021-11-01T10:48:50.840,21.033,99393.594
1635778130977,2021-11-01T10:48:50.977,21.170,99394.180
1635778131111,2021-11-01T10:48:51.111,21.304,99393.594
1635778131248,2021-11-01T10:48:51.248,21.441,99394.938
1635778131384,2021-11-01T10:48:51.384,21.577,99393.047
1635778131519,2021-11-01T10:48:51.519,21.712,99396.281
1635778131655,2021-11-01T10:48:51.655,21.848,99396.281
1635778131791,2021-11-01T10:48:51.791,21.984,99395.516
1635778131926,2021-11-01T10:48:51.926,22.119,99397.078
1635778132062,2021-11-01T10:48:52.062,22.255,99392.250
1635778132197,2021-11-01T10:48:52.197,22.390,99393.594
1635778132333,2021-11-01T10:48:52.333,22.526,99394.938
1635778132469,2021-11-01T10:48:52.469,22.662,99389.031
1635778132604,2021-11-01T10:48:52.604,22.797,99394.578
1635778132740,2021-11-01T10:48:52.740,22.933,99391.703
1635778132877,2021-11-01T10:48:52.877,23.070,99394.391
1635778133011,2021-11-01T10:48:53.011,23.204,99393.047
1635778133148,2021-11-01T10:48:53.148,23.341,99392.469
1635778133284,2021-11-01T10:48:53.284,23.477,99392.250
1635778133419,2021-11-01T10:48:53.419,23.612,99392.250
1635778133555,2021-11-01T10:48:53.555,23.748,99393.047
1635778133690,2021-11-01T10:48:53.690,23.883,99389.789
1635778133826,2021-11-01T10:48:53.826,24.019,99389.578
1635778133962,2021-11-01T10:48:53.962,24.155,99396.281
1635778134097,2021-11-01T10:48:54.097,24.290,99393.047
1635778134233,2021-11-01T10:48:54.233,24.426,99390.914
1635778134369,2021-11-01T10:48:54.369,24.562,99392.836
1635778134504,2021-11-01T10:48:54.504,24.697,99389.578
1635778134640,2021-11-01T10:48:54.640,24.833,99390.359
1635778134776,2021-11-01T10:48:54.776,24.969,99394.391
1635778134911,2021-11-01T10:48:54.911,25.104,99396.492
1635778135047,2021-11-01T10:48:55.047,25.240,99392.469
1635778135182,2021-11-01T10:48:55.182,25.375,99393.594
1635778135318,2021-11-01T10:48:55.318,25.511,99394.391
1635778135455,2021-11-01T10:48:55.455,25.648,99390.914
1635778135589,2021-11-01T10:48:55.589,25.782,99394.578
1635778135726,2021-11-01T10:48:55.726,25.919,99399.172
1635778135862,2021-11-01T10:48:55.862,26.055,99393.594
1635778135997,2021-11-01T10:48:55.997,26.190,99392.469
1635778136133,2021-11-01T10:48:56.133,26.326,99396.492
1635778136268,2021-11-01T10:48:56.268,26.461,99397.836
1635778136404,2021-11-01T10:48:56.404,26.597,99393.047
1635778136540,2021-11-01T10:48:56.540,26.733,99394.391
1635778136675,2021-11-01T10:48:56.675,26.868,99390.359
1635778136811,2021-11-01T10:48:56.811,27.004,99395.734
1635778136947,2021-11-01T10:48:56.947,27.140,99391.125
1635778137082,2021-11-01T10:48:57.082,27.275,99393.813
1635778137218,2021-11-01T10:48:57.218,27.411,99393.813
1635778137355,2021-11-01T10:48:57.355,27.548,99392.469
1635778137489,2021-11-01T10:48:57.489,27.682,99394.023
1635778137626,2021-11-01T10:48:57.626,27.819,99390.547
1635778137760,2021-11-01T10:48:57.760,27.953,99387.867
1635778137897,2021-11-01T10:48:57.897,28.090,99388.445
1635778138033,2021-11-01T10:48:58.033,28.226,99390.547
1635778138168,2021-11-01T10:48:58.168,28.361,99395.148
1635778138304,2021-11-01T10:48:58.304,28.497,99397.078
1635778138440,2021-11-01T10:48:58.440,28.633,99392.250
1635778138575,2021-11-01T10:48:58.575,28.768,99391.125
1635778138711,2021-11-01T10:48:58.711,28.904,99393.234
1635778138846,2021-11-01T10:48:58.846,29.039,99390.914
1635778138982,2021-11-01T10:48:58.982,29.175,99395.148
1635778139118,2021-11-01T10:48:59.118,29.311,99392.688
1635778139253,2021-11-01T10:48:59.253,29.446,99395.906
1635778139389,2021-11-01T10:48:59.389,29.582,99395.359
1635778139525,2021-11-01T10:48:59.525,29.718,99391.125
1635778139660,2021-11-01T10:48:59.660,29.853,99396.492
1635778139796,2021-11-01T10:48:59.796,29.989,99393.234
1635778139933,2021-11-01T10:48:59.933,30.126,99395.148
1635778140067,2021-11-01T10:49:00.067,30.260,99391.125
1635778140204,2021-11-01T10:49:00.204,30.397,99391.891
1635778140340,2021-11-01T10:49:00.340,30.533,99398.047
1635778140475,2021-11-01T10:49:00.475,30.668,99394.578
1635778140611,2021-11-01T10:49:00.611,30.804,99387.102
1635778140747,2021-11-01T10:49:00.747,30.940,99396.703
1635778140882,2021-11-01T10:49:00.882,31.075,99392.688
1635778141018,2021-11-01T10:49:01.018,31.211,99393.234
1635778141154,2021-11-01T10:49:01.154,31.347,99394.578
1635778141289,2021-11-01T10:49:01.289,31.482,99393.813
1635778141425,2021-11-01T10:49:01.425,31.618,99388.445
1635778141560,2021-11-01T10:49:01.560,31.753,99393.234
1635778141696,2021-11-01T10:49:01.696,31.889,99393.234
