epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1635530130430,2021-10-29T13:55:30.430,0.000,96499.984
1635530130566,2021-10-29T13:55:30.566,0.136,96506.250
1635530130701,2021-10-29T13:55:30.701,0.271,96500.891
1635530130837,2021-10-29T13:55:30.837,0.407,96499.688
1635530130972,2021-10-29T13:55:30.972,0.542,96498.344
1635530131108,2021-10-29T13:55:31.108,0.678,96498.953
1635530131244,2021-10-29T13:55:31.244,0.814,96500.297
1635530131379,2021-10-29T13:55:31.379,0.949,96502.969
1635530131515,2021-10-29T13:55:31.515,1.085,96502.367
1635530131652,2021-10-29T13:55:31.652,1.222,96500.297
1635530131786,2021-10-29T13:55:31.786,1.356,96501.031
1635530131923,2021-10-29T13:55:31.923,1.493,96501.031
1635530132057,2021-10-29T13:55:32.057,1.627,96503.711
1635530132194,2021-10-29T13:55:32.194,1.764,96496.266
1635530132330,2021-10-29T13:55:32.330,1.900,96498.953
1635530132465,2021-10-29T13:55:32.465,2.035,96505.047
1635530132601,2021-10-29T13:55:32.601,2.171,96505.047
1635530132737,2021-10-29T13:55:32.737,2.307,96505.820
1635530132872,2021-10-29T13:55:32.872,2.442,96498.344
1635530133008,2021-10-29T13:55:33.008,2.578,96501.031
1635530133144,2021-10-29T13:55:33.144,2.714,96500.453
1635530133279,2021-10-29T13:55:33.279,2.849,96503.141
1635530133415,2021-10-29T13:55:33.415,2.985,96500.297
1635530133552,2021-10-29T13:55:33.552,3.122,96503.141
1635530133686,2021-10-29T13:55:33.686,3.256,96504.313
1635530133823,2021-10-29T13:55:33.823,3.393,96498.953
1635530133957,2021-10-29T13:55:33.957,3.527,96501.625
1635530134094,2021-10-29T13:55:34.094,3.664,96499.688
1635530134230,2021-10-29T13:55:34.230,3.800,96494.922
1635530134365,2021-10-29T13:55:34.365,3.935,96496.266
1635530134501,2021-10-29T13:55:34.501,4.071,96492.250
1635530134637,2021-10-29T13:55:34.637,4.207,96493.586
1635530134772,2021-10-29T13:55:34.772,4.342,96494.766
1635530134908,2021-10-29T13:55:34.908,4.478,96501.625
1635530135044,2021-10-29T13:55:35.044,4.614,96495.672
1635530135179,2021-10-29T13:55:35.179,4.749,96495.094
1635530135315,2021-10-29T13:55:35.315,4.885,96492.250
1635530135451,2021-10-29T13:55:35.451,5.021,96495.672
1635530135586,2021-10-29T13:55:35.586,5.156,96496.266
1635530135722,2021-10-29T13:55:35.722,5.292,96496.867
1635530135857,2021-10-29T13:55:35.857,5.427,96499.109
1635530135993,2021-10-29T13:55:35.993,5.563,96497.000
1635530136130,2021-10-29T13:55:36.130,5.700,96491.641
1635530136264,2021-10-29T13:55:36.264,5.834,96500.453
1635530136401,2021-10-29T13:55:36.401,5.971,96497.000
1635530136537,2021-10-29T13:55:36.537,6.107,96495.672
1635530136672,2021-10-29T13:55:36.672,6.242,96493.586
1635530136808,2021-10-29T13:55:36.808,6.378,96495.094
1635530136944,2021-10-29T13:55:36.944,6.514,96497.914
1635530137079,2021-10-29T13:55:37.079,6.649,96499.109
1635530137215,2021-10-29T13:55:37.215,6.785,96496.438
1635530137351,2021-10-29T13:55:37.351,6.921,96495.828
1635530137488,2021-10-29T13:55:37.488,7.058,96491.070
1635530137622,2021-10-29T13:55:37.622,7.192,96496.438
1635530137759,2021-10-29T13:55:37.759,7.329,96494.328
1635530137893,2021-10-29T13:55:37.893,7.463,96497.914
1635530138030,2021-10-29T13:55:38.030,7.600,96498.516
1635530138166,2021-10-29T13:55:38.166,7.736,96496.438
1635530138301,2021-10-29T13:55:38.301,7.871,96490.469
1635530138437,2021-10-29T13:55:38.437,8.007,96497.172
1635530138573,2021-10-29T13:55:38.573,8.143,96492.414
1635530138708,2021-10-29T13:55:38.708,8.278,96495.828
1635530138844,2021-10-29T13:55:38.844,8.414,96492.547
1635530138980,2021-10-29T13:55:38.980,8.550,96492.414
1635530139115,2021-10-29T13:55:39.115,8.685,96489.875
1635530139251,2021-10-29T13:55:39.251,8.821,96491.070
1635530139387,2021-10-29T13:55:39.387,8.957,96496.570
1635530139522,2021-10-29T13:55:39.522,9.092,96488.531
1635530139658,2021-10-29T13:55:39.658,9.228,96495.234
1635530139793,2021-10-29T13:55:39.793,9.363,96496.570
1635530139929,2021-10-29T13:55:39.929,9.499,96489.297
