,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.5002880000000001,0.0018250271102204442,0.8288719999999999,0.0005527771703406804,-0.169864,0.0010360736513026054,193.21599999999998,249.8373333333333,64772.69774399999,27143.292037333333,414.436,-0.32964200000000005,10.438769296428855,-0.052085999999999896,16.390135233070165,-1.010732,8.923404372921844,-232.07666666666663,1219.0113333333331,60830.128106333315,64933.5643103333,1513.245,1
1,0.485636,0.0013717389819639283,0.8391779999999999,0.0005197458076152307,-0.15800399999999998,0.0016879238316633266,194.46833333333333,247.13633333333328,63901.514020333314,29013.86214433333,419.58899999999994,0.886936,30.90457088166736,0.41806000000000015,58.755786930260484,1.1554880000000003,36.215208570998016,410.08066666666673,2116.0753333333337,34823.53896933334,202128.29404133357,2634.8860000000004,1
2,0.533368,0.004441711999999997,0.802318,0.001709030937875749,-0.185522,0.0025072039238476992,191.694,253.53466666666665,65206.86667499999,23907.010326333333,401.159,1.790472,39.23664616554705,-1.09802,67.93673781923856,2.446596,120.6622585458757,523.1746666666667,3000.463333333333,889091.1385373331,573291.518921333,3788.9139999999998,1
3,0.608386,0.0029603657354709528,0.7350639999999999,0.001649033971943891,-0.233648,0.0017647896753506995,184.96699999999998,262.8496666666666,69311.312991,16995.57872433333,367.532,0.29719399999999996,22.821123888140324,-1.7044040000000003,24.214738798380782,1.559708,96.94382478430451,25.416333333333302,2013.8523333333333,677281.8042643334,678099.9191723331,2958.392,1
4,0.643124,0.0004240527294589183,0.7116879999999999,0.0006002391342685378,-0.15459,0.034879272444889774,200.037,265.147,57978.592548999986,16525.269288999996,355.84399999999994,-2.818528,38.37113946815233,4.520939999999999,242.78544602044096,0.20470799999999975,20.422967289314652,317.853333333333,2210.566,3401566.8796893326,1254095.8638039995,3475.0359999999996,1
5,0.65185,0.0005412419839679367,0.727274,0.00048703699799599253,0.076936,0.040631422749499026,242.67666666666665,264.566,31631.433392333336,19658.887411,363.637,-1.131776,62.413016999823405,2.667895999999999,356.6920434280394,-0.2845860000000001,15.987002483571127,208.5889999999998,2553.8603333333335,994682.8401669995,2798139.861362334,4407.292,1
6,0.653934,0.0005576569579158318,0.726064,0.00029043677755511067,0.012082000000000008,0.04310171871342684,232.01333333333335,263.162,38622.79263033334,20417.300275000005,363.03200000000004,0.655308,119.97012125965539,-1.2099019999999996,396.08417291422484,-0.5783480000000003,12.027799541979968,-188.82366666666667,2989.5376666666666,224990.66355633325,4004507.639330334,5019.483,1
7,0.632656,0.0007034044729458923,0.7447480000000001,0.0007983932825651318,0.007926000000000002,0.04101846545490996,230.88833333333332,262.037,39406.618710333336,21112.072317000002,372.374,-0.6781440000000006,106.87733690106637,1.4755779999999998,293.42076428448604,-0.8249460000000001,12.42582683274949,-4.5853333333334945,2704.8293333333336,414686.6647943334,2232915.8511943338,4095.757,1
8,0.61961,0.0002149397795591189,0.7591860000000001,0.0002951977995991989,0.040662000000000004,0.03767171518637274,236.5763333333334,261.9056666666667,36289.12437733335,21781.79936933334,379.5930000000001,2.58949,79.47380649889777,-3.4337039999999996,148.50767737513416,0.061135999999999996,7.82021138427254,-130.51299999999992,2172.8123333333338,2286889.439023,1327221.4574943334,3056.1240000000003,1
9,0.6079220000000001,0.000460597110220441,0.768356,0.0005928148937875766,0.016281999999999998,0.03421645939478958,232.09333333333333,258.71933333333334,39224.67747633334,23462.644622333333,384.178,-0.4248679999999999,136.8106006238232,-1.1164719999999997,220.2619788388937,-0.19220800000000007,11.06844112298194,-288.9246666666666,2874.6893333333333,57779.61292133329,2644330.505257333,4047.406,1
10,0.616052,0.0007925343647294603,0.770722,0.0003987301763527052,0.16809200000000002,0.004164260056112209,259.14433333333335,260.441,24489.745308333335,23813.656825,385.361,-2.964336,51.469967630364735,1.8863880000000004,64.1486122699958,0.11434600000000006,16.087040695675366,-160.60033333333323,1598.643,1506164.1262943335,90474.41550900003,1788.83,1
11,0.609956,0.0013116293226452921,0.756578,0.0002694027214428861,0.005977999999999995,0.05028566484569141,228.75200000000004,263.25800000000004,39570.324807,19771.782680999997,378.289,2.074760000000001,187.98588564168313,-1.8655799999999991,329.3003778392783,-0.248182,13.373937006889758,-6.50033333333306,2969.2476666666666,980763.1308903333,2778944.764612334,4293.528,1
12,0.602604,0.0010150332505010047,0.762178,0.0002431285731462919,-0.079296,0.03450057353106212,214.24766666666667,257.1776666666667,49938.74850633333,22768.480296333335,381.089,3.1690319999999996,254.1755905681123,-3.2140299999999993,454.22489619749484,-0.41975799999999985,8.737152724885771,-77.45933333333325,4398.296666666666,2559618.7570803324,8970510.063790334,6768.857,1
13,0.6137859999999998,0.00038573166733467027,0.774896,0.0001535482805611227,0.07473199999999998,0.01598620458517035,243.9023333333333,254.4703333333333,33615.219746333336,27402.239706333334,387.44800000000004,-1.9458079999999998,149.61630958230074,0.041284000000000105,191.02910799132616,-0.19680200000000003,7.43003577835272,-350.22099999999995,2969.9743333333336,294343.39782899996,3197632.633630335,4197.530000000001,1
14,0.5962860000000001,0.00023469359118236512,0.7790620000000001,0.00013546107815631301,0.016746000000000004,0.031183504492985972,232.0156666666667,257.31033333333335,39599.97340133335,24548.533769333342,389.53100000000006,0.22418600000000016,146.05418100140648,-1.8890180000000005,156.60097732833228,-0.147384,2.2870529304048093,-302.03600000000006,2526.7153333333335,318207.6833530002,2975424.7269823337,3536.6270000000004,1
15,0.6041479999999999,0.0006233247454909833,0.774356,0.00015228984368737463,-0.03444000000000001,0.02284819478957918,224.01066666666665,252.688,45454.84860933333,27168.460235999995,387.178,1.1295439999999999,103.22878400808015,-0.1575039999999999,198.15825088375144,-0.0547120000000001,4.116690049154308,152.88799999999998,2672.0726666666665,127896.70929599997,3093749.4172173315,4103.753999999999,1
