epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1635529049690,2021-10-29T13:37:29.690,0.000,96513.219
1635529049826,2021-10-29T13:37:29.826,0.136,96510.703
1635529049963,2021-10-29T13:37:29.963,0.273,96507.422
1635529050097,2021-10-29T13:37:30.097,0.407,96510.109
1635529050234,2021-10-29T13:37:30.234,0.544,96506.828
1635529050368,2021-10-29T13:37:30.368,0.678,96512.188
1635529050505,2021-10-29T13:37:30.505,0.815,96506.086
1635529050641,2021-10-29T13:37:30.641,0.951,96504.008
1635529050776,2021-10-29T13:37:30.776,1.086,96501.328
1635529050912,2021-10-29T13:37:30.912,1.222,96509.508
1635529051048,2021-10-29T13:37:31.048,1.358,96505.922
1635529051183,2021-10-29T13:37:31.183,1.493,96508.766
1635529051319,2021-10-29T13:37:31.319,1.629,96505.484
1635529051454,2021-10-29T13:37:31.454,1.764,96508.766
1635529051590,2021-10-29T13:37:31.590,1.900,96514.125
1635529051726,2021-10-29T13:37:31.726,2.036,96506.086
1635529051861,2021-10-29T13:37:31.861,2.171,96509.508
1635529051997,2021-10-29T13:37:31.997,2.307,96504.141
1635529052134,2021-10-29T13:37:32.134,2.444,96504.750
1635529052268,2021-10-29T13:37:32.268,2.578,96510.273
1635529052405,2021-10-29T13:37:32.405,2.715,96508.938
1635529052541,2021-10-29T13:37:32.541,2.851,96509.508
1635529052676,2021-10-29T13:37:32.676,2.986,96511.445
1635529052812,2021-10-29T13:37:32.812,3.122,96510.109
1635529052948,2021-10-29T13:37:32.948,3.258,96513.531
1635529053083,2021-10-29T13:37:33.083,3.393,96514.727
1635529053219,2021-10-29T13:37:33.219,3.529,96514.125
1635529053355,2021-10-29T13:37:33.355,3.665,96514.875
1635529053490,2021-10-29T13:37:33.490,3.800,96514.875
1635529053626,2021-10-29T13:37:33.626,3.936,96514.875
1635529053762,2021-10-29T13:37:33.762,4.072,96509.508
1635529053897,2021-10-29T13:37:33.897,4.207,96503.406
1635529054033,2021-10-29T13:37:34.033,4.343,96508.164
1635529054170,2021-10-29T13:37:34.170,4.480,96506.828
1635529054304,2021-10-29T13:37:34.304,4.614,96512.188
