epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635526740164,2021-10-29T12:59:00.164,0.000,-3.110,0.854,14.146
1635526740174,2021-10-29T12:59:00.174,0.010,-3.232,1.524,13.598
1635526740184,2021-10-29T12:59:00.184,0.020,-3.598,2.195,12.439
1635526740194,2021-10-29T12:59:00.194,0.030,-4.878,3.720,10.366
1635526740204,2021-10-29T12:59:00.204,0.040,-6.768,5.793,7.988
1635526740214,2021-10-29T12:59:00.214,0.050,-8.171,8.415,5.976
1635526740224,2021-10-29T12:59:00.224,0.060,-8.293,11.220,5.000
1635526740234,2021-10-29T12:59:00.234,0.070,-7.317,13.598,5.000
1635526740244,2021-10-29T12:59:00.244,0.080,-6.341,15.549,5.305
1635526740254,2021-10-29T12:59:00.254,0.090,-5.488,16.585,5.610
1635526740264,2021-10-29T12:59:00.264,0.100,-4.329,16.951,6.524
1635526740274,2021-10-29T12:59:00.274,0.110,-3.537,16.524,7.500
1635526740284,2021-10-29T12:59:00.284,0.120,-3.659,15.549,8.171
1635526740294,2021-10-29T12:59:00.294,0.130,-3.780,14.268,8.659
1635526740304,2021-10-29T12:59:00.304,0.140,-3.415,12.500,9.024
1635526740314,2021-10-29T12:59:00.314,0.150,-2.378,10.366,9.329
1635526740324,2021-10-29T12:59:00.324,0.160,-2.012,8.415,8.902
1635526740334,2021-10-29T12:59:00.334,0.170,-2.500,6.646,7.927
1635526740344,2021-10-29T12:59:00.344,0.180,-2.561,5.366,7.134
1635526740354,2021-10-29T12:59:00.354,0.190,-1.220,4.207,6.829
1635526740364,2021-10-29T12:59:00.364,0.200,0.549,3.171,6.585
1635526740374,2021-10-29T12:59:00.374,0.210,1.890,2.561,6.280
1635526740384,2021-10-29T12:59:00.384,0.220,3.171,2.134,6.098
1635526740394,2021-10-29T12:59:00.394,0.230,4.146,1.768,5.976
1635526740404,2021-10-29T12:59:00.404,0.240,4.878,1.220,5.976
1635526740414,2021-10-29T12:59:00.414,0.250,5.366,0.976,6.037
1635526740424,2021-10-29T12:59:00.424,0.260,5.793,0.854,6.220
1635526740434,2021-10-29T12:59:00.434,0.270,6.402,0.671,6.829
1635526740444,2021-10-29T12:59:00.444,0.280,7.439,0.366,7.744
1635526740454,2021-10-29T12:59:00.454,0.290,7.683,0.305,8.720
1635526740464,2021-10-29T12:59:00.464,0.300,6.890,0.549,9.146
1635526740474,2021-10-29T12:59:00.474,0.310,6.768,0.671,9.878
1635526740484,2021-10-29T12:59:00.484,0.320,7.622,0.610,11.159
1635526740494,2021-10-29T12:59:00.494,0.330,7.927,0.671,12.073
1635526740504,2021-10-29T12:59:00.504,0.340,6.220,1.402,12.622
1635526740514,2021-10-29T12:59:00.514,0.350,6.341,1.098,12.195
1635526740524,2021-10-29T12:59:00.524,0.360,2.622,1.707,10.305
1635526740534,2021-10-29T12:59:00.534,0.370,0.000,2.012,8.110
1635526740544,2021-10-29T12:59:00.544,0.380,-0.915,2.012,5.854
1635526740554,2021-10-29T12:59:00.554,0.390,-3.110,2.317,2.866
1635526740564,2021-10-29T12:59:00.564,0.400,-6.524,2.927,-0.915
1635526740574,2021-10-29T12:59:00.574,0.410,-9.024,3.720,-4.817
1635526740584,2021-10-29T12:59:00.584,0.420,-9.024,4.329,-7.927
1635526740594,2021-10-29T12:59:00.594,0.430,-9.268,5.122,-11.524
1635526740604,2021-10-29T12:59:00.604,0.440,-9.268,5.976,-15.366
1635526740614,2021-10-29T12:59:00.614,0.450,-6.341,6.768,-16.463
1635526740624,2021-10-29T12:59:00.624,0.460,-4.573,7.927,-17.866
1635526740634,2021-10-29T12:59:00.634,0.470,-4.878,9.451,-19.573
1635526740644,2021-10-29T12:59:00.644,0.480,-2.256,10.610,-20.000
1635526740654,2021-10-29T12:59:00.654,0.490,1.341,11.524,-20.000
1635526740664,2021-10-29T12:59:00.664,0.500,3.415,12.500,-20.366
1635526740674,2021-10-29T12:59:00.674,0.510,4.634,13.598,-20.793
1635526740684,2021-10-29T12:59:00.684,0.520,6.341,14.329,-20.793
1635526740694,2021-10-29T12:59:00.694,0.530,8.537,14.939,-20.122
1635526740704,2021-10-29T12:59:00.704,0.540,9.390,15.671,-19.634
1635526740714,2021-10-29T12:59:00.714,0.550,8.537,16.341,-19.695
1635526740724,2021-10-29T12:59:00.724,0.560,7.866,16.951,-19.695
1635526740734,2021-10-29T12:59:00.734,0.570,8.293,17.134,-19.512
1635526740744,2021-10-29T12:59:00.744,0.580,8.537,17.012,-19.573
1635526740754,2021-10-29T12:59:00.754,0.590,8.476,16.951,-19.756
1635526740764,2021-10-29T12:59:00.764,0.600,8.598,16.768,-19.817
1635526740774,2021-10-29T12:59:00.774,0.610,8.171,16.402,-20.122
1635526740784,2021-10-29T12:59:00.784,0.620,7.805,15.976,-20.000
