epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1636990469885,2021-11-15T10:34:29.885,0.000,98914.188
1636990470021,2021-11-15T10:34:30.021,0.136,98915.156
1636990470156,2021-11-15T10:34:30.156,0.271,98917.250
1636990470292,2021-11-15T10:34:30.292,0.407,98918.422
1636990470429,2021-11-15T10:34:30.429,0.544,98915.156
1636990470565,2021-11-15T10:34:30.565,0.680,98912.477
1636990470700,2021-11-15T10:34:30.700,0.815,98915.156
1636990470836,2021-11-15T10:34:30.836,0.951,98915.359
1636990470971,2021-11-15T10:34:30.971,1.086,98920.141
1636990471107,2021-11-15T10:34:31.107,1.222,98913.063
1636990471243,2021-11-15T10:34:31.243,1.358,98915.156
1636990471379,2021-11-15T10:34:31.379,1.494,98912.102
1636990471514,2021-11-15T10:34:31.514,1.629,98911.133
1636990471650,2021-11-15T10:34:31.650,1.765,98920.352
1636990471787,2021-11-15T10:34:31.787,1.902,98917.078
1636990471921,2021-11-15T10:34:31.921,2.036,98919.008
1636990472058,2021-11-15T10:34:32.058,2.173,98911.344
1636990472192,2021-11-15T10:34:32.192,2.307,98912.477
1636990472329,2021-11-15T10:34:32.329,2.444,98917.828
1636990472465,2021-11-15T10:34:32.465,2.580,98914.023
1636990472600,2021-11-15T10:34:32.600,2.715,98922.063
1636990472736,2021-11-15T10:34:32.736,2.851,98915.156
1636990472872,2021-11-15T10:34:32.872,2.987,98914.023
1636990473007,2021-11-15T10:34:33.007,3.122,98911.719
1636990473143,2021-11-15T10:34:33.143,3.258,98916.703
1636990473279,2021-11-15T10:34:33.279,3.394,98910.008
1636990473414,2021-11-15T10:34:33.414,3.529,98919.008
1636990473550,2021-11-15T10:34:33.550,3.665,98916.703
1636990473686,2021-11-15T10:34:33.686,3.801,98920.141
1636990473821,2021-11-15T10:34:33.821,3.936,98919.008
1636990473957,2021-11-15T10:34:33.957,4.072,98918.797
1636990474092,2021-11-15T10:34:34.092,4.207,98916.703
1636990474228,2021-11-15T10:34:34.228,4.343,98916.492
1636990474365,2021-11-15T10:34:34.365,4.480,98919.375
1636990474499,2021-11-15T10:34:34.499,4.614,98926.469
1636990474636,2021-11-15T10:34:34.636,4.751,98928.391
1636990474772,2021-11-15T10:34:34.772,4.887,98927.422
1636990474907,2021-11-15T10:34:34.907,5.022,98923.031
1636990475043,2021-11-15T10:34:35.043,5.158,98929.719
1636990475178,2021-11-15T10:34:35.178,5.293,98927.422
1636990475314,2021-11-15T10:34:35.314,5.429,98925.703
1636990475450,2021-11-15T10:34:35.450,5.565,98925.125
1636990475585,2021-11-15T10:34:35.585,5.700,98923.398
1636990475721,2021-11-15T10:34:35.721,5.836,98926.258
1636990475857,2021-11-15T10:34:35.857,5.972,98922.445
1636990475992,2021-11-15T10:34:35.992,6.107,98916.328
1636990476128,2021-11-15T10:34:36.128,6.243,98920.352
1636990476265,2021-11-15T10:34:36.265,6.380,98912.688
1636990476399,2021-11-15T10:34:36.399,6.514,98915.750
1636990476536,2021-11-15T10:34:36.536,6.651,98918.422
1636990476670,2021-11-15T10:34:36.670,6.785,98919.008
1636990476807,2021-11-15T10:34:36.807,6.922,98915.359
1636990476943,2021-11-15T10:34:36.943,7.058,98914.023
1636990477079,2021-11-15T10:34:37.079,7.194,98914.414
1636990477214,2021-11-15T10:34:37.214,7.329,98912.102
1636990477350,2021-11-15T10:34:37.350,7.465,98911.898
1636990477485,2021-11-15T10:34:37.485,7.600,98916.703
1636990477621,2021-11-15T10:34:37.621,7.736,98920.352
1636990477757,2021-11-15T10:34:37.757,7.872,98916.328
1636990477892,2021-11-15T10:34:37.892,8.007,98918.422
1636990478028,2021-11-15T10:34:38.028,8.143,98912.688
1636990478164,2021-11-15T10:34:38.164,8.279,98913.648
1636990478299,2021-11-15T10:34:38.299,8.414,98914.414
1636990478435,2021-11-15T10:34:38.435,8.550,98915.750
1636990478572,2021-11-15T10:34:38.572,8.687,98918.641
1636990478706,2021-11-15T10:34:38.706,8.821,98914.992
1636990478843,2021-11-15T10:34:38.843,8.958,98920.555
1636990478977,2021-11-15T10:34:38.977,9.092,98915.750
1636990479114,2021-11-15T10:34:39.114,9.229,98916.328
1636990479250,2021-11-15T10:34:39.250,9.365,98919.766
1636990479385,2021-11-15T10:34:39.385,9.500,98919.219
1636990479521,2021-11-15T10:34:39.521,9.636,98913.859
1636990479657,2021-11-15T10:34:39.657,9.772,98908.500
1636990479792,2021-11-15T10:34:39.792,9.907,98910.391
1636990479928,2021-11-15T10:34:39.928,10.043,98916.539
1636990480063,2021-11-15T10:34:40.063,10.178,98925.125
1636990480199,2021-11-15T10:34:40.199,10.314,98919.766
1636990480335,2021-11-15T10:34:40.335,10.450,98916.328
1636990480470,2021-11-15T10:34:40.470,10.585,98915.750
1636990480606,2021-11-15T10:34:40.606,10.721,98919.977
1636990480743,2021-11-15T10:34:40.743,10.858,98915.750
1636990480877,2021-11-15T10:34:40.877,10.992,98919.391
1636990481014,2021-11-15T10:34:41.014,11.129,98917.094
1636990481148,2021-11-15T10:34:41.148,11.263,98915.961
1636990481285,2021-11-15T10:34:41.285,11.400,98915.961
1636990481421,2021-11-15T10:34:41.421,11.536,98924.000
1636990481556,2021-11-15T10:34:41.556,11.671,98918.422
1636990481692,2021-11-15T10:34:41.692,11.807,98921.313
1636990481828,2021-11-15T10:34:41.828,11.943,98924.203
1636990481963,2021-11-15T10:34:41.963,12.078,98919.977
1636990482099,2021-11-15T10:34:42.099,12.214,98920.555
1636990482234,2021-11-15T10:34:42.234,12.349,98924.750
1636990482370,2021-11-15T10:34:42.370,12.485,98924.000
1636990482506,2021-11-15T10:34:42.506,12.621,98921.898
1636990482641,2021-11-15T10:34:42.641,12.756,98922.656
1636990482777,2021-11-15T10:34:42.777,12.892,98924.578
1636990482914,2021-11-15T10:34:42.914,13.029,98928.016
