epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1650900460756,2022-04-25T11:27:40.756,0.000,0.908,0.215,0.142
1650900460766,2022-04-25T11:27:40.766,0.010,0.920,0.225,0.140
1650900460776,2022-04-25T11:27:40.776,0.020,0.926,0.231,0.138
1650900460786,2022-04-25T11:27:40.786,0.030,0.921,0.235,0.132
1650900460796,2022-04-25T11:27:40.796,0.040,0.920,0.238,0.126
1650900460806,2022-04-25T11:27:40.806,0.050,0.919,0.242,0.122
1650900460816,2022-04-25T11:27:40.816,0.060,0.921,0.245,0.118
1650900460826,2022-04-25T11:27:40.826,0.070,0.928,0.249,0.116
1650900460836,2022-04-25T11:27:40.836,0.080,0.932,0.249,0.116
1650900460846,2022-04-25T11:27:40.846,0.090,0.931,0.249,0.113
1650900460856,2022-04-25T11:27:40.856,0.100,0.927,0.250,0.112
1650900460866,2022-04-25T11:27:40.866,0.110,0.917,0.249,0.108
1650900460876,2022-04-25T11:27:40.876,0.120,0.906,0.245,0.115
1650900460886,2022-04-25T11:27:40.886,0.130,0.893,0.240,0.113
1650900460896,2022-04-25T11:27:40.896,0.140,0.882,0.241,0.113
1650900460906,2022-04-25T11:27:40.906,0.150,0.878,0.238,0.114
1650900460916,2022-04-25T11:27:40.916,0.160,0.881,0.239,0.113
1650900460926,2022-04-25T11:27:40.926,0.170,0.888,0.242,0.109
1650900460936,2022-04-25T11:27:40.936,0.180,0.893,0.240,0.108
1650900460946,2022-04-25T11:27:40.946,0.190,0.891,0.244,0.108
1650900460956,2022-04-25T11:27:40.956,0.200,0.891,0.245,0.108
1650900460966,2022-04-25T11:27:40.966,0.210,0.894,0.245,0.107
1650900460976,2022-04-25T11:27:40.976,0.220,0.898,0.245,0.105
1650900460986,2022-04-25T11:27:40.986,0.230,0.899,0.251,0.103
1650900460996,2022-04-25T11:27:40.996,0.240,0.902,0.255,0.105
1650900461006,2022-04-25T11:27:41.006,0.250,0.906,0.254,0.100
1650900461016,2022-04-25T11:27:41.016,0.260,0.909,0.257,0.096
1650900461026,2022-04-25T11:27:41.026,0.270,0.907,0.256,0.096
1650900461036,2022-04-25T11:27:41.036,0.280,0.910,0.254,0.090
1650900461046,2022-04-25T11:27:41.046,0.290,0.909,0.250,0.083
1650900461056,2022-04-25T11:27:41.056,0.300,0.904,0.244,0.085
1650900461066,2022-04-25T11:27:41.066,0.310,0.902,0.235,0.081
1650900461076,2022-04-25T11:27:41.076,0.320,0.905,0.229,0.082
1650900461086,2022-04-25T11:27:41.086,0.330,0.911,0.229,0.081
1650900461096,2022-04-25T11:27:41.096,0.340,0.921,0.230,0.086
1650900461106,2022-04-25T11:27:41.106,0.350,0.929,0.232,0.083
1650900461116,2022-04-25T11:27:41.116,0.360,0.931,0.234,0.088
1650900461126,2022-04-25T11:27:41.126,0.370,0.934,0.236,0.086
1650900461136,2022-04-25T11:27:41.136,0.380,0.925,0.235,0.088
1650900461146,2022-04-25T11:27:41.146,0.390,0.917,0.230,0.088
1650900461156,2022-04-25T11:27:41.156,0.400,0.910,0.228,0.091
1650900461166,2022-04-25T11:27:41.166,0.410,0.904,0.226,0.097
1650900461176,2022-04-25T11:27:41.176,0.420,0.896,0.222,0.099
