epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1650900460687,2022-04-25T11:27:40.687,0.000,-0.000047625,-0.000021500,0.000096437
1650900460737,2022-04-25T11:27:40.737,0.050,-0.000046875,-0.000021125,0.000095312
1650900460787,2022-04-25T11:27:40.787,0.100,-0.000046875,-0.000021500,0.000096500
1650900460837,2022-04-25T11:27:40.837,0.150,-0.000046875,-0.000019688,0.000094562
1650900460887,2022-04-25T11:27:40.887,0.200,-0.000048375,-0.000023750,0.000095688
1650900460937,2022-04-25T11:27:40.937,0.250,-0.000048000,-0.000020813,0.000096563
1650900460987,2022-04-25T11:27:40.987,0.300,-0.000048000,-0.000023000,0.000095375
1650900461037,2022-04-25T11:27:41.037,0.350,-0.000046875,-0.000030062,0.000096125
1650900461087,2022-04-25T11:27:41.087,0.400,-0.000046500,-0.000026750,0.000094938
1650900461137,2022-04-25T11:27:41.137,0.450,-0.000048000,-0.000039750,0.000095000
1650900461187,2022-04-25T11:27:41.187,0.500,-0.000047625,-0.000020437,0.000095000
1650900461237,2022-04-25T11:27:41.237,0.550,-0.000048750,-0.000022625,0.000095375
1650900461287,2022-04-25T11:27:41.287,0.600,-0.000046875,-0.000036000,0.000094625
1650900461337,2022-04-25T11:27:41.337,0.650,-0.000048000,-0.000022625,0.000095375
1650900461387,2022-04-25T11:27:41.387,0.700,-0.000048000,-0.000021187,0.000096187
1650900461437,2022-04-25T11:27:41.437,0.750,-0.000047625,-0.000023000,0.000095375
1650900461487,2022-04-25T11:27:41.487,0.800,-0.000047625,-0.000033812,0.000096938
1650900461537,2022-04-25T11:27:41.537,0.850,-0.000048375,-0.000021875,0.000096563
1650900461587,2022-04-25T11:27:41.587,0.900,-0.000048750,-0.000022250,0.000096187
1650900461637,2022-04-25T11:27:41.637,0.950,-0.000048375,-0.000021187,0.000098813
1650900461687,2022-04-25T11:27:41.687,1.000,-0.000045375,-0.000021500,0.000093500
1650900461737,2022-04-25T11:27:41.737,1.050,-0.000047625,-0.000021500,0.000098438
1650900461787,2022-04-25T11:27:41.787,1.100,-0.000047250,-0.000024125,0.000096938
1650900461837,2022-04-25T11:27:41.837,1.150,-0.000047625,-0.000031937,0.000097688
1650900461887,2022-04-25T11:27:41.887,1.200,-0.000047625,-0.000021187,0.000096187
1650900461937,2022-04-25T11:27:41.937,1.250,-0.000049125,-0.000022625,0.000096563
1650900461987,2022-04-25T11:27:41.987,1.300,-0.000048375,-0.000022250,0.000097688
1650900462037,2022-04-25T11:27:42.037,1.350,-0.000048000,-0.000022250,0.000096938
1650900462087,2022-04-25T11:27:42.087,1.400,-0.000048375,-0.000021500,0.000097688
1650900462137,2022-04-25T11:27:42.137,1.450,-0.000048000,-0.000022250,0.000096938
1650900462187,2022-04-25T11:27:42.187,1.500,-0.000048375,-0.000028250,0.000098500
1650900462237,2022-04-25T11:27:42.237,1.550,-0.000045375,-0.000023375,0.000096625
1650900462287,2022-04-25T11:27:42.287,1.600,-0.000047625,-0.000021500,0.000096187
1650900462337,2022-04-25T11:27:42.337,1.650,-0.000047625,-0.000020437,0.000097375
1650900462387,2022-04-25T11:27:42.387,1.700,-0.000047625,-0.000022250,0.000096187
1650900462437,2022-04-25T11:27:42.437,1.750,-0.000048375,-0.000021875,0.000097688
1650900462487,2022-04-25T11:27:42.487,1.800,-0.000049125,-0.000026000,0.000096563
1650900462537,2022-04-25T11:27:42.537,1.850,-0.000047250,-0.000025625,0.000096563
1650900462587,2022-04-25T11:27:42.587,1.900,-0.000048000,-0.000021500,0.000097688
1650900462637,2022-04-25T11:27:42.637,1.950,-0.000048750,-0.000020437,0.000096563
1650900462687,2022-04-25T11:27:42.687,2.000,-0.000050188,-0.000020062,0.000097375
1650900462737,2022-04-25T11:27:42.737,2.050,-0.000049125,-0.000020062,0.000095813
1650900462787,2022-04-25T11:27:42.787,2.100,-0.000050562,-0.000019312,0.000097375
1650900462837,2022-04-25T11:27:42.837,2.150,-0.000050562,-0.000016313,0.000094312
1650900462887,2022-04-25T11:27:42.887,2.200,-0.000051688,-0.000014813,0.000093500
1650900462937,2022-04-25T11:27:42.937,2.250,-0.000052812,-0.000012625,0.000093562
1650900462987,2022-04-25T11:27:42.987,2.300,-0.000051688,-0.000013750,0.000093500
1650900463037,2022-04-25T11:27:43.037,2.350,-0.000053188,-0.000011500,0.000093125
1650900463087,2022-04-25T11:27:43.087,2.400,-0.000054688,-0.000011875,0.000091250
