epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1650900128871,2022-04-25T11:22:08.871,0.000,98467.063
1650900129007,2022-04-25T11:22:09.007,0.136,98463.445
1650900129143,2022-04-25T11:22:09.143,0.272,98467.547
1650900129278,2022-04-25T11:22:09.278,0.407,98463.641
1650900129414,2022-04-25T11:22:09.414,0.543,98461.859
1650900129549,2022-04-25T11:22:09.549,0.678,98463.156
1650900129685,2022-04-25T11:22:09.685,0.814,98463.953
1650900129822,2022-04-25T11:22:09.822,0.951,98462.141
1650900129956,2022-04-25T11:22:09.956,1.085,98461.859
1650900130093,2022-04-25T11:22:10.093,1.222,98463.953
1650900130229,2022-04-25T11:22:10.229,1.358,98463.953
1650900130364,2022-04-25T11:22:10.364,1.493,98459.539
1650900130500,2022-04-25T11:22:10.500,1.629,98462.141
1650900130636,2022-04-25T11:22:10.636,1.765,98461.031
1650900130771,2022-04-25T11:22:10.771,1.900,98467.859
1650900130907,2022-04-25T11:22:10.907,2.036,98465.766
1650900131043,2022-04-25T11:22:11.043,2.172,98461.547
1650900131178,2022-04-25T11:22:11.178,2.307,98464.469
1650900131314,2022-04-25T11:22:11.314,2.443,98463.359
1650900131449,2022-04-25T11:22:11.449,2.578,98464.148
1650900131585,2022-04-25T11:22:11.585,2.714,98462.344
1650900131721,2022-04-25T11:22:11.721,2.850,98462.063
1650900131856,2022-04-25T11:22:11.856,2.985,98458.938
1650900131992,2022-04-25T11:22:11.992,3.121,98461.266
1650900132129,2022-04-25T11:22:12.129,3.258,98461.859
1650900132263,2022-04-25T11:22:12.263,3.392,98462.063
1650900132400,2022-04-25T11:22:12.400,3.529,98461.266
1650900132534,2022-04-25T11:22:12.534,3.663,98462.063
1650900132671,2022-04-25T11:22:12.671,3.800,98462.063
1650900132807,2022-04-25T11:22:12.807,3.936,98463.359
1650900132942,2022-04-25T11:22:12.942,4.071,98462.063
1650900133078,2022-04-25T11:22:13.078,4.207,98462.844
1650900133214,2022-04-25T11:22:13.214,4.343,98462.563
1650900133349,2022-04-25T11:22:13.349,4.478,98462.063
1650900133485,2022-04-25T11:22:13.485,4.614,98463.867
1650900133621,2022-04-25T11:22:13.621,4.750,98466.758
1650900133756,2022-04-25T11:22:13.756,4.885,98456.844
1650900133892,2022-04-25T11:22:13.892,5.021,98458.656
1650900134027,2022-04-25T11:22:14.027,5.156,98461.266
1650900134163,2022-04-25T11:22:14.163,5.292,98460.750
1650900134300,2022-04-25T11:22:14.300,5.429,98462.063
1650900134434,2022-04-25T11:22:14.434,5.563,98458.344
1650900134571,2022-04-25T11:22:14.571,5.700,98463.867
1650900134707,2022-04-25T11:22:14.707,5.836,98465.969
1650900134842,2022-04-25T11:22:14.842,5.971,98459.641
1650900134978,2022-04-25T11:22:14.978,6.107,98459.141
1650900135113,2022-04-25T11:22:15.113,6.242,98465.969
1650900135249,2022-04-25T11:22:15.249,6.378,98465.172
1650900135385,2022-04-25T11:22:15.385,6.514,98462.563
1650900135520,2022-04-25T11:22:15.520,6.649,98460.438
1650900135656,2022-04-25T11:22:15.656,6.785,98463.867
1650900135792,2022-04-25T11:22:15.792,6.921,98464.148
1650900135927,2022-04-25T11:22:15.927,7.056,98458.852
1650900136063,2022-04-25T11:22:16.063,7.192,98462.063
1650900136199,2022-04-25T11:22:16.199,7.328,98457.047
1650900136334,2022-04-25T11:22:16.334,7.463,98461.461
1650900136470,2022-04-25T11:22:16.470,7.599,98463.047
1650900136605,2022-04-25T11:22:16.605,7.734,98461.742
1650900136741,2022-04-25T11:22:16.741,7.870,98467.773
1650900136878,2022-04-25T11:22:16.878,8.007,98465.969
1650900137012,2022-04-25T11:22:17.012,8.141,98458.656
1650900137149,2022-04-25T11:22:17.149,8.278,98463.867
1650900137285,2022-04-25T11:22:17.285,8.414,98464.656
1650900137420,2022-04-25T11:22:17.420,8.549,98462.563
1650900137556,2022-04-25T11:22:17.556,8.685,98463.047
1650900137692,2022-04-25T11:22:17.692,8.821,98465.969
