epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1650900128868,2022-04-25T11:22:08.868,0.000,0.000,1.220,-0.549
1650900128878,2022-04-25T11:22:08.878,0.010,0.000,0.366,-0.427
1650900128888,2022-04-25T11:22:08.888,0.020,0.122,0.427,-0.549
1650900128898,2022-04-25T11:22:08.898,0.030,0.000,0.366,-0.488
1650900128908,2022-04-25T11:22:08.908,0.040,-0.122,0.305,-0.427
1650900128918,2022-04-25T11:22:08.918,0.050,0.000,0.061,-0.488
1650900128928,2022-04-25T11:22:08.928,0.060,0.183,-0.427,-0.488
1650900128938,2022-04-25T11:22:08.938,0.070,0.244,-0.549,-0.305
1650900128948,2022-04-25T11:22:08.948,0.080,0.000,-0.427,-0.366
1650900128958,2022-04-25T11:22:08.958,0.090,-0.061,0.183,-0.366
1650900128968,2022-04-25T11:22:08.968,0.100,-0.122,0.549,-0.183
1650900128978,2022-04-25T11:22:08.978,0.110,-0.122,0.122,0.244
1650900128988,2022-04-25T11:22:08.988,0.120,-0.183,-0.244,0.732
1650900128998,2022-04-25T11:22:08.998,0.130,-0.183,-0.061,1.098
1650900129008,2022-04-25T11:22:09.008,0.140,-0.244,0.671,1.159
1650900129018,2022-04-25T11:22:09.018,0.150,-0.488,1.037,0.976
1650900129028,2022-04-25T11:22:09.028,0.160,-0.549,0.854,0.732
1650900129038,2022-04-25T11:22:09.038,0.170,-0.488,0.427,0.671
1650900129048,2022-04-25T11:22:09.048,0.180,-0.305,0.061,0.366
1650900129058,2022-04-25T11:22:09.058,0.190,-0.427,0.000,-0.061
1650900129068,2022-04-25T11:22:09.068,0.200,-0.488,0.000,-0.366
1650900129078,2022-04-25T11:22:09.078,0.210,-0.427,-0.305,-0.549
1650900129088,2022-04-25T11:22:09.088,0.220,-0.366,-0.549,-0.549
1650900129098,2022-04-25T11:22:09.098,0.230,-0.305,-0.488,-0.549
1650900129108,2022-04-25T11:22:09.108,0.240,-0.122,-0.244,-0.488
1650900129118,2022-04-25T11:22:09.118,0.250,0.000,-0.183,-0.244
