epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1650900283750,2022-04-25T11:24:43.750,0.000,98462.992
1650900283885,2022-04-25T11:24:43.885,0.135,98467.219
1650900284021,2022-04-25T11:24:44.021,0.271,98463.781
1650900284157,2022-04-25T11:24:44.157,0.407,98464.609
1650900284292,2022-04-25T11:24:44.292,0.542,98463.594
1650900284428,2022-04-25T11:24:44.428,0.678,98467.016
1650900284564,2022-04-25T11:24:44.564,0.814,98466.516
1650900284699,2022-04-25T11:24:44.699,0.949,98463.594
1650900284835,2022-04-25T11:24:44.835,1.085,98463.594
1650900284970,2022-04-25T11:24:44.970,1.220,98461.500
1650900285106,2022-04-25T11:24:45.106,1.356,98467.016
1650900285242,2022-04-25T11:24:45.242,1.492,98463.594
1650900285377,2022-04-25T11:24:45.377,1.627,98465.211
1650900285513,2022-04-25T11:24:45.513,1.763,98466.195
1650900285650,2022-04-25T11:24:45.650,1.900,98464.414
1650900285784,2022-04-25T11:24:45.784,2.034,98466.195
1650900285921,2022-04-25T11:24:45.921,2.171,98464.891
1650900286057,2022-04-25T11:24:46.057,2.307,98455.781
1650900286192,2022-04-25T11:24:46.192,2.442,98468.797
1650900286328,2022-04-25T11:24:46.328,2.578,98470.422
1650900286464,2022-04-25T11:24:46.464,2.714,98461.500
1650900286599,2022-04-25T11:24:46.599,2.849,98463.594
1650900286735,2022-04-25T11:24:46.735,2.985,98463.594
1650900286871,2022-04-25T11:24:46.871,3.121,98462.289
1650900287006,2022-04-25T11:24:47.006,3.256,98462.008
1650900287142,2022-04-25T11:24:47.142,3.392,98455.313
1650900287277,2022-04-25T11:24:47.277,3.527,98462.008
1650900287413,2022-04-25T11:24:47.413,3.663,98461.500
1650900287550,2022-04-25T11:24:47.550,3.800,98461.500
1650900287684,2022-04-25T11:24:47.684,3.934,98465.406
1650900287821,2022-04-25T11:24:47.821,4.071,98464.891
1650900287957,2022-04-25T11:24:47.957,4.207,98466.195
1650900288092,2022-04-25T11:24:48.092,4.342,98458.891
1650900288228,2022-04-25T11:24:48.228,4.478,98463.117
1650900288363,2022-04-25T11:24:48.363,4.613,98463.594
1650900288499,2022-04-25T11:24:48.499,4.749,98463.313
1650900288635,2022-04-25T11:24:48.635,4.885,98467.500
1650900288770,2022-04-25T11:24:48.770,5.020,98464.609
1650900288906,2022-04-25T11:24:48.906,5.156,98462.008
1650900289042,2022-04-25T11:24:49.042,5.292,98464.891
1650900289177,2022-04-25T11:24:49.177,5.427,98466.898
1650900289313,2022-04-25T11:24:49.313,5.563,98466.195
1650900289449,2022-04-25T11:24:49.449,5.699,98460.984
1650900289584,2022-04-25T11:24:49.584,5.834,98459.688
1650900289720,2022-04-25T11:24:49.720,5.970,98462.797
1650900289857,2022-04-25T11:24:49.857,6.107,98463.117
1650900289991,2022-04-25T11:24:49.991,6.241,98466.195
1650900290128,2022-04-25T11:24:50.128,6.378,98458.383
1650900290264,2022-04-25T11:24:50.264,6.514,98457.594
1650900290399,2022-04-25T11:24:50.399,6.649,98464.891
1650900290535,2022-04-25T11:24:50.535,6.785,98462.289
1650900290670,2022-04-25T11:24:50.670,6.920,98462.008
1650900290806,2022-04-25T11:24:50.806,7.056,98462.797
1650900290942,2022-04-25T11:24:50.942,7.192,98463.313
1650900291077,2022-04-25T11:24:51.077,7.327,98466.195
1650900291213,2022-04-25T11:24:51.213,7.463,98464.891
1650900291349,2022-04-25T11:24:51.349,7.599,98462.797
1650900291484,2022-04-25T11:24:51.484,7.734,98463.906
1650900291620,2022-04-25T11:24:51.620,7.870,98467.219
1650900291755,2022-04-25T11:24:51.755,8.005,98463.594
1650900291891,2022-04-25T11:24:51.891,8.141,98463.594
1650900292028,2022-04-25T11:24:52.028,8.278,98464.609
1650900292164,2022-04-25T11:24:52.164,8.414,98462.289
1650900292299,2022-04-25T11:24:52.299,8.549,98452.070
1650900292435,2022-04-25T11:24:52.435,8.685,98465.406
1650900292570,2022-04-25T11:24:52.570,8.820,98458.891
1650900292706,2022-04-25T11:24:52.706,8.956,98463.781
1650900292842,2022-04-25T11:24:52.842,9.092,98460.984
1650900292977,2022-04-25T11:24:52.977,9.227,98463.594
1650900293113,2022-04-25T11:24:53.113,9.363,98463.594
1650900293249,2022-04-25T11:24:53.249,9.499,98464.102
1650900293384,2022-04-25T11:24:53.384,9.634,98464.102
1650900293520,2022-04-25T11:24:53.520,9.770,98464.609
1650900293655,2022-04-25T11:24:53.655,9.905,98462.289
1650900293791,2022-04-25T11:24:53.791,10.041,98464.891
1650900293928,2022-04-25T11:24:53.928,10.178,98461.500
1650900294062,2022-04-25T11:24:54.062,10.312,98459.875
1650900294199,2022-04-25T11:24:54.199,10.449,98463.117
1650900294335,2022-04-25T11:24:54.335,10.585,98460.984
1650900294469,2022-04-25T11:24:54.469,10.719,98460.703
1650900294606,2022-04-25T11:24:54.606,10.856,98466.195
1650900294740,2022-04-25T11:24:54.740,10.990,98464.891
1650900294877,2022-04-25T11:24:54.877,11.127,98462.289
1650900295013,2022-04-25T11:24:55.013,11.263,98462.797
1650900295148,2022-04-25T11:24:55.148,11.398,98460.984
1650900295284,2022-04-25T11:24:55.284,11.534,98466.703
1650900295420,2022-04-25T11:24:55.420,11.670,98468.008
1650900295555,2022-04-25T11:24:55.555,11.805,98464.102
1650900295691,2022-04-25T11:24:55.691,11.941,98462.797
1650900295827,2022-04-25T11:24:55.827,12.077,98463.594
1650900295962,2022-04-25T11:24:55.962,12.212,98468.008
1650900296098,2022-04-25T11:24:56.098,12.348,98470.102
1650900296233,2022-04-25T11:24:56.233,12.483,98464.609
1650900296369,2022-04-25T11:24:56.369,12.619,98462.797
1650900296506,2022-04-25T11:24:56.506,12.756,98466.195
1650900296640,2022-04-25T11:24:56.640,12.890,98465.406
1650900296777,2022-04-25T11:24:56.777,13.027,98462.289
1650900296913,2022-04-25T11:24:56.913,13.163,98464.891
1650900297048,2022-04-25T11:24:57.048,13.298,98465.406
1650900297184,2022-04-25T11:24:57.184,13.434,98462.797
1650900297319,2022-04-25T11:24:57.319,13.569,98462.484
1650900297455,2022-04-25T11:24:57.455,13.705,98459.094
1650900297591,2022-04-25T11:24:57.591,13.841,98466.195
1650900297726,2022-04-25T11:24:57.726,13.976,98465.406
1650900297862,2022-04-25T11:24:57.862,14.112,98463.313
1650900297998,2022-04-25T11:24:57.998,14.248,98460.203
1650900298133,2022-04-25T11:24:58.133,14.383,98465.406
1650900298269,2022-04-25T11:24:58.269,14.519,98460.391
1650900298406,2022-04-25T11:24:58.406,14.656,98464.609
1650900298540,2022-04-25T11:24:58.540,14.790,98465.906
1650900298677,2022-04-25T11:24:58.677,14.927,98464.102
1650900298813,2022-04-25T11:24:58.813,15.063,98463.313
1650900298948,2022-04-25T11:24:58.948,15.198,98464.891
1650900299084,2022-04-25T11:24:59.084,15.334,98462.008
1650900299219,2022-04-25T11:24:59.219,15.469,98462.797
1650900299355,2022-04-25T11:24:59.355,15.605,98468.797
1650900299491,2022-04-25T11:24:59.491,15.741,98463.594
1650900299626,2022-04-25T11:24:59.626,15.876,98462.289
1650900299762,2022-04-25T11:24:59.762,16.012,98460.703
1650900299898,2022-04-25T11:24:59.898,16.148,98460.703
1650900300033,2022-04-25T11:25:00.033,16.283,98460.703
1650900300169,2022-04-25T11:25:00.169,16.419,98455.977
1650900300304,2022-04-25T11:25:00.304,16.554,98462.008
1650900300440,2022-04-25T11:25:00.440,16.690,98463.594
1650900300576,2022-04-25T11:25:00.576,16.826,98462.008
1650900300711,2022-04-25T11:25:00.711,16.961,98464.891
1650900300847,2022-04-25T11:25:00.847,17.097,98466.195
1650900300984,2022-04-25T11:25:00.984,17.234,98466.703
1650900301120,2022-04-25T11:25:01.120,17.370,98470.102
1650900301255,2022-04-25T11:25:01.255,17.505,98459.406
1650900301391,2022-04-25T11:25:01.391,17.641,98464.609
1650900301526,2022-04-25T11:25:01.526,17.776,98467.219
1650900301662,2022-04-25T11:25:01.662,17.912,98465.406
1650900301798,2022-04-25T11:25:01.798,18.048,98456.797
1650900301933,2022-04-25T11:25:01.933,18.183,98467.219
1650900302069,2022-04-25T11:25:02.069,18.319,98460.703
1650900302205,2022-04-25T11:25:02.205,18.455,98465.906
1650900302340,2022-04-25T11:25:02.340,18.590,98466.703
1650900302476,2022-04-25T11:25:02.476,18.726,98460.984
1650900302611,2022-04-25T11:25:02.611,18.861,98466.703
1650900302747,2022-04-25T11:25:02.747,18.997,98463.313
1650900302884,2022-04-25T11:25:02.884,19.134,98462.008
1650900303020,2022-04-25T11:25:03.020,19.270,98461.500
1650900303155,2022-04-25T11:25:03.155,19.405,98462.289
1650900303291,2022-04-25T11:25:03.291,19.541,98463.781
1650900303426,2022-04-25T11:25:03.426,19.676,98466.195
1650900303562,2022-04-25T11:25:03.562,19.812,98461.188
1650900303698,2022-04-25T11:25:03.698,19.948,98461.688
1650900303833,2022-04-25T11:25:03.833,20.083,98459.875
1650900303969,2022-04-25T11:25:03.969,20.219,98460.703
1650900304104,2022-04-25T11:25:04.104,20.354,98460.703
1650900304240,2022-04-25T11:25:04.240,20.490,98459.406
1650900304376,2022-04-25T11:25:04.376,20.626,98456.484
1650900304511,2022-04-25T11:25:04.511,20.761,98462.992
1650900304647,2022-04-25T11:25:04.647,20.897,98460.391
1650900304783,2022-04-25T11:25:04.783,21.033,98461.688
1650900304918,2022-04-25T11:25:04.918,21.168,98462.484
1650900305054,2022-04-25T11:25:05.054,21.304,98462.992
1650900305191,2022-04-25T11:25:05.191,21.441,98460.203
1650900305325,2022-04-25T11:25:05.325,21.575,98462.008
1650900305462,2022-04-25T11:25:05.462,21.712,98464.008
1650900305596,2022-04-25T11:25:05.596,21.846,98464.609
1650900305733,2022-04-25T11:25:05.733,21.983,98461.500
1650900305869,2022-04-25T11:25:05.869,22.119,98462.484
1650900306004,2022-04-25T11:25:06.004,22.254,98463.313
1650900306140,2022-04-25T11:25:06.140,22.390,98464.297
1650900306276,2022-04-25T11:25:06.276,22.526,98460.898
1650900306411,2022-04-25T11:25:06.411,22.661,98461.188
1650900306547,2022-04-25T11:25:06.547,22.797,98459.094
1650900306683,2022-04-25T11:25:06.683,22.933,98463.313
1650900306818,2022-04-25T11:25:06.818,23.068,98459.594
1650900306954,2022-04-25T11:25:06.954,23.204,98459.094
1650900307089,2022-04-25T11:25:07.089,23.339,98462.797
1650900307225,2022-04-25T11:25:07.225,23.475,98463.781
1650900307362,2022-04-25T11:25:07.362,23.612,98466.898
1650900307496,2022-04-25T11:25:07.496,23.746,98462.008
1650900307633,2022-04-25T11:25:07.633,23.883,98462.484
1650900307769,2022-04-25T11:25:07.769,24.019,98466.391
1650900307904,2022-04-25T11:25:07.904,24.154,98462.008
1650900308040,2022-04-25T11:25:08.040,24.290,98462.008
1650900308175,2022-04-25T11:25:08.175,24.425,98462.711
1650900308311,2022-04-25T11:25:08.311,24.561,98463.313
1650900308447,2022-04-25T11:25:08.447,24.697,98458.578
1650900308582,2022-04-25T11:25:08.582,24.832,98467.688
1650900308718,2022-04-25T11:25:08.718,24.968,98462.797
1650900308854,2022-04-25T11:25:08.854,25.104,98464.609
1650900308989,2022-04-25T11:25:08.989,25.239,98465.094
1650900309125,2022-04-25T11:25:09.125,25.375,98465.906
1650900309261,2022-04-25T11:25:09.261,25.511,98463.313
1650900309396,2022-04-25T11:25:09.396,25.646,98459.094
1650900309532,2022-04-25T11:25:09.532,25.782,98462.992
1650900309669,2022-04-25T11:25:09.669,25.919,98462.992
