epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1636730133994,2021-11-12T10:15:33.994,0.000,-0.000014187,0.000005813,-0.000189000
1636730134044,2021-11-12T10:15:34.044,0.050,-0.000015250,0.000014562,-0.000190562
1636730134094,2021-11-12T10:15:34.094,0.100,-0.000014187,0.000009125,-0.000188687
1636730134144,2021-11-12T10:15:34.144,0.150,-0.000015250,0.000013437,-0.000191000
1636730134194,2021-11-12T10:15:34.194,0.200,-0.000016000,0.000013125,-0.000190250
1636730134244,2021-11-12T10:15:34.244,0.250,-0.000015625,0.000013812,-0.000188437
1636730134294,2021-11-12T10:15:34.294,0.300,-0.000014938,0.000013812,-0.000190687
1636730134344,2021-11-12T10:15:34.344,0.350,-0.000014938,0.000013437,-0.000188812
1636730134394,2021-11-12T10:15:34.394,0.400,-0.000014938,0.000013125,-0.000189938
1636730134444,2021-11-12T10:15:34.444,0.450,-0.000014187,0.000013437,-0.000188375
1636730134494,2021-11-12T10:15:34.494,0.500,-0.000016000,0.000010937,-0.000188375
1636730134544,2021-11-12T10:15:34.544,0.550,-0.000016375,0.000002938,-0.000188750
1636730134594,2021-11-12T10:15:34.594,0.600,-0.000017812,0.000012750,-0.000189563
1636730134644,2021-11-12T10:15:34.644,0.650,-0.000013437,0.000013125,-0.000189187
1636730134694,2021-11-12T10:15:34.694,0.700,-0.000015625,0.000012000,-0.000187313
1636730134744,2021-11-12T10:15:34.744,0.750,-0.000014562,0.000012375,-0.000189187
1636730134794,2021-11-12T10:15:34.794,0.800,-0.000015250,0.000014187,-0.000187313
1636730134844,2021-11-12T10:15:34.844,0.850,-0.000014187,0.000013437,-0.000189938
1636730134894,2021-11-12T10:15:34.894,0.900,-0.000014938,0.000002562,-0.000186562
1636730134944,2021-11-12T10:15:34.944,0.950,-0.000014562,0.000014938,-0.000190000
1636730134994,2021-11-12T10:15:34.994,1.000,-0.000016000,0.000012750,-0.000188875
1636730135044,2021-11-12T10:15:35.044,1.050,-0.000013812,0.000013812,-0.000187313
1636730135094,2021-11-12T10:15:35.094,1.100,-0.000015250,0.000013125,-0.000189563
1636730135144,2021-11-12T10:15:35.144,1.150,-0.000013125,0.000013812,-0.000188125
1636730135194,2021-11-12T10:15:35.194,1.200,-0.000014187,0.000014187,-0.000188063
1636730135244,2021-11-12T10:15:35.244,1.250,-0.000013812,0.000013125,-0.000187375
1636730135294,2021-11-12T10:15:35.294,1.300,-0.000014562,0.000013125,-0.000188125
1636730135344,2021-11-12T10:15:35.344,1.350,-0.000013812,0.000005813,-0.000188125
1636730135394,2021-11-12T10:15:35.394,1.400,-0.000014187,0.000013812,-0.000187750
1636730135444,2021-11-12T10:15:35.444,1.450,-0.000013125,0.000012750,-0.000190375
1636730135494,2021-11-12T10:15:35.494,1.500,-0.000014187,0.000010188,-0.000185125
1636730135544,2021-11-12T10:15:35.544,1.550,-0.000012000,0.000006938,-0.000186625
1636730135594,2021-11-12T10:15:35.594,1.600,-0.000011312,0.000006938,-0.000183250
1636730135644,2021-11-12T10:15:35.644,1.650,-0.000011312,0.000000750,-0.000183250
1636730135694,2021-11-12T10:15:35.694,1.700,-0.000006938,-0.000003625,-0.000180625
1636730135744,2021-11-12T10:15:35.744,1.750,-0.000006562,0.000002938,-0.000181000
1636730135794,2021-11-12T10:15:35.794,1.800,-0.000006938,0.000005500,-0.000179125
1636730135844,2021-11-12T10:15:35.844,1.850,-0.000007313,0.000005500,-0.000178375
