epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635948908829,2021-11-03T10:15:08.829,0.000,-0.542,-0.879,-0.048
1635948908839,2021-11-03T10:15:08.839,0.010,-0.552,-0.893,-0.045
1635948908849,2021-11-03T10:15:08.849,0.020,-0.545,-0.886,-0.043
1635948908859,2021-11-03T10:15:08.859,0.030,-0.541,-0.875,-0.046
1635948908869,2021-11-03T10:15:08.869,0.040,-0.539,-0.878,-0.044
1635948908879,2021-11-03T10:15:08.879,0.050,-0.544,-0.889,-0.044
1635948908889,2021-11-03T10:15:08.889,0.060,-0.543,-0.891,-0.042
1635948908899,2021-11-03T10:15:08.899,0.070,-0.542,-0.882,-0.044
1635948908909,2021-11-03T10:15:08.909,0.080,-0.545,-0.883,-0.045
1635948908919,2021-11-03T10:15:08.919,0.090,-0.545,-0.887,-0.047
1635948908929,2021-11-03T10:15:08.929,0.100,-0.546,-0.887,-0.049
1635948908939,2021-11-03T10:15:08.939,0.110,-0.546,-0.882,-0.047
1635948908949,2021-11-03T10:15:08.949,0.120,-0.544,-0.879,-0.043
1635948908959,2021-11-03T10:15:08.959,0.130,-0.546,-0.884,-0.044
1635948908969,2021-11-03T10:15:08.969,0.140,-0.545,-0.883,-0.045
1635948908979,2021-11-03T10:15:08.979,0.150,-0.545,-0.884,-0.046
1635948908989,2021-11-03T10:15:08.989,0.160,-0.544,-0.884,-0.043
1635948908999,2021-11-03T10:15:08.999,0.170,-0.545,-0.883,-0.045
1635948909009,2021-11-03T10:15:09.009,0.180,-0.546,-0.882,-0.044
1635948909019,2021-11-03T10:15:09.019,0.190,-0.544,-0.882,-0.043
1635948909029,2021-11-03T10:15:09.029,0.200,-0.544,-0.884,-0.044
1635948909039,2021-11-03T10:15:09.039,0.210,-0.548,-0.885,-0.044
1635948909049,2021-11-03T10:15:09.049,0.220,-0.545,-0.887,-0.042
1635948909059,2021-11-03T10:15:09.059,0.230,-0.547,-0.885,-0.044
1635948909069,2021-11-03T10:15:09.069,0.240,-0.542,-0.888,-0.041
1635948909079,2021-11-03T10:15:09.079,0.250,-0.545,-0.889,-0.042
1635948909089,2021-11-03T10:15:09.089,0.260,-0.543,-0.889,-0.039
1635948909099,2021-11-03T10:15:09.099,0.270,-0.545,-0.882,-0.042
1635948909109,2021-11-03T10:15:09.109,0.280,-0.543,-0.881,-0.045
1635948909119,2021-11-03T10:15:09.119,0.290,-0.543,-0.886,-0.042
1635948909129,2021-11-03T10:15:09.129,0.300,-0.542,-0.887,-0.043
1635948909139,2021-11-03T10:15:09.139,0.310,-0.544,-0.884,-0.045
1635948909149,2021-11-03T10:15:09.149,0.320,-0.547,-0.881,-0.044
1635948909159,2021-11-03T10:15:09.159,0.330,-0.544,-0.884,-0.042
1635948909169,2021-11-03T10:15:09.169,0.340,-0.546,-0.885,-0.046
1635948909179,2021-11-03T10:15:09.179,0.350,-0.547,-0.881,-0.045
1635948909189,2021-11-03T10:15:09.189,0.360,-0.548,-0.883,-0.045
1635948909199,2021-11-03T10:15:09.199,0.370,-0.545,-0.886,-0.046
1635948909209,2021-11-03T10:15:09.209,0.380,-0.549,-0.886,-0.044
1635948909219,2021-11-03T10:15:09.219,0.390,-0.547,-0.884,-0.044
1635948909229,2021-11-03T10:15:09.229,0.400,-0.548,-0.884,-0.044
1635948909239,2021-11-03T10:15:09.239,0.410,-0.546,-0.885,-0.042
1635948909249,2021-11-03T10:15:09.249,0.420,-0.543,-0.886,-0.041
