epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1649696909225,2022-04-11T13:08:29.225,0.000,1.159,0.854,-1.707
1649696909235,2022-04-11T13:08:29.235,0.010,0.671,0.732,-1.829
1649696909245,2022-04-11T13:08:29.245,0.020,0.549,0.793,-1.768
1649696909255,2022-04-11T13:08:29.255,0.030,0.366,0.915,-1.768
1649696909265,2022-04-11T13:08:29.265,0.040,0.305,0.671,-1.646
1649696909275,2022-04-11T13:08:29.275,0.050,0.305,0.671,-1.402
1649696909285,2022-04-11T13:08:29.285,0.060,0.305,0.610,-1.159
1649696909295,2022-04-11T13:08:29.295,0.070,0.061,0.610,-0.976
1649696909305,2022-04-11T13:08:29.305,0.080,-0.061,0.488,-0.854
1649696909315,2022-04-11T13:08:29.315,0.090,0.122,0.427,-0.732
1649696909325,2022-04-11T13:08:29.325,0.100,0.427,0.366,-0.671
1649696909335,2022-04-11T13:08:29.335,0.110,0.183,0.427,-0.854
1649696909345,2022-04-11T13:08:29.345,0.120,0.427,0.366,-0.976
1649696909355,2022-04-11T13:08:29.355,0.130,0.671,0.427,-1.098
1649696909365,2022-04-11T13:08:29.365,0.140,0.671,0.488,-1.280
1649696909375,2022-04-11T13:08:29.375,0.150,0.732,0.671,-1.341
1649696909385,2022-04-11T13:08:29.385,0.160,0.732,0.671,-1.280
1649696909395,2022-04-11T13:08:29.395,0.170,0.610,0.793,-1.341
1649696909405,2022-04-11T13:08:29.405,0.180,0.488,1.037,-1.280
1649696909415,2022-04-11T13:08:29.415,0.190,0.793,1.159,-1.220
1649696909425,2022-04-11T13:08:29.425,0.200,0.976,1.159,-1.098
1649696909435,2022-04-11T13:08:29.435,0.210,0.854,1.159,-1.159
1649696909445,2022-04-11T13:08:29.445,0.220,0.671,1.159,-1.280
1649696909455,2022-04-11T13:08:29.455,0.230,0.671,1.159,-1.341
1649696909465,2022-04-11T13:08:29.465,0.240,0.549,1.220,-1.524
1649696909475,2022-04-11T13:08:29.475,0.250,0.244,1.220,-1.646
1649696909485,2022-04-11T13:08:29.485,0.260,0.305,1.159,-1.768
1649696909495,2022-04-11T13:08:29.495,0.270,0.549,0.976,-1.585
1649696909505,2022-04-11T13:08:29.505,0.280,0.427,0.854,-1.585
1649696909515,2022-04-11T13:08:29.515,0.290,0.244,0.671,-1.463
